elevation,diff_azimuth,Carrier-to-noise density ratio (cno) [dbHz],Estimated pseudorange measurement standard deviation (prStdev) [m],"NLOS (0 == no, 1 == yes, # == No Information)"
20.30302696,31.08394393935544,38,0.64,0
34.73695995,12.261373290644592,38,0.64,#
18.22861019,26.46264403064459,42,0.64,#
70.52994938,24.528186150644583,40,0.64,#
11.45449318,70.2400088606446,43,0.32,0
57.55561742,81.90519023935542,35,1.28,0
59.17616791,68.44032233935542,44,0.32,0
60.01993968,46.49367303935543,42,0.32,0
63.78008484,89.1095698393554,27,5.12,0
62.26333584,4.145182219355405,32,1.28,1
,,36,0.64,0
,,42,0.64,1
80.11157515,60.58971552182186,51,0.32,0
31.1278453,71.48074347817817,47,0.32,0
76.71333395,73.49316107817816,51,0.32,0
48.19334116,22.315235011821827,40,0.64,0
18.86946994,69.51270492182181,52,0.32,0
67.49153848,9.955586878178169,41,0.32,0
20.30302696,31.08394872182185,38,0.64,0
34.73695995,12.261368508178172,38,0.64,#
18.22861019,26.46263924817817,42,0.64,#
70.52994938,24.528181368178167,40,0.64,#
11.45449318,70.24000407817817,43,0.32,0
57.55561742,81.90519502182184,35,1.28,0
59.17616791,68.44032712182184,44,0.32,0
60.01993968,46.49367782182185,42,0.32,0
63.78008484,89.10957462182182,27,5.12,0
62.26333584,4.145187001821824,32,1.28,1
,,36,0.64,0
,,41,0.64,1
80.11157515,60.58971745802876,51,0.32,0
31.1278453,71.48074154197127,47,0.32,0
76.71333395,73.49315914197126,51,0.32,0
48.19334116,22.315236948028726,40,0.64,0
18.86946994,69.51270685802871,52,0.32,0
67.49153848,9.955584941971267,41,0.32,0
20.30302696,31.083950658028755,38,0.64,0
34.73695995,12.261366571971273,38,0.64,#
18.22861019,26.46263731197127,42,0.32,#
70.52994938,24.528179431971267,40,0.64,#
11.45449318,70.24000214197127,43,0.32,0
57.55561742,81.90519695802874,35,1.28,0
59.17616791,68.44032905802874,44,0.32,0
60.01993968,46.49367975802875,42,0.32,0
63.78008484,89.10957655802872,27,5.12,0
62.26333584,4.145188938028724,32,1.28,1
,,36,0.64,0
,,41,0.64,1
80.11157515,60.58972104633767,51,0.32,0
31.1278453,71.48073795366236,47,0.32,0
76.71333395,73.49315555366235,51,0.32,0
48.19334116,22.31524053633764,40,0.64,0
18.86946994,69.51271044633762,52,0.32,0
67.49153848,9.955581353662351,41,0.32,0
20.30302696,31.08395424633767,37,0.64,0
34.73695995,12.26136298366236,44,0.32,1
18.22861019,26.46263372366236,38,0.64,#
70.52994938,24.528175843662357,41,0.32,#
11.45449318,70.23999855366236,40,0.64,#
5.286616742,76.45277834633765,43,0.32,0
57.55561742,81.90520054633765,35,1.28,0
59.17616791,68.44033264633765,44,0.32,0
60.01993968,46.49368334633766,42,0.32,0
63.78008484,89.10958014633763,27,5.12,0
62.26333584,4.145192526337638,32,1.28,1
,,36,0.64,0
,,25,20.48,1
,,41,0.32,1
,,24,81.92,1
80.11157515,60.58972279036209,51,0.32,0
31.1278453,71.48073620963794,47,0.32,0
76.71333395,73.49315380963793,50,0.32,0
48.19334116,22.315242280362057,40,0.64,0
18.86946994,69.51271219036204,52,0.32,0
67.49153848,9.955579609637937,41,0.32,0
20.30302696,31.083955990362085,37,0.64,0
34.73695995,12.261361239637942,44,0.32,1
18.22861019,26.46263197963794,38,0.64,#
70.52994938,24.528174099637937,41,0.32,#
11.45449318,70.23999680963794,40,0.64,#
5.286616741,76.45278009036207,43,0.32,0
57.55561742,81.90520229036207,35,0.64,0
59.17616791,68.44033439036207,44,0.32,0
60.01993968,46.49368509036208,42,0.32,0
63.78008484,89.10958189036205,27,5.12,0
62.26333584,4.145194270362055,31,1.28,1
,,36,0.64,0
,,25,10.24,1
,,41,0.32,1
,,25,81.92,1
80.11157515,60.589727046098574,51,0.32,0
31.1278453,71.48073195390145,47,0.32,0
76.71333395,73.49314955390145,50,0.32,0
48.19334116,22.31524653609854,40,0.64,0
18.86946994,69.51271644609852,52,0.32,0
67.49153848,9.955575353901452,41,0.32,0
20.30302696,31.08396024609857,37,0.64,0
34.73695995,12.261356983901456,44,0.32,1
18.22861019,26.462627723901456,38,0.64,#
70.52994938,24.52816984390145,41,0.32,#
11.45449318,70.23999255390146,40,0.32,#
5.286616741,76.45278434609855,43,0.32,0
57.55561742,81.90520654609855,35,0.64,0
59.17616791,68.44033864609855,44,0.32,0
60.01993968,46.49368934609856,42,0.32,0
63.78008484,89.10958614609854,27,5.12,0
62.26333584,4.14519852609854,31,1.28,1
,,36,0.64,0
,,25,10.24,1
,,41,0.32,0
,,24,81.92,1
80.11157515,60.58973126473256,51,0.32,0
31.1278453,71.48072773526746,47,0.32,0
76.71333395,73.49314533526746,51,0.32,0
48.19334116,22.31525075473253,40,0.64,0
18.86946994,69.51272066473251,52,0.32,0
67.49153848,9.955571135267462,41,0.32,0
20.30302695,31.08396446473256,37,0.64,0
34.73695995,12.261352765267468,44,0.32,1
18.22861019,26.462623505267462,38,0.64,#
70.52994938,24.528165625267462,41,0.32,#
11.45449318,70.23998833526747,40,0.32,#
5.28661674,76.45278856473254,43,0.32,0
57.55561742,81.90521076473254,35,0.64,0
59.17616791,68.44034286473254,44,0.32,0
60.01993968,46.49369356473255,42,0.32,0
63.78008484,89.10959036473253,27,5.12,0
62.26333584,4.145202744732529,31,1.28,1
,,36,0.64,0
,,24,10.24,1
,,41,0.32,0
,,25,81.92,1
80.11157515,60.589736017183554,50,0.32,0
31.1278453,71.48072298281647,47,0.32,0
76.71333395,73.49314058281647,51,0.32,0
48.19334116,22.31525550718352,40,0.64,0
18.86946994,69.5127254171835,52,0.32,0
67.49153848,9.955566382816473,41,0.32,0
20.30302695,31.08396921718355,37,0.64,0
34.73695995,12.261348012816477,44,0.32,1
18.22861019,26.462618752816475,38,0.32,#
70.52994938,24.52816087281647,41,0.32,#
11.45449318,70.23998358281648,40,0.32,#
5.28661674,76.45279331718353,43,0.32,0
57.55561742,81.90521551718354,36,0.64,0
59.17616791,68.44034761718353,44,0.32,0
60.01993968,46.49369831718354,42,0.32,0
63.78008484,89.10959511718352,27,5.12,0
62.26333584,4.14520749718352,31,1.28,1
,,36,0.64,0
,,24,5.12,1
,,41,0.64,0
,,25,81.92,1
80.11157515,60.58973890054557,50,0.32,0
31.1278453,71.48072009945446,47,0.32,0
76.71333395,73.49313769945445,51,0.32,0
48.19334116,22.315258390545537,40,0.32,0
18.86946994,69.51272830054552,52,0.32,0
67.49153847,9.955563499454456,41,0.32,0
20.30302695,31.08397210054557,37,0.32,0
34.73695995,12.261345129454462,44,0.32,1
18.22861019,26.46261586945446,38,0.32,#
70.52994938,24.528157989454456,41,0.32,#
11.45449318,70.23998069945446,40,0.32,#
5.286616739,76.45279620054555,43,0.32,0
57.55561742,81.90521840054555,36,0.64,0
59.17616791,68.44035050054555,44,0.32,0
60.01993968,46.49370120054556,42,0.32,0
63.78008484,89.10959800054553,28,2.56,0
62.26333584,4.145210380545535,31,1.28,1
,,36,0.64,0
,,24,5.12,1
,,41,0.64,0
,,25,81.92,1
80.11157515,60.58974159860361,50,0.32,0
31.1278453,71.48071740139642,47,0.32,0
76.71333395,73.49313500139641,51,0.32,0
48.19334116,22.315261088603577,40,0.32,0
18.86946994,69.51273099860356,52,0.32,0
67.49153847,9.955560801396416,41,0.32,0
20.30302695,31.08397479860361,37,0.64,0
34.73695994,12.261342431396422,44,0.32,1
70.52994938,24.528155291396416,38,0.32,#
11.45449317,70.23997800139642,41,0.32,#
5.286616739,76.45279889860359,40,0.32,#
57.55561742,81.90522109860359,43,0.32,0
59.17616791,68.44035319860359,38,0.64,0
60.01993968,46.4937038986036,44,0.32,0
63.78008484,89.10960069860357,42,0.32,0
62.26333584,4.145213078603575,31,2.56,1
,,36,0.64,0
,,24,5.12,1
,,41,0.32,0
,,25,81.92,1
80.11157515,60.58974392313581,50,0.32,0
31.1278453,71.48071507686421,46,0.32,0
76.71333395,73.4931326768642,50,0.32,0
48.19334116,22.31526341313578,40,0.32,0
18.86946994,69.51273332313576,52,0.32,0
67.49153847,9.955558476864212,40,0.32,0
20.30302695,31.08397712313581,37,0.32,0
34.73695994,12.261340106864218,44,0.32,1
70.52994938,24.52815296686421,38,0.32,#
11.45449317,70.23997567686422,41,0.32,#
5.286616738,76.4528012231358,40,0.32,#
57.55561742,81.9052234231358,43,0.32,0
59.17616791,68.44035552313579,38,0.64,0
60.01993968,46.4937062231358,44,0.32,0
63.78008484,89.10960302313578,42,0.32,0
62.26333584,4.145215403135779,31,2.56,1
,,36,0.64,0
,,24,10.24,1
,,41,0.64,1
,,24,81.92,1
80.11157515,60.58974644943868,50,0.32,0
31.1278453,71.48071255056135,46,0.32,0
76.71333395,73.49313015056134,50,0.32,0
48.19334116,22.31526593943865,40,0.32,0
18.86946994,69.51273584943863,52,0.32,0
67.49153847,9.955555950561347,41,0.32,0
20.30302695,31.083979649438675,37,0.32,0
34.73695994,12.261337580561351,44,0.32,1
70.52994938,24.528150440561348,38,0.32,#
11.45449317,70.23997315056135,41,0.32,#
5.286616738,76.45280374943866,40,0.32,#
57.55561742,81.90522594943866,43,0.32,0
59.17616791,68.44035804943866,38,0.32,0
60.01993968,46.49370874943867,44,0.32,0
63.78008484,89.10960554943864,42,0.32,0
62.26333584,4.145217929438644,31,2.56,1
,,35,0.64,0
,,23,10.24,1
,,40,0.64,1
,,24,81.92,1
80.11157515,60.589749627952926,50,0.32,0
31.1278453,71.4807093720471,46,0.32,0
76.71333395,73.4931269720471,50,0.32,0
48.19334116,22.31526911795289,40,0.32,0
18.86946994,69.51273902795288,52,0.32,0
67.49153847,9.9555527720471,41,0.32,0
20.30302695,31.083982827952923,37,0.32,0
34.73695994,12.261334402047105,44,0.32,1
70.52994938,24.5281472620471,38,0.32,#
11.45449317,70.2399699720471,41,0.32,#
57.55561741,81.90522912795291,40,0.32,#
59.17616791,68.4403612279529,43,0.32,0
60.01993968,46.49371192795292,38,0.32,0
63.78008484,89.10960872795289,44,0.32,0
62.26333584,4.145221107952892,42,0.32,0
,,31,2.56,1
,,35,0.64,0
,,40,0.64,1
80.11157515,60.58975334674585,50,0.32,0
31.1278453,71.48070565325418,46,0.32,0
76.71333395,73.49312325325417,50,0.32,0
48.19334116,22.31527283674582,40,0.64,0
18.86946994,69.5127427467458,52,0.32,0
67.49153847,9.955549053254174,41,0.32,0
20.30302695,31.083986546745848,37,0.64,0
34.73695994,12.26133068325418,44,0.32,1
70.52994938,24.52814354325417,38,0.32,#
11.45449317,70.23996625325418,41,0.32,#
57.55561741,81.90523284674583,40,0.32,#
59.1761679,68.44036494674583,43,0.32,0
60.01993968,46.49371564674584,38,0.32,0
63.78008484,89.10961244674581,44,0.32,0
62.26333584,4.145224826745817,42,0.32,0
,,31,1.28,1
,,35,0.64,0
,,40,0.64,1
80.11157515,60.58975692484114,50,0.32,0
31.1278453,71.48070207515889,46,0.32,0
76.71333395,73.49311967515888,50,0.32,0
48.19334116,22.315276414841108,40,0.32,0
18.86946994,69.51274632484109,51,0.32,0
67.49153847,9.955545475158884,41,0.32,0
20.30302695,31.083990124841137,37,0.32,0
34.73695994,12.261327105158893,44,0.32,1
70.52994938,24.52813996515889,38,0.32,#
11.45449317,70.23996267515889,41,0.32,#
57.55561741,81.90523642484112,40,0.32,#
59.1761679,68.44036852484112,43,0.32,0
60.01993968,46.49371922484113,38,0.32,0
63.78008484,89.1096160248411,44,0.32,0
62.26333584,4.145228404841106,42,0.32,0
,,31,2.56,1
,,35,0.64,0
,,40,0.64,1
80.11157515,60.58976194242882,50,0.32,0
31.12784529,71.4806970575712,46,0.32,0
76.71333395,73.4931146575712,50,0.32,0
48.19334116,22.31528143242879,40,0.64,0
18.86946994,69.51275134242877,51,0.32,0
67.49153847,9.955540457571203,41,0.32,0
20.30302695,31.08399514242882,37,0.64,0
34.73695994,12.261322087571209,44,0.32,1
70.52994938,24.528134947571203,38,0.32,#
11.45449317,70.23995765757121,41,0.32,#
57.55561741,81.9052414424288,40,0.32,#
59.1761679,68.4403735424288,43,0.32,0
60.01993968,46.49372424242881,38,0.32,0
63.78008484,89.10962104242878,44,0.32,0
62.26333584,4.145233422428788,42,0.32,0
,,31,1.28,1
,,35,0.64,0
,,40,0.64,1
80.11157515,60.5897647755566,50,0.32,0
31.12784529,71.48069422444343,46,0.32,0
76.71333395,73.49311182444342,50,0.32,0
48.19334116,22.31528426555657,40,0.64,0
18.86946994,69.51275417555655,52,0.32,0
67.49153847,9.955537624443425,41,0.32,0
20.30302695,31.0839979755566,37,0.64,0
34.73695994,12.261319254443428,44,0.32,1
70.52994938,24.528132114443423,38,0.32,#
11.45449317,70.23995482444343,41,0.32,#
57.55561741,81.90524427555658,40,0.32,#
59.1761679,68.44037637555658,43,0.32,0
60.01993968,46.49372707555659,38,0.32,0
63.78008484,89.10962387555657,44,0.32,0
62.26333584,4.1452362555565685,42,0.32,0
,,31,1.28,1
,,35,0.64,0
,,40,0.64,1
80.11157515,60.58977026338681,50,0.32,0
31.12784529,71.48068873661322,46,0.32,0
76.71333395,73.49310633661321,50,0.32,0
48.19334116,22.31528975338678,40,0.64,0
18.86946994,69.51275966338676,52,0.32,0
67.49153847,9.955532136613217,41,0.32,0
20.30302695,31.084003463386807,37,0.64,0
34.73695994,12.26131376661322,44,0.32,1
70.52994938,24.52812662661321,38,0.32,#
11.45449317,70.23994933661322,40,0.32,#
57.55561741,81.90524976338679,40,0.32,#
59.1761679,68.44038186338679,43,0.32,0
60.01993968,46.4937325633868,38,0.32,0
63.78008484,89.10962936338677,43,0.32,0
62.26333584,4.1452417433867765,42,0.32,0
,,31,2.56,1
,,35,0.64,0
,,40,0.64,1
80.11157515,60.589773594479766,50,0.32,0
31.1278453,71.48068540552026,46,0.32,0
76.71333395,73.49310300552025,50,0.32,0
48.19334116,22.31529308447973,40,0.64,0
18.86946994,69.51276299447971,52,0.32,0
67.49153847,9.95552880552026,41,0.32,0
20.30302695,31.08400679447976,37,0.64,0
34.73695994,12.261310435520263,44,0.32,1
70.52994938,24.52812329552026,38,0.32,#
11.45449317,70.23994600552027,40,0.32,#
57.55561741,81.90525309447975,40,0.32,#
59.1761679,68.44038519447975,43,0.32,0
60.01993968,46.49373589447976,39,0.32,0
63.78008484,89.10963269447973,45,0.32,0
62.26333584,4.145245074479732,42,0.32,0
,,31,2.56,1
,,35,0.64,0
,,40,0.32,1
80.11157515,60.58977679842371,50,0.32,0
31.1278453,71.48068220157631,46,0.32,0
76.71333395,73.4930998015763,50,0.32,0
48.19334116,22.31529628842368,40,0.64,0
18.86946994,69.51276619842366,52,0.32,0
67.49153847,9.955525601576312,41,0.32,0
20.30302695,31.08400999842371,37,0.64,0
34.73695994,12.261307231576318,44,0.32,1
18.22861019,26.46257797157632,38,0.32,#
70.52994938,24.528120091576312,40,0.32,#
11.45449317,70.23994280157632,40,0.32,#
57.55561741,81.9052562984237,43,0.32,0
59.1761679,68.44038839842369,39,0.32,0
60.01993968,46.4937390984237,43,0.32,0
63.78008484,89.10963589842368,42,0.32,0
62.26333584,4.145248278423679,35,40.96,0
,,30,2.56,1
,,35,0.64,0
,,40,0.64,1
80.11157515,60.58978175598048,50,0.32,0
31.1278453,71.48067724401955,46,0.32,0
76.71333395,73.49309484401954,50,0.32,0
48.19334116,22.31530124598045,40,0.64,0
18.86946994,69.51277115598043,52,0.32,0
67.49153847,9.955520644019543,41,0.32,0
20.30302695,31.08401495598048,37,0.64,0
34.73695994,12.261302274019547,44,0.32,1
18.22861019,26.462573014019547,38,0.32,#
70.52994938,24.528115134019544,40,0.32,#
11.45449317,70.23993784401955,40,0.32,#
57.55561742,81.90526125598046,43,0.32,0
59.17616791,68.44039335598046,39,0.32,0
60.01993968,46.49374405598047,43,0.64,0
63.78008484,89.10964085598044,42,0.32,0
62.26333584,4.145253235980448,35,40.96,0
,,30,2.56,1
,,35,0.64,0
,,40,0.32,1
80.11157515,60.58978505205539,50,0.32,0
31.1278453,71.48067394794464,46,0.32,0
76.71333395,73.49309154794463,50,0.32,0
48.19334116,22.31530454205536,40,0.32,0
18.86946994,69.51277445205534,52,0.32,0
67.49153847,9.955517347944635,41,0.32,0
20.30302695,31.084018252055387,37,0.64,0
34.73695994,12.26129897794464,44,0.32,1
18.22861019,26.46256971794464,38,0.32,#
70.52994938,24.528111837944635,40,0.32,#
11.45449317,70.23993454794464,40,0.32,#
57.55561742,81.90526455205537,43,0.32,0
59.17616791,68.44039665205537,39,0.32,0
60.01993968,46.49374735205538,43,0.32,0
63.78008484,89.10964415205535,42,0.32,0
62.26333584,4.145256532055356,35,20.48,0
,,30,2.56,1
,,35,0.64,0
,,40,0.32,1
80.11157515,60.589791089127175,50,0.32,0
31.1278453,71.48066791087285,46,0.32,0
76.71333395,73.49308551087285,50,0.32,0
48.19334116,22.315310579127143,40,0.32,0
18.86946994,69.51278048912712,52,0.32,0
67.49153847,9.95551131087285,41,0.32,0
20.30302695,31.08402428912717,37,0.32,0
34.73695994,12.261292940872856,44,0.32,1
18.22861019,26.46256368087285,38,0.32,#
70.52994938,24.52810580087285,40,0.32,#
11.45449318,70.23992851087286,40,0.32,#
57.55561742,81.90527058912716,43,0.32,0
59.17616791,68.44040268912715,39,0.32,0
60.01993968,46.49375338912717,43,0.32,0
63.78008484,89.10965018912714,41,0.32,0
62.26333584,4.145262569127141,36,20.48,0
,,30,1.28,1
,,34,0.64,0
,,40,0.32,1
80.11157515,60.58979527857946,50,0.32,0
31.1278453,71.48066372142057,46,0.32,0
76.71333395,73.49308132142056,50,0.32,0
48.19334116,22.315314768579427,40,0.64,0
18.86946994,69.51278467857941,52,0.32,0
67.49153848,9.955507121420569,41,0.32,0
20.30302695,31.08402847857945,37,0.64,0
34.73695995,12.261288751420572,44,0.32,1
18.22861019,26.46255949142057,38,0.32,#
70.52994938,24.528101611420567,40,0.32,#
11.45449318,70.23992432142057,40,0.32,#
57.55561742,81.90527477857944,43,0.32,0
59.17616791,68.44040687857944,40,0.32,0
60.01993968,46.49375757857945,44,0.32,0
63.78008484,89.10965437857942,41,0.32,0
62.26333584,4.1452667585794245,36,10.24,0
,,30,1.28,1
,,34,0.64,0
,,40,0.32,1
,,42,0.32,1
80.11157515,60.58979991055162,50,0.32,0
31.1278453,71.48065908944841,46,0.32,0
76.71333395,73.4930766894484,50,0.32,0
48.19334116,22.315319400551587,40,0.64,0
18.86946994,69.51278931055157,52,0.32,0
67.49153848,9.955502489448406,41,0.32,0
20.30302696,31.084033110551616,37,0.64,0
34.73695995,12.261284119448412,44,0.32,1
18.22861019,26.46255485944841,38,0.32,#
70.52994938,24.528096979448407,40,0.32,#
11.45449318,70.23991968944841,40,0.32,#
57.55561742,81.9052794105516,43,0.32,0
59.17616791,68.4404115105516,40,0.32,0
60.01993968,46.49376221055161,44,0.32,0
63.78008484,89.10965901055158,41,0.32,0
62.26333584,4.145271390551585,36,10.24,0
,,30,1.28,1
,,35,0.64,0
,,40,0.32,1
,,42,0.32,1
80.11157515,60.58980238161769,50,0.32,0
31.1278453,71.48065661838234,46,0.32,0
76.71333395,73.49307421838233,50,0.32,0
48.19334116,22.315321871617652,40,0.64,0
18.86946994,69.51279178161764,52,0.32,0
67.49153848,9.955500018382338,41,0.32,0
20.30302696,31.084035581617684,37,0.64,0
34.73695995,12.261281648382344,44,0.32,1
18.2286102,26.462552388382345,38,0.32,#
70.52994938,24.52809450838234,40,0.32,#
11.45449318,70.23991721838235,40,0.32,#
57.55561742,81.90528188161767,43,0.32,0
59.17616791,68.44041398161767,40,0.32,0
60.01993968,46.49376468161768,44,0.32,0
63.78008484,89.10966148161765,41,0.32,0
62.26333584,4.145273861617653,36,10.24,0
,,30,1.28,1
,,34,0.64,0
,,41,0.32,0
,,42,0.32,1
80.11157515,60.58980712906612,50,0.32,0
31.1278453,71.48065187093391,46,0.32,0
76.71333395,73.4930694709339,50,0.32,0
48.19334116,22.315326619066084,40,0.64,0
18.86946994,69.51279652906607,52,0.32,0
67.49153848,9.955495270933907,41,0.32,0
20.30302696,31.084040329066116,37,0.64,0
34.73695995,12.261276900933916,44,0.32,1
18.2286102,26.462547640933916,38,0.32,#
70.52994938,24.52808976093391,40,0.32,#
11.45449318,70.23991247093392,40,0.32,#
57.55561742,81.9052866290661,43,0.32,0
59.17616791,68.4404187290661,40,0.32,0
60.01993968,46.493769429066106,44,0.32,0
63.78008484,89.10966622906608,42,0.32,0
62.26333584,4.145278609066082,36,5.12,0
,,30,1.28,1
,,34,0.64,0
,,41,0.32,0
,,42,0.32,1
80.11157515,60.58981168287295,50,0.32,0
31.1278453,71.48064731712708,46,0.32,0
76.71333395,73.49306491712707,50,0.32,0
