elevation,diff_azimuth,Carrier-to-noise density ratio (cno) [dbHz],Estimated pseudorange measurement standard deviation (prStdev) [m],"NLOS (0 == no, 1 == yes, # == No Information)"
,,42,0.32,0
,,49,0.32,0
40.6442962,8.689022321723257,47,0.32,0
22.39254393,40.54692507827673,37,0.64,0
58.0242119,1.8132001617232727,34,1.28,1
30.71982419,2.1871825317232947,23,10.24,1
17.85761418,69.76694813172327,47,0.32,0
79.60668277,37.36044333172328,36,0.64,1
47.64281941,50.40002936827673,35,0.64,0
27.86997919,45.14477043172326,33,1.28,0
25.3968243,8.761680968276721,32,2.56,1
11.01904402,40.5662909317233,34,1.28,1
13.19326345,89.02251866827675,49,0.32,1
47.13883658,42.719615631723286,47,0.32,0
8.521866157,52.31725864827672,38,0.64,0
59.60932744,31.45019722827672,47,0.32,0
57.87755748,78.83230026827673,30,1.28,1
,,42,0.32,0
,,49,0.32,0
40.6442962,8.691440110305052,47,0.32,0
22.39254393,40.54450728969493,37,0.64,0
58.0242119,1.815617950305068,34,1.28,1
30.71982419,2.1896003203050896,23,10.24,1
17.85761418,69.76936592030506,47,0.32,0
79.60668277,37.36286112030507,36,0.64,1
47.64281941,50.39761157969494,35,0.64,0
27.86997919,45.147188220305054,33,1.28,0
25.3968243,8.759263179694926,32,2.56,1
11.01904402,40.5687087203051,34,1.28,1
13.19326345,89.02010087969495,49,0.32,1
47.13883658,42.72203342030508,47,0.32,0
8.521866157,52.314840859694925,38,0.32,0
59.60932744,31.447779439694926,47,0.32,0
57.87755748,78.82988247969493,29,1.28,1
,,42,0.32,0
,,49,0.32,0
40.6442962,8.692212438614717,47,0.32,0
22.39254393,40.54373496138527,37,0.64,0
58.0242119,1.8163902786147328,34,1.28,1
30.71982419,2.190372648614755,23,10.24,1
17.85761418,69.77013824861473,47,0.32,0
79.60668277,37.363633448614735,36,0.64,1
47.64281941,50.39683925138527,35,0.64,0
27.86997919,45.14796054861472,33,1.28,0
25.3968243,8.758490851385261,32,2.56,1
11.01904402,40.56948104861476,34,1.28,1
13.19326345,89.01932855138529,49,0.32,0
47.13883658,42.722805748614746,47,0.32,0
8.521866157,52.31406853138526,38,0.32,0
59.60932744,31.44700711138526,47,0.32,0
57.87755748,78.82911015138527,29,1.28,1
,,42,0.32,0
,,49,0.32,0
40.6442962,8.692505721535099,47,0.32,0
22.39254393,40.54344167846489,37,0.64,0
58.0242119,1.816683561535115,35,1.28,1
30.71982419,2.190665931535136,47,0.32,0
17.85761418,69.77043153153511,36,0.64,1
79.60668277,37.36392673153512,35,0.64,0
47.64281941,50.39654596846489,32,1.28,0
27.86997919,45.1482538315351,32,2.56,1
25.39682429,8.75819756846488,34,1.28,1
11.01904402,40.56977433153514,49,0.32,0
13.19326345,89.0190352684649,47,0.32,0
47.13883658,42.72309903153513,38,0.64,0
59.60932744,31.44671382846488,47,0.32,0
57.87755748,78.82881686846488,29,1.28,1
,,42,0.32,0
,,49,0.32,0
40.6442962,8.69203726493987,47,0.32,0
22.39254393,40.54391013506012,37,0.64,0
58.0242119,1.8162151049398856,35,1.28,1
30.71982419,2.190197474939908,46,0.32,0
17.85761418,69.76996307493988,36,0.64,1
79.60668277,37.36345827493989,35,0.64,0
47.64281941,50.39701442506012,32,1.28,0
27.86997919,45.14778537493987,32,2.56,1
25.39682429,8.758666025060108,34,1.28,1
11.01904402,40.56930587493992,49,0.32,0
13.19326345,89.01950372506013,47,0.32,0
47.13883658,42.7226305749399,39,0.64,0
59.60932744,31.44718228506011,47,0.32,0
57.87755748,78.82928532506011,29,1.28,1
,,42,0.32,0
,,49,0.32,0
40.6442962,8.689782310335431,47,0.32,0
22.39254393,40.54616508966456,37,0.64,0
58.0242119,1.813960150335447,36,1.28,1
30.71982419,2.1879425203354685,46,0.32,0
17.85761418,69.76770812033544,36,0.64,1
79.60668277,37.36120332033545,35,0.64,0
47.64281941,50.39926937966456,32,1.28,0
27.86997919,45.14553042033543,31,2.56,1
25.39682429,8.760920979664547,34,1.28,1
11.01904402,40.56705092033548,49,0.32,0
13.19326345,89.02175867966457,47,0.32,0
47.13883658,42.72037562033546,39,0.64,0
59.60932744,31.449437239664547,47,0.32,0
57.87755748,78.83154027966455,29,1.28,1
,,42,0.32,0
,,49,0.32,0
40.6442962,8.68913506987019,47,0.32,0
22.39254393,40.5468123301298,37,0.64,0
58.0242119,1.8133129098702057,36,0.64,1
30.71982419,2.187295279870227,46,0.32,0
17.85761418,69.7670608798702,36,0.64,1
79.60668277,37.36055607987021,35,0.64,0
47.64281941,50.3999166201298,31,1.28,0
27.86997919,45.14488317987019,31,2.56,1
25.39682429,8.761568220129789,34,1.28,1
11.01904402,40.56640367987024,49,0.32,0
13.19326345,89.02240592012981,48,0.32,0
47.13883658,42.71972837987022,39,0.32,0
59.60932744,31.45008448012979,47,0.32,0
57.87755748,78.83218752012979,29,1.28,1
,,42,0.32,0
,,49,0.32,0
40.6442962,8.692001052931175,48,0.32,0
22.39254393,40.54394634706881,37,0.64,0
58.0242119,1.816178892931191,36,0.64,1
30.71982419,2.1901612629312126,46,0.32,0
17.85761418,69.76992686293119,36,0.64,1
79.60668277,37.36342206293119,35,0.64,0
47.64281941,50.397050637068816,31,1.28,0
27.86997919,45.14774916293118,31,2.56,1
25.39682429,8.758702237068803,34,1.28,1
11.01904402,40.56926966293122,49,0.32,0
13.19326345,89.01953993706883,48,0.32,0
47.13883658,42.7225943629312,39,0.32,0
59.60932744,31.447218497068803,47,0.32,0
57.87755748,78.82932153706881,29,1.28,1
,,42,0.32,0
,,49,0.32,0
40.6442962,8.69161096842123,48,0.32,0
22.39254393,40.54433643157876,37,0.64,0
58.0242119,1.815788808421246,36,1.28,1
30.71982419,2.1897711784212675,46,0.32,0
17.85761418,69.76953677842124,36,0.64,1
79.60668277,37.36303197842125,35,0.64,0
47.64281941,50.39744072157876,31,1.28,0
27.86997919,45.14735907842123,31,2.56,1
25.39682429,8.759092321578748,34,1.28,1
11.01904402,40.56887957842128,49,0.32,0
13.19326345,89.01993002157877,48,0.32,0
47.13883658,42.72220427842126,39,0.32,0
59.60932744,31.44760858157875,46,0.32,0
57.87755748,78.82971162157875,30,0.64,1
,,42,0.32,0
,,49,0.32,0
40.6442962,8.69068229614794,48,0.32,0
22.39254393,40.545265103852046,38,0.64,0
58.0242119,1.8148601361479564,36,1.28,1
30.71982419,2.188842506147978,46,0.32,0
17.85761418,69.76860810614795,36,0.64,1
79.60668277,37.36210330614796,35,0.64,0
47.64281941,50.39836939385205,30,2.56,0
27.86997919,45.14643040614794,31,2.56,1
25.39682429,8.760020993852038,34,1.28,1
11.01904402,40.56795090614799,49,0.32,0
13.19326345,89.02085869385206,48,0.32,0
47.13883658,42.72127560614797,39,0.32,0
59.60932744,31.44853725385204,46,0.32,0
57.87755748,78.83064029385204,29,1.28,1
,,42,0.32,0
,,49,0.32,0
40.6442962,8.692648413457903,48,0.32,0
22.39254393,40.54329898654208,38,0.64,0
58.0242119,1.8168262534579185,36,0.64,1
30.71982419,2.19080862345794,46,0.32,0
17.85761418,69.77057422345791,36,0.64,1
79.60668277,37.36406942345792,35,0.64,0
47.64281941,50.39640327654209,30,2.56,0
27.86997919,45.14839652345791,31,2.56,1
25.39682429,8.758054876542076,34,1.28,1
11.01904402,40.56991702345795,49,0.32,0
13.19326345,89.0188925765421,48,0.32,0
47.13883658,42.72324172345793,39,0.32,0
59.60932744,31.44657113654208,46,0.32,0
57.87755748,78.82867417654208,30,1.28,1
,,42,0.32,0
,,49,0.32,0
40.6442962,8.694445173426573,48,0.32,0
22.39254393,40.54150222657341,38,0.64,0
58.0242119,1.8186230134265884,36,0.64,1
30.71982419,2.19260538342661,46,0.32,0
17.85761418,69.77237098342658,36,0.64,1
79.60668277,37.36586618342659,35,0.64,0
47.64281941,50.39460651657342,30,2.56,0
27.86997919,45.150193283426574,31,2.56,1
25.39682429,8.756258116573406,34,1.28,1
11.01904402,40.57171378342662,49,0.32,0
13.19326345,89.01709581657343,48,0.32,0
47.13883658,42.7250384834266,39,0.32,0
59.60932744,31.44477437657341,46,0.32,0
57.87755748,78.82687741657341,30,1.28,1
,,42,0.32,0
,,49,0.32,0
40.6442962,8.6948613830765,48,0.32,0
22.39254393,40.54108601692349,38,0.64,0
58.0242119,1.819039223076516,36,0.64,1
30.71982419,2.193021593076537,46,0.32,0
17.85761418,69.77278719307651,36,0.64,1
79.60668277,37.36628239307652,35,0.64,0
47.64281941,50.39419030692349,30,2.56,0
27.86997919,45.1506094930765,31,2.56,1
25.3968243,8.755841906923479,33,1.28,1
11.01904402,40.572129993076544,49,0.32,0
13.19326345,89.0166796069235,48,0.32,0
47.13883658,42.72545469307653,39,0.32,0
59.60932744,31.44435816692348,46,0.32,0
57.87755748,78.82646120692348,30,1.28,1
,,42,0.32,0
,,49,0.32,0
40.6442962,8.694919951615304,48,0.32,0
22.39254394,40.54102744838468,38,0.64,0
58.0242119,1.81909779161532,36,0.64,1
30.71982419,2.1930801616153417,46,0.32,0
17.85761418,69.77284576161532,36,0.64,1
79.60668277,37.36634096161532,34,1.28,0
47.64281941,50.39413173838469,29,2.56,0
27.86997919,45.150668061615306,30,2.56,1
25.3968243,8.755783338384674,34,1.28,1
11.01904402,40.57218856161535,49,0.32,0
13.19326345,89.0166210383847,48,0.32,0
47.13883659,42.72551326161533,39,0.32,0
59.60932744,31.444299598384674,46,0.32,0
57.87755748,78.82640263838468,30,1.28,1
,,41,0.32,0
,,49,0.32,0
40.6442962,8.694728075993169,48,0.32,0
22.39254394,40.54121932400682,38,0.64,0
58.0242119,1.8189059159931844,36,0.64,1
30.71982419,2.192888285993206,46,0.32,0
17.85761418,69.77265388599318,36,0.64,1
79.60668277,37.36614908599319,34,1.28,0
47.64281942,50.39432361400682,29,2.56,0
27.86997919,45.15047618599317,30,2.56,1
25.3968243,8.75597521400681,33,1.28,1
11.01904402,40.57199668599321,49,0.32,0
13.19326345,89.01681291400683,48,0.32,0
47.13883659,42.7253213859932,40,0.32,0
59.60932744,31.44449147400681,47,0.32,0
57.87755748,78.82659451400681,30,1.28,1
,,41,0.32,0
,,49,0.32,0
40.6442962,8.696651004363332,48,0.32,0
22.39254394,40.539296395636654,38,0.64,0
58.0242119,1.820828844363348,36,0.64,1
30.7198242,2.1948112143633693,46,0.32,0
17.85761418,69.77457681436334,36,0.64,1
79.60668277,37.36807201436335,34,1.28,0
47.64281942,50.39240068563666,29,2.56,0
27.86997919,45.15239911436333,30,2.56,1
25.3968243,8.754052285636647,34,1.28,1
11.01904403,40.573919614363376,49,0.32,0
13.19326345,89.01488998563667,47,0.32,0
47.13883659,42.72724431436336,40,0.32,0
59.60932744,31.442568545636647,47,0.32,0
57.87755748,78.82467158563665,30,1.28,1
,,41,0.32,0
,,49,0.32,0
40.6442962,8.696336849012198,48,0.32,0
22.39254394,40.53961055098779,38,0.64,0
58.0242119,1.8205146890122137,36,0.64,1
30.7198242,2.1944970590122352,46,0.32,0
17.85761418,69.77426265901221,36,0.64,1
79.60668278,37.367757859012215,34,1.28,0
47.64281942,50.39271484098779,29,2.56,0
27.86997919,45.1520849590122,29,2.56,1
25.3968243,8.75436644098778,34,1.28,1
11.01904403,40.57360545901224,49,0.32,0
13.19326345,89.0152041409878,47,0.32,0
47.13883659,42.72693015901223,40,0.32,0
59.60932744,31.44288270098778,47,0.32,0
57.87755748,78.82498574098778,30,1.28,1
,,41,0.32,0
,,49,0.32,0
40.64429621,8.695326212800808,48,0.32,0
22.39254394,40.54062118719918,38,0.64,0
58.0242119,1.8195040528008235,36,0.64,1
30.7198242,2.193486422800845,46,0.32,0
17.85761419,69.77325202280082,36,0.64,1
79.60668278,37.366747222800825,33,1.28,0
47.64281942,50.39372547719918,29,2.56,0
27.8699792,45.15107432280081,29,2.56,1
25.3968243,8.75537707719917,33,1.28,1
11.01904403,40.57259482280085,49,0.32,0
13.19326346,89.0162147771992,47,0.32,0
47.13883659,42.72591952280084,40,0.32,0
59.60932744,31.44389333719917,47,0.32,0
57.87755748,78.82599637719917,30,1.28,1
,,42,0.32,0
,,49,0.32,0
40.64429621,8.689086281375467,48,0.32,0
22.39254394,40.54686111862452,38,0.32,0
58.0242119,1.8132641213754823,37,0.64,0
30.7198242,2.187246491375504,45,0.32,0
17.85761419,69.76701209137548,36,0.64,1
79.60668278,37.36050729137549,34,0.64,0
47.64281942,50.39996540862453,28,2.56,0
27.8699792,45.14483439137547,29,2.56,1
25.3968243,8.761617008624512,33,1.28,1
11.01904403,40.56635489137551,48,0.32,1
13.19326346,89.02245470862454,47,0.32,0
47.13883659,42.719679591375495,40,0.32,0
59.60932744,31.450133268624512,47,0.32,0
57.87755749,78.83223630862452,30,1.28,1
,,42,0.32,0
,,49,0.32,0
40.64429621,8.687346762594416,48,0.32,0
22.39254395,40.54860063740557,38,0.32,0
58.02421191,1.811524602594432,37,0.64,0
30.7198242,2.185506972594453,44,0.32,0
17.85761419,69.76527257259443,36,0.64,1
79.60668278,37.35876777259443,34,1.28,0
47.64281942,50.401704927405575,29,1.28,0
27.8699792,45.14309487259442,28,2.56,1
25.39682431,8.763356527405563,33,1.28,1
11.01904403,40.56461537259446,47,0.32,1
13.19326346,89.02419422740559,47,0.32,0
47.13883659,42.717940072594445,40,0.32,0
59.60932745,31.451872787405563,46,0.32,0
57.87755749,78.83397582740557,30,1.28,1
,,42,0.32,0
,,49,0.32,0
40.64429621,8.683040657905337,47,0.32,0
22.39254395,40.55290674209465,35,0.64,0
58.02421191,1.8072184979053527,31,0.64,0
30.71982421,2.1812008679053747,44,0.32,0
17.85761419,69.76096646790535,36,0.64,1
79.60668278,37.35446166790536,37,0.64,0
47.64281942,50.40601103209465,29,1.28,0
27.8699792,45.13878876790534,28,2.56,1
25.39682431,8.767662632094641,33,1.28,1
11.01904404,40.56030926790538,46,0.32,1
13.19326346,89.02850033209467,49,0.32,0
47.1388366,42.713633967905366,40,0.32,0
59.60932745,31.45617889209464,44,0.32,0
57.87755749,78.83828193209465,30,1.28,1
,,39,0.32,0
,,49,0.32,0
40.64429621,8.685747298789636,47,0.32,0
22.39254395,40.55020010121035,32,0.64,0
58.02421191,1.809925138789652,25,1.28,1
30.71982421,2.183907508789673,45,0.32,0
17.85761419,69.76367310878965,34,0.64,1
79.60668278,37.35716830878965,38,0.64,0
47.64281943,50.40330439121036,30,1.28,0
27.8699792,45.14149540878964,32,2.56,1
25.39682431,8.764955991210343,33,1.28,1
11.01904404,40.56301590878968,46,0.32,1
13.19326346,89.02579369121037,49,0.32,0
47.1388366,42.71634060878967,39,0.32,0
59.60932745,31.453472251210343,46,0.32,0
57.87755749,78.83557529121035,30,1.28,1
,,40,0.32,0
,,49,0.32,0
40.64429621,8.688822986666821,46,0.32,0
22.39254395,40.547124413333165,35,0.64,0
58.02421191,1.813000826666837,31,1.28,1
30.71982421,2.1869831966668585,44,0.32,0
17.85761419,69.76674879666683,38,0.64,1
79.60668278,37.36024399666684,33,0.64,0
47.64281943,50.40022870333317,34,2.56,0
27.8699792,45.14457109666682,28,2.56,1
25.39682431,8.761880303333157,34,1.28,1
11.01904404,40.56609159666687,46,0.32,1
13.19326347,89.02271800333318,48,0.32,0
47.1388366,42.71941629666685,38,0.32,0
59.60932745,31.45039656333316,46,0.32,0
57.87755749,78.83249960333316,30,1.28,1
,,41,0.32,0
,,49,0.32,0
40.64429622,8.711383847467687,47,0.32,0
22.39254395,40.5245635525323,35,1.28,0
58.02421191,1.8355616874677023,35,2.56,1
30.71982421,2.209544057467724,46,0.32,0
17.8576142,69.7893096574677,39,0.64,1
79.60668278,37.3828048574677,33,1.28,0
47.64281943,50.377667842532304,38,1.28,0
27.86997921,45.16713195746769,35,2.56,1
25.39682431,8.739319442532292,36,1.28,1
11.01904404,40.58865245746773,43,0.32,1
13.19326347,89.00015714253232,47,0.32,0
47.1388366,42.74197715746772,41,0.32,0
59.60932745,31.42783570253229,46,0.32,0
57.87755749,78.8099387425323,31,1.28,1
,,41,0.64,0
,,50,0.32,0
40.64429622,8.737351123869132,48,0.32,0
22.39254395,40.49859627613085,33,1.28,0
58.02421191,1.861528963869148,34,2.56,1
30.71982421,2.235511333869169,30,40.96,1
17.8576142,69.81527693386914,46,0.32,0
79.60668278,37.40877213386915,37,0.64,1
47.64281943,50.35170056613086,34,2.56,0
27.86997921,45.193099233869134,33,1.28,0
25.39682431,8.713352166130846,35,2.56,1
11.01904404,40.614619733869176,29,1.28,1
13.19326347,88.97418986613087,44,0.32,1
47.1388366,42.76794443386916,47,0.32,0
8.521866177,52.268929846130845,44,0.32,0
59.60932745,31.401868426130847,47,0.32,0
57.87755749,78.78397146613085,31,1.28,1
,,42,0.64,0
,,50,0.32,0
40.64429622,8.746800622804699,48,0.32,0
22.39254395,40.48914677719529,33,1.28,0
58.02421191,1.8709784628047144,35,5.12,1
30.71982421,2.244960832804736,24,40.96,1
17.8576142,69.82472643280471,48,0.64,0
79.60668278,37.41822163280472,38,0.64,1
47.64281943,50.34225106719529,43,1.28,0
27.86997921,45.2025487328047,36,1.28,0
25.39682431,8.70390266719528,33,2.56,1
11.01904404,40.62406923280474,29,10.24,1
13.19326347,88.9647403671953,36,1.28,1
47.1388366,42.77739393280473,49,0.32,0
8.521866178,52.25948034719528,43,0.64,0
59.60932745,31.39241892719528,45,0.32,0
57.87755749,78.77452196719528,25,2.56,1
,,43,0.64,0
,,50,0.32,0
40.64429622,8.805465217637447,48,0.32,0
22.39254395,40.43048218236254,33,1.28,0
58.02421191,1.9296430576374632,34,5.12,1
30.71982421,2.303625427637485,24,40.96,1
17.8576142,69.88339102763746,49,0.32,0
79.60668278,37.476886227637465,33,1.28,1
47.64281943,50.28358647236254,43,1.28,0
27.86997921,45.26121332763745,38,1.28,0
25.39682432,8.645238072362531,36,10.24,1
11.01904404,40.68273382763749,34,5.12,1
13.19326347,88.90607577236256,47,2.56,1
47.1388366,42.83605852763748,48,0.32,0
8.521866178,52.20081575236253,43,0.64,0
59.60932745,31.33375433236253,44,0.32,0
57.87755749,78.71585737236254,26,2.56,1
,,45,0.64,0
,,48,0.32,0
40.64429622,8.881934688234196,48,0.32,0
22.39254395,40.35401271176579,33,1.28,0
58.02421191,2.006112528234212,35,5.12,0
30.71982421,2.3800948982342334,24,40.96,1
17.8576142,69.9598604982342,50,0.64,0
79.60668278,37.55335569823421,29,2.56,1
47.64281943,50.2071170017658,39,1.28,0
27.86997921,45.3376827982342,40,2.56,0
25.39682431,8.568768601765782,36,10.24,1
11.01904404,40.75920329823424,40,5.12,1
13.19326347,88.8296063017658,51,1.28,0
47.1388366,42.91252799823423,47,0.32,0
8.521866178,52.12434628176578,43,0.64,0
59.60932745,31.257284861765783,46,0.32,0
57.87755749,78.63938790176579,31,2.56,1
,,43,0.64,0
,,50,0.32,0
40.64429622,9.038952432969666,48,0.32,0
22.39254395,40.19699496703032,29,2.56,0
58.02421191,2.1631302729696813,37,5.12,0
30.71982421,2.537112642969703,30,40.96,1
17.8576142,70.11687824296968,41,0.64,0
79.60668278,37.71037344296968,33,1.28,1
47.64281943,50.050099257030325,40,1.28,0
27.86997921,45.49470054296967,37,2.56,0
25.39682431,8.411750857030313,31,10.24,1
11.01904404,40.91622104296971,37,5.12,1
13.19326347,88.67258855703034,51,1.28,0
47.1388366,43.069545742969694,47,0.32,0
8.521866177,51.96732853703031,40,1.28,0
59.60932745,31.100267117030317,46,0.64,0
57.87755749,78.48237015703032,32,5.12,1
,,41,0.64,0
,,50,0.32,0
40.64429622,9.329082041900676,49,0.32,0
22.39254395,39.90686535809931,29,10.24,0
58.02421191,2.453259881900692,39,10.24,1
30.71982421,2.8272422519007137,45,1.28,0
17.8576142,70.40700785190069,29,2.56,1
79.60668278,38.00050305190069,44,1.28,0
47.64281943,49.75996964809932,43,2.56,0
27.86997921,45.78483015190068,40,5.12,1
25.39682431,8.121621248099302,35,5.12,1
11.01904404,41.20635065190072,44,1.28,0
13.19326347,88.38245894809933,49,0.32,0
47.1388366,43.35967535190071,40,1.28,0
59.60932745,30.810137508099302,45,0.64,0
57.87755749,78.1922405480993,26,5.12,1
,,41,0.64,0
,,50,0.32,0
40.64429622,9.577028727684764,48,0.32,0
22.39254395,39.65891867231522,29,10.24,0
58.02421191,2.7012065676847783,30,10.24,1
30.71982421,3.0751889376848,49,1.28,0
17.8576142,70.65495453768477,29,2.56,1
79.60668278,38.24844973768478,41,1.28,0
47.64281943,49.51202296231523,46,2.56,0
27.8699792,46.03277683768477,28,5.12,1
25.39682431,7.873674562315216,35,5.12,1
11.01904404,41.45429733768481,47,1.28,0
13.19326347,88.13451226231524,48,0.64,0
47.1388366,43.60762203768479,38,1.28,0
59.60932745,30.562190822315216,45,0.64,0
57.87755749,77.94429386231522,26,5.12,1
,,42,1.28,0
,,49,0.32,0
40.64429621,9.929227914152024,48,0.32,0
22.39254395,39.30671948584797,28,20.48,1
58.02421191,3.0534057541520383,30,20.48,1
30.71982421,3.42738812415206,48,1.28,0
17.85761419,71.00715372415203,29,10.24,1
79.60668278,38.60064892415204,39,2.56,0
47.64281943,49.15982377584797,40,2.56,0
27.8699792,46.38497602415202,33,10.24,1
25.39682431,7.521475375847956,32,5.12,1
11.01904404,41.80649652415207,45,1.28,0
13.19326347,87.78231307584798,48,0.64,0
47.1388366,43.95982122415205,40,1.28,0
59.60932745,30.20999163584796,46,0.64,0
57.87755749,77.59209467584796,31,5.12,1
,,39,1.28,0
,,49,0.32,0
40.64429621,10.278079550868313,48,0.32,0
22.39254395,38.95786784913168,28,20.48,1
58.02421191,3.4022573908683285,34,10.24,1
30.71982421,3.77623976086835,45,1.28,0
17.85761419,71.35600536086832,33,10.24,1
79.60668278,38.94950056086833,34,5.12,0
47.64281943,48.81097213913168,42,2.56,0
27.8699792,46.73382766086832,42,10.24,1
25.39682431,7.172623739131666,35,5.12,1
11.01904404,42.15534816086836,48,1.28,0
13.19326346,87.43346143913169,49,0.64,0
47.1388366,44.30867286086834,37,1.28,0
59.60932745,29.861139999131662,46,0.64,0
57.87755749,77.24324303913167,25,5.12,1
,,42,1.28,0
,,48,0.32,0
40.64429621,10.670523846101048,47,0.64,0
22.39254395,38.56542355389894,33,20.48,1
58.02421191,3.794701686101064,29,10.24,1
30.71982421,4.168684056101085,47,1.28,0
17.85761419,71.74844965610106,36,5.12,1
79.60668278,39.341944856101065,26,10.24,0
47.64281942,48.41852784389894,42,5.12,0
27.8699792,47.12627195610105,33,10.24,1
25.39682431,6.7801794438989305,35,5.12,1
11.01904404,42.54779245610109,47,1.28,0
13.19326346,87.04101714389896,48,0.64,0
47.1388366,44.70111715610108,40,1.28,0
59.60932745,29.46869570389893,45,0.64,0
57.87755749,76.85079874389893,25,10.24,1
,,39,2.56,0
,,49,0.32,0
40.64429621,11.072546674561806,48,0.64,0
22.39254395,38.16340072543818,33,10.24,1
58.02421191,4.196724514561822,29,20.48,1
30.71982421,4.570706884561844,50,1.28,0
17.85761419,72.15047248456182,33,5.12,1
79.60668278,39.743967684561824,37,20.48,0
47.64281942,48.016505015438185,34,5.12,0
27.8699792,47.52829478456181,39,10.24,1
25.39682431,6.378156615438172,32,10.24,1
11.01904404,42.94981528456185,50,1.28,0
13.19326346,86.6389943154382,49,0.64,0
47.1388366,45.10313998456184,41,2.56,0
59.60932745,29.06667287543817,46,0.64,0
57.87755749,76.44877591543818,26,20.48,1
,,40,1.28,0
,,49,0.32,0
40.64429621,11.470792982040903,48,0.64,0
22.39254395,37.76515441795908,34,10.24,1
58.02421191,4.594970822040921,33,20.48,1
30.71982421,4.968953192040942,48,1.28,0
17.85761419,72.54871879204092,29,5.12,1
79.60668278,40.14221399204092,35,20.48,0
47.64281942,47.618258707959086,35,10.24,0
27.8699792,47.92654109204091,38,10.24,1
25.39682431,5.979910307959074,43,1.28,0
11.01904404,43.34806159204095,47,0.64,0
47.1388366,45.50138629204093,43,1.28,0
59.60932745,28.668426567959077,48,0.64,0
57.87755749,76.05052960795908,31,20.48,1
,,42,1.28,0
,,49,0.32,0
40.64429621,11.685871285092333,48,0.32,0
22.39254395,37.55007611490765,38,10.24,1
58.02421191,4.810049125092348,33,10.24,1
30.71982421,5.18403149509237,50,1.28,0
17.85761419,72.76379709509234,33,5.12,1
79.60668278,40.35729229509235,27,10.24,0
47.64281942,47.40318040490766,46,10.24,0
27.8699792,48.141619395092334,40,5.12,1
25.39682431,5.764832004907646,45,1.28,0
11.01904404,43.56313989509238,48,0.64,0
47.1388366,45.71646459509236,41,1.28,0
59.60932745,28.45334826490765,46,0.64,0
57.87755749,75.83545130490765,31,10.24,1
,,41,1.28,0
,,50,0.32,0
40.64429621,11.694582857873629,46,0.32,0
22.39254395,37.54136454212636,38,5.12,0
58.02421191,4.818760697873643,29,10.24,1
30.71982421,5.192743067873664,26,40.96,1
17.85761419,72.77250866787364,47,1.28,0
