elevation,diff_azimuth,Carrier-to-noise density ratio (cno) [dbHz],Estimated pseudorange measurement standard deviation (prStdev) [m],"NLOS (0 == no, 1 == yes, # == No Information)"
10.46948137,13.119520875985016,13,40.96,1
14.13824248,89.17727152598502,27,2.56,1
32.5601723,37.77880200598501,37,0.32,0
17.44029156,21.67502886401499,29,2.56,1
43.20670399,58.36153113598502,29,2.56,1
37.19111402,26.604901864015005,43,0.32,0
71.01987232,62.59871446401496,26,20.48,0
30.33537527,14.011670835985,43,0.32,0
,,26,5.12,1
,,20,40.96,1
8.397322038,46.69483245050969,46,0.32,0
7.222002326,5.829596449490282,37,0.64,0
18.7271688,56.53784865050972,19,20.48,1
67.69895888,9.430310749490276,25,5.12,0
39.40789309,21.801972950509708,35,0.64,1
60.86884959,39.26022614949029,38,0.64,0
42.24037259,1.1077461494903105,20,20.48,1
10.46948137,13.11951918949029,14,40.96,1
14.13824248,89.1772698394903,26,1.28,1
32.5601723,37.77880031949029,37,0.32,0
17.44029156,21.67503055050972,28,2.56,1
43.20670399,58.36152944949029,29,1.28,1
37.19111402,26.60490355050973,43,0.32,0
71.01987232,62.59871615050969,26,20.48,0
30.33537527,14.011669149490274,43,0.32,0
,,26,5.12,1
,,20,40.96,1
8.397322037,46.694833862279495,46,0.32,0
7.222002326,5.82959503772048,37,0.64,0
18.72716879,56.53785006227952,19,20.48,1
67.69895888,9.430309337720471,25,5.12,0
39.40789309,21.80197436227951,35,40.96,0
32.08241662,46.43901340772049,35,0.64,1
60.86884959,39.26022473772049,38,0.64,0
42.24037259,1.107744737720509,20,20.48,1
10.46948137,13.119517777720487,14,40.96,1
14.13824248,89.17726842772049,26,1.28,1
32.5601723,37.778798907720486,37,0.32,0
17.44029156,21.67503196227952,28,2.56,1
43.20670399,58.36152803772049,29,1.28,1
37.19111402,26.604904962279534,43,0.32,0
71.01987232,62.59871756227949,26,10.24,0
30.33537527,14.011667737720472,43,0.32,0
,,26,5.12,1
,,19,40.96,1
8.397322037,46.69483464768456,34,81.92,#
7.222002325,5.829594252315417,46,0.32,0
18.72716879,56.53785084768458,37,0.64,0
67.69895888,9.43030855231541,19,20.48,1
39.40789309,21.801975147684573,24,5.12,0
60.86884959,39.26022395231543,35,0.64,1
42.24037259,1.107743952315445,38,0.64,0
10.46948137,13.119516992315424,20,20.48,1
14.13824248,89.17726764231543,14,40.96,1
32.5601723,37.77879812231542,26,1.28,1
17.44029156,21.675032747684583,37,0.32,0
43.20670399,58.36152725231543,28,2.56,1
37.19111402,26.6049057476846,28,1.28,1
71.01987232,62.59871834768455,43,0.32,0
30.33537526,14.011666952315409,26,10.24,0
,,43,0.32,0
,,25,5.12,1
,,18,40.96,1
8.397322036,46.694835283429086,48,0.32,0
7.222002325,5.8295936165708895,39,0.64,0
18.72716879,56.53785148342911,19,20.48,1
67.69895887,9.430307916570882,24,10.24,0
39.40789309,21.8019757834291,35,0.64,1
60.86884959,39.2602233165709,38,0.64,0
42.24037259,1.107743316570918,20,20.48,1
10.46948137,13.119516356570898,15,40.96,1
14.13824248,89.1772670065709,25,2.56,1
32.56017229,37.778797486570895,39,0.64,0
17.44029156,21.67503338342911,27,2.56,1
43.20670399,58.3615266165709,29,1.28,1
37.19111402,26.604906383429125,45,0.32,0
71.01987232,62.59871898342908,26,5.12,0
30.33537526,14.01166631657088,45,0.32,0
,,25,5.12,1
,,18,40.96,1
8.397322036,46.69483535763402,48,0.32,0
7.222002325,5.829593542365956,39,0.64,0
18.72716879,56.53785155763404,18,20.48,1
67.69895887,9.430307842365949,23,10.24,0
39.40789309,21.801975857634037,36,0.64,1
60.86884959,39.26022324236597,37,0.64,0
42.24037259,1.1077432423659843,20,20.48,1
10.46948137,13.119516282365964,16,40.96,1
14.13824248,89.17726693236597,25,2.56,1
32.56017229,37.77879741236596,40,0.64,0
17.44029156,21.675033457634044,27,2.56,1
43.20670399,58.361526542365965,30,2.56,1
37.19111402,26.60490645763406,45,0.32,0
71.01987232,62.598719057634014,26,5.12,0
30.33537526,14.011666242365948,45,0.32,0
,,25,5.12,1
,,17,40.96,1
7.222002325,5.829592807403571,48,0.32,0
18.72716879,56.537852292596426,39,0.64,0
67.69895887,9.430307107403564,18,20.48,1
39.40789309,21.801976592596414,36,81.92,0
32.08241662,46.43901117740358,36,0.64,1
60.86884959,39.26022250740358,36,0.64,0
42.24037259,1.1077425074036,20,20.48,1
10.46948137,13.11951554740358,25,2.56,1
14.13824248,89.17726619740358,40,0.64,0
17.44029156,21.675034192596428,28,2.56,1
43.20670399,58.36152580740358,30,2.56,1
37.19111402,26.604907192596443,45,0.32,0
71.01987232,62.5987197925964,26,5.12,1
30.33537526,14.011665507403563,45,0.32,0
,,26,5.12,1
,,16,40.96,1
7.222002325,5.829592082446368,37,40.96,#
18.72716879,56.53785301755363,48,0.32,0
67.69895887,9.43030638244636,39,0.64,0
39.40789309,21.80197731755362,18,20.48,1
32.08241662,46.439010452446375,36,40.96,0
60.86884959,39.26022178244638,36,0.64,1
42.24037259,1.1077417824463964,36,0.64,0
10.46948137,13.119514822446376,20,20.48,1
14.13824248,89.17726547244638,25,2.56,1
17.44029156,21.67503491755363,40,0.64,0
43.20670399,58.36152508244638,27,2.56,1
37.19111402,26.604907917553646,30,2.56,1
71.01987232,62.5987205175536,45,0.32,0
30.33537526,14.01166478244636,26,5.12,1
,,45,0.32,0
,,26,5.12,1
,,16,40.96,1
7.222002325,5.829591806470717,37,40.96,#
18.72716879,56.53785329352928,48,0.32,0
67.69895887,9.43030610647071,39,0.64,0
39.40789309,21.801977593529276,18,20.48,1
32.08241662,46.43901017647072,36,40.96,0
60.86884959,39.26022150647073,36,0.64,1
42.24037259,1.1077415064707452,36,0.64,0
10.46948137,13.119514546470723,20,20.48,1
14.13824248,89.17726519647073,25,2.56,1
17.44029156,21.675035193529283,40,0.64,0
43.20670399,58.361524806470726,27,2.56,1
37.19111402,26.604908193529297,30,2.56,1
71.01987232,62.59872079352925,45,0.32,0
30.33537526,14.011664506470709,26,5.12,1
,,45,0.32,0
,,26,5.12,1
,,16,40.96,1
7.222002325,5.829590216692452,37,40.96,#
18.72716879,56.537854883307546,48,0.32,0
67.69895888,9.430304516692445,39,0.64,0
39.40789309,21.801979183307537,17,20.48,1
32.08241662,46.43900858669246,36,20.48,0
60.86884959,39.26021991669246,36,0.64,1
42.24037259,1.1077399166924806,36,0.64,0
10.46948137,13.11951295669246,20,20.48,1
14.13824248,89.17726360669246,25,5.12,1
17.44029156,21.675036783307547,39,0.64,0
43.20670399,58.36152321669246,27,2.56,1
37.19111402,26.60490978330756,30,2.56,1
71.01987232,62.59872238330752,45,0.32,0
30.33537526,14.011662916692444,26,5.12,1
,,45,0.32,0
,,26,5.12,1
,,16,40.96,1
7.222002326,5.82959067922269,37,20.48,#
18.72716879,56.53785442077731,47,0.32,0
67.69895888,9.430304979222685,38,0.64,0
39.40789309,21.8019787207773,17,20.48,1
32.08241662,46.4390090492227,36,20.48,0
60.86884959,39.2602203792227,36,0.64,1
42.24037259,1.1077403792227187,36,0.64,0
10.46948137,13.1195134192227,19,20.48,1
14.13824248,89.1772640692227,26,5.12,1
17.44029156,21.67503632077731,39,0.64,0
43.20670399,58.3615236792227,27,2.56,1
37.19111402,26.604909320777324,30,2.56,1
71.01987232,62.59872192077728,45,0.32,0
30.33537527,14.011663379222682,27,2.56,1
,,45,0.32,0
,,27,5.12,1
,,16,40.96,1
7.222002327,5.828537814149911,37,20.48,#
18.7271688,56.53890728585009,48,0.32,0
67.69895888,9.429252114149904,29,2.56,1
39.40789309,21.80303158585008,37,0.64,0
32.08241662,46.43795618414992,17,20.48,1
60.86884959,39.25916751414992,39,10.24,0
42.24037259,1.1066875141499397,35,0.64,1
10.46948137,13.11846055414992,36,0.64,0
14.13824248,89.17621120414992,19,20.48,1
17.44029156,21.67608918585009,25,5.12,1
43.20670399,58.36047081414992,35,0.64,0
37.19111402,26.605962185850103,27,2.56,1
71.01987232,62.59977478585006,30,2.56,1
30.33537527,14.010610514149905,45,0.32,0
,,27,5.12,1
,,47,0.32,0
,,28,2.56,1
,,17,40.96,1
7.222002327,5.825072052184453,39,20.48,#
18.7271688,56.542373047815545,49,0.32,0
67.69895888,9.425786352184446,29,20.48,1
39.40789309,21.806497347815537,35,1.28,0
32.08241662,46.43449042218446,34,10.24,0
60.8688496,39.255701752184464,35,0.64,1
42.24037259,1.1032217521844814,35,0.64,0
14.13824248,89.17274544218446,19,20.48,1
17.44029156,21.679554947815543,26,5.12,1
43.20670399,58.35700505218446,35,2.56,0
71.01987232,62.60324054781552,26,2.56,1
30.33537527,14.007144752184445,47,0.32,0
,,27,5.12,1
,,48,0.32,0
,,33,2.56,1
,,18,40.96,1
7.222002328,5.807025474685929,37,10.24,#
18.7271688,56.56041962531407,48,0.32,0
67.69895888,9.407739774685922,28,20.48,1
39.40789309,21.82454392531406,37,1.28,0
32.08241663,46.416443844685936,36,10.24,0
60.8688496,39.23765517468594,33,1.28,1
42.2403726,1.0851751746859577,35,0.64,0
14.13824249,89.15469886468594,18,20.48,1
17.44029156,21.69760152531407,26,5.12,1
43.20670399,58.33895847468594,38,2.56,0
71.01987232,62.62128712531404,27,2.56,1
30.33537527,13.98909817468592,46,0.32,0
,,27,5.12,1
,,44,0.32,0
,,32,2.56,1
,,19,40.96,1
7.222002329,5.786469771500435,35,10.24,#
18.7271688,56.58097532849956,46,0.32,0
67.69895888,9.387184071500428,28,20.48,1
39.40789309,21.845099628499558,41,1.28,0
32.08241663,46.39588814150044,16,40.96,1
60.8688496,39.21709947150045,34,10.24,0
42.2403726,1.064619471500464,36,1.28,1
14.13824249,89.13414316150045,36,0.64,0
17.44029157,21.718157228499564,18,20.48,1
43.20670399,58.318402771500445,25,5.12,1
37.19111402,26.64803022849958,36,2.56,0
71.01987232,62.641842828499534,27,2.56,1
30.33537527,13.968542471500427,45,0.32,0
,,27,5.12,1
,,46,0.32,0
,,35,2.56,1
,,19,40.96,1
7.222002331,5.761580187179845,34,10.24,#
18.7271688,56.60586491282015,46,0.32,0
67.69895888,9.362294487179838,28,20.48,1
39.40789309,21.869989212820144,39,1.28,0
32.08241663,46.37099855717985,15,40.96,1
60.8688496,39.19220988717986,41,5.12,0
42.2403726,1.039729887179874,36,1.28,1
14.13824249,89.10925357717986,36,0.64,0
17.44029157,21.743046812820157,18,20.48,1
43.206704,58.293513187179855,25,20.48,1
37.19111403,26.67291981282017,40,5.12,0
71.01987232,62.66673241282013,26,5.12,1
30.33537527,13.943652887179836,46,0.32,0
,,28,5.12,1
,,44,0.64,0
,,28,5.12,1
,,19,40.96,1
7.222002332,5.719503629930841,31,10.24,#
18.7271688,56.64794147006916,42,0.32,0
67.69895888,9.320217929930834,33,20.48,1
39.40789309,21.912065770069148,39,1.28,0
32.08241663,46.32892199993085,16,40.96,1
60.8688496,39.15013332993085,37,5.12,0
42.2403726,0.99765332993087,27,10.24,1
14.13824249,89.06717701993085,36,0.64,0
17.44029157,21.78512337006916,18,20.48,1
43.206704,58.25143662993085,24,20.48,1
37.19111403,26.714996370069173,37,10.24,0
71.01987232,62.70880897006913,46,0.32,0
,,28,5.12,0
,,46,0.64,0
,,28,5.12,1
,,19,40.96,1
7.222002334,5.67914999519536,31,10.24,#
18.7271688,56.68829510480464,46,0.32,0
67.69895888,9.279864295195352,31,20.48,1
39.40789309,21.95241940480463,34,2.56,0
32.08241663,46.28856836519537,16,40.96,1
60.8688496,39.10977969519537,33,5.12,0
42.2403726,0.9572996951953884,27,10.24,1
14.13824249,89.02682338519537,36,0.64,0
17.44029157,21.82547700480464,17,20.48,1
43.206704,58.21108299519537,23,20.48,1
37.19111403,26.75535000480465,36,10.24,0
71.01987232,62.74916260480461,45,0.32,0
,,27,5.12,0
,,43,1.28,0
,,28,10.24,1
,,19,40.96,1
7.222002335,5.638659954069965,23,10.24,#
