PRN, Elevation, Azimuth, Longitude, Latitude, Height
19,30.21269779,50.25038766,13.3736761,52.50459543,76.0277936
24,50.5901399,146.2110157,13.3736761,52.50459543,76.0277936
25,48.10127477,-92.66967502,13.3736761,52.50459543,76.0277936
29,14.49513366,-154.9250213,13.3736761,52.50459543,76.0277936
32,35.44660888,-69.24277773,13.3736761,52.50459543,76.0277936
41,18.59667841,-77.67322225,13.3736761,52.50459543,76.0277936
42,17.75144422,-21.09726094,13.3736761,52.50459543,76.0277936
50,76.74888003,48.80669175,13.3736761,52.50459543,76.0277936
59,41.15369655,42.68595786,13.3736761,52.50459543,76.0277936
60,58.05533458,138.0314656,13.3736761,52.50459543,76.0277936
61,17.52735203,-178.0321439,13.3736761,52.50459543,76.0277936
2,21.98251264,123.0244027,13.37368173,52.50460609,76.03483168
6,27.2886581,75.8464801,13.37368173,52.50460609,76.03483168
12,85.13398481,-23.08468573,13.37368173,52.50460609,76.03483168
14,32.53906047,-57.31176859,13.37368173,52.50460609,76.03483168
17,7.730746989,41.42286573,13.37368173,52.50460609,76.03483168
19,30.21269777,50.25038766,13.37368173,52.50460609,76.03483168
24,50.59013989,146.2110157,13.37368173,52.50460609,76.03483168
25,48.10127476,-92.66967502,13.37368173,52.50460609,76.03483168
29,14.49513365,-154.9250213,13.37368173,52.50460609,76.03483168
32,35.44660886,-69.24277773,13.37368173,52.50460609,76.03483168
41,18.59667839,-77.67322225,13.37368173,52.50460609,76.03483168
50,76.74888002,48.80669175,13.37368173,52.50460609,76.03483168
59,41.15369653,42.68595786,13.37368173,52.50460609,76.03483168
60,58.05533457,138.0314656,13.37368173,52.50460609,76.03483168
61,17.52735201,-178.0321439,13.37368173,52.50460609,76.03483168
2,21.98251262,123.0244027,13.37368752,52.50461678,76.04195613
6,27.28865809,75.8464801,13.37368752,52.50461678,76.04195613
12,85.13398481,-23.08468573,13.37368752,52.50461678,76.04195613
14,32.53906045,-57.31176859,13.37368752,52.50461678,76.04195613
17,7.730746973,41.42286573,13.37368752,52.50461678,76.04195613
19,30.21269776,50.25038766,13.37368752,52.50461678,76.04195613
24,50.59013988,146.2110157,13.37368752,52.50461678,76.04195613
25,48.10127475,-92.66967502,13.37368752,52.50461678,76.04195613
29,14.49513363,-154.9250213,13.37368752,52.50461678,76.04195613
32,35.44660885,-69.24277773,13.37368752,52.50461678,76.04195613
41,18.59667837,-77.67322225,13.37368752,52.50461678,76.04195613
42,17.75144419,-21.09726094,13.37368752,52.50461678,76.04195613
50,76.74888002,48.80669175,13.37368752,52.50461678,76.04195613
59,41.15369652,42.68595786,13.37368752,52.50461678,76.04195613
60,58.05533456,138.0314656,13.37368752,52.50461678,76.04195613
61,17.52735199,-178.0321439,13.37368752,52.50461678,76.04195613
2,21.98251261,123.0244027,13.37369346,52.50462761,76.04909477
6,27.28865807,75.8464801,13.37369346,52.50462761,76.04909477
12,85.1339848,-23.08468573,13.37369346,52.50462761,76.04909477
14,32.53906044,-57.31176859,13.37369346,52.50462761,76.04909477
17,7.730746957,41.42286573,13.37369346,52.50462761,76.04909477
19,30.21269774,50.25038766,13.37369346,52.50462761,76.04909477
24,50.59013986,146.2110157,13.37369346,52.50462761,76.04909477
25,48.10127473,-92.66967502,13.37369346,52.50462761,76.04909477
29,14.49513361,-154.9250213,13.37369346,52.50462761,76.04909477
32,35.44660883,-69.24277773,13.37369346,52.50462761,76.04909477
41,18.59667835,-77.67322225,13.37369346,52.50462761,76.04909477
42,17.75144417,-21.09726094,13.37369346,52.50462761,76.04909477
50,76.74888001,48.80669175,13.37369346,52.50462761,76.04909477
59,41.15369651,42.68595786,13.37369346,52.50462761,76.04909477
60,58.05533455,138.0314656,13.37369346,52.50462761,76.04909477
61,17.52735198,-178.0321439,13.37369346,52.50462761,76.04909477
2,21.98251259,123.0244027,13.37369951,52.5046388,76.05616268
6,27.28865805,75.8464801,13.37369951,52.5046388,76.05616268
12,85.1339848,-23.08468573,13.37369951,52.5046388,76.05616268
14,32.53906042,-57.31176859,13.37369951,52.5046388,76.05616268
17,7.730746941,41.42286573,13.37369951,52.5046388,76.05616268
19,30.21269773,50.25038766,13.37369951,52.5046388,76.05616268
24,50.59013985,146.2110157,13.37369951,52.5046388,76.05616268
25,48.10127472,-92.66967502,13.37369951,52.5046388,76.05616268
29,14.4951336,-154.9250213,13.37369951,52.5046388,76.05616268
32,35.44660882,-69.24277773,13.37369951,52.5046388,76.05616268
41,18.59667834,-77.67322225,13.37369951,52.5046388,76.05616268
42,17.75144416,-21.09726094,13.37369951,52.5046388,76.05616268
50,76.74888001,48.80669175,13.37369951,52.5046388,76.05616268
59,41.15369649,42.68595786,13.37369951,52.5046388,76.05616268
60,58.05533454,138.0314656,13.37369951,52.5046388,76.05616268
61,17.52735196,-178.0321439,13.37369951,52.5046388,76.05616268
2,21.98251257,123.0244027,13.37370881,52.50465549,76.06641891
6,27.28865803,75.8464801,13.37370881,52.50465549,76.06641891
12,85.1339848,-23.08468573,13.37370881,52.50465549,76.06641891
14,32.5390604,-57.31176859,13.37370881,52.50465549,76.06641891
19,30.2126977,50.25038766,13.37370881,52.50465549,76.06641891
24,50.59013983,146.2110157,13.37370881,52.50465549,76.06641891
25,48.1012747,-92.66967502,13.37370881,52.50465549,76.06641891
29,14.49513357,-154.9250213,13.37370881,52.50465549,76.06641891
32,35.4466088,-69.24277773,13.37370881,52.50465549,76.06641891
41,18.59667831,-77.67322225,13.37370881,52.50465549,76.06641891
42,17.75144413,-21.09726094,13.37370881,52.50465549,76.06641891
50,76.74888,48.80669175,13.37370881,52.50465549,76.06641891
59,41.15369647,42.68595786,13.37370881,52.50465549,76.06641891
60,58.05533453,138.0314656,13.37370881,52.50465549,76.06641891
61,17.52735194,-178.0321439,13.37370881,52.50465549,76.06641891
2,21.98251255,123.0244027,13.3737151,52.50466708,76.07287246
6,27.28865802,75.8464801,13.3737151,52.50466708,76.07287246
12,85.1339848,-23.08468573,13.3737151,52.50466708,76.07287246
14,32.53906039,-57.31176859,13.3737151,52.50466708,76.07287246
17,7.730746903,41.42286573,13.3737151,52.50466708,76.07287246
19,30.21269769,50.25038766,13.3737151,52.50466708,76.07287246
24,50.59013982,146.2110157,13.3737151,52.50466708,76.07287246
25,48.10127469,-92.66967502,13.3737151,52.50466708,76.07287246
29,14.49513356,-154.9250213,13.3737151,52.50466708,76.07287246
32,35.44660878,-69.24277773,13.3737151,52.50466708,76.07287246
41,18.5966783,-77.67322225,13.3737151,52.50466708,76.07287246
50,76.74888,48.80669175,13.3737151,52.50466708,76.07287246
59,41.15369646,42.68595786,13.3737151,52.50466708,76.07287246
60,58.05533452,138.0314656,13.3737151,52.50466708,76.07287246
61,17.52735192,-178.0321439,13.3737151,52.50466708,76.07287246
2,21.98251254,123.0244027,13.3737214,52.50467851,76.07889823
6,27.288658,75.8464801,13.3737214,52.50467851,76.07889823
12,85.1339848,-23.08468573,13.3737214,52.50467851,76.07889823
14,32.53906037,-57.31176859,13.3737214,52.50467851,76.07889823
17,7.730746889,41.42286573,13.3737214,52.50467851,76.07889823
19,30.21269768,50.25038766,13.3737214,52.50467851,76.07889823
24,50.59013981,146.2110157,13.3737214,52.50467851,76.07889823
25,48.10127468,-92.66967502,13.3737214,52.50467851,76.07889823
29,14.49513355,-154.9250213,13.3737214,52.50467851,76.07889823
32,35.44660877,-69.24277773,13.3737214,52.50467851,76.07889823
50,76.74887999,48.80669175,13.3737214,52.50467851,76.07889823
59,41.15369644,42.68595786,13.3737214,52.50467851,76.07889823
60,58.05533451,138.0314656,13.3737214,52.50467851,76.07889823
61,17.52735191,-178.0321439,13.3737214,52.50467851,76.07889823
2,21.98251253,123.0244027,13.37372773,52.50469006,76.08440301
6,27.28865799,75.8464801,13.37372773,52.50469006,76.08440301
12,85.13398479,-23.08468573,13.37372773,52.50469006,76.08440301
14,32.53906036,-57.31176859,13.37372773,52.50469006,76.08440301
19,30.21269766,50.25038766,13.37372773,52.50469006,76.08440301
24,50.5901398,146.2110157,13.37372773,52.50469006,76.08440301
25,48.10127467,-92.66967502,13.37372773,52.50469006,76.08440301
29,14.49513353,-154.9250213,13.37372773,52.50469006,76.08440301
32,35.44660876,-69.24277773,13.37372773,52.50469006,76.08440301
42,17.75144409,-21.09726094,13.37372773,52.50469006,76.08440301
50,76.74887999,48.80669175,13.37372773,52.50469006,76.08440301
59,41.15369643,42.68595786,13.37372773,52.50469006,76.08440301
60,58.0553345,138.0314656,13.37372773,52.50469006,76.08440301
61,17.52735189,-178.0321439,13.37372773,52.50469006,76.08440301
2,21.98251252,123.0244027,13.37373405,52.5047016,76.08931236
6,27.28865798,75.8464801,13.37373405,52.5047016,76.08931236
12,85.13398479,-23.08468573,13.37373405,52.5047016,76.08931236
14,32.53906035,-57.31176859,13.37373405,52.5047016,76.08931236
17,7.730746866,41.42286573,13.37373405,52.5047016,76.08931236
19,30.21269765,50.25038766,13.37373405,52.5047016,76.08931236
24,50.59013979,146.2110157,13.37373405,52.5047016,76.08931236
25,48.10127466,-92.66967502,13.37373405,52.5047016,76.08931236
29,14.49513352,-154.9250213,13.37373405,52.5047016,76.08931236
32,35.44660875,-69.24277773,13.37373405,52.5047016,76.08931236
42,17.75144408,-21.09726094,13.37373405,52.5047016,76.08931236
50,76.74887999,48.80669175,13.37373405,52.5047016,76.08931236
59,41.15369642,42.68595786,13.37373405,52.5047016,76.08931236
60,58.05533449,138.0314656,13.37373405,52.5047016,76.08931236
61,17.52735188,-178.0321439,13.37373405,52.5047016,76.08931236
2,21.98251251,123.0244027,13.37374034,52.50471319,76.09358343
6,27.28865797,75.8464801,13.37374034,52.50471319,76.09358343
12,85.13398479,-23.08468573,13.37374034,52.50471319,76.09358343
14,32.53906034,-57.31176859,13.37374034,52.50471319,76.09358343
17,7.730746856,41.42286573,13.37374034,52.50471319,76.09358343
19,30.21269764,50.25038766,13.37374034,52.50471319,76.09358343
24,50.59013979,146.2110157,13.37374034,52.50471319,76.09358343
25,48.10127465,-92.66967502,13.37374034,52.50471319,76.09358343
29,14.49513351,-154.9250213,13.37374034,52.50471319,76.09358343
32,35.44660874,-69.24277773,13.37374034,52.50471319,76.09358343
42,17.75144407,-21.09726094,13.37374034,52.50471319,76.09358343
50,76.74887998,48.80669175,13.37374034,52.50471319,76.09358343
59,41.15369641,42.68595786,13.37374034,52.50471319,76.09358343
60,58.05533448,138.0314656,13.37374034,52.50471319,76.09358343
61,17.52735187,-178.0321439,13.37374034,52.50471319,76.09358343
2,21.9825125,123.0244027,13.37374662,52.50472472,76.09721144
6,27.28865796,75.8464801,13.37374662,52.50472472,76.09721144
12,85.13398479,-23.08468573,13.37374662,52.50472472,76.09721144
14,32.53906034,-57.31176859,13.37374662,52.50472472,76.09721144
17,7.730746848,41.42286573,13.37374662,52.50472472,76.09721144
19,30.21269764,50.25038766,13.37374662,52.50472472,76.09721144
24,50.59013978,146.2110157,13.37374662,52.50472472,76.09721144
25,48.10127465,-92.66967502,13.37374662,52.50472472,76.09721144
29,14.4951335,-154.9250213,13.37374662,52.50472472,76.09721144
32,35.44660873,-69.24277773,13.37374662,52.50472472,76.09721144
42,17.75144406,-21.09726094,13.37374662,52.50472472,76.09721144
50,76.74887998,48.80669175,13.37374662,52.50472472,76.09721144
59,41.15369641,42.68595786,13.37374662,52.50472472,76.09721144
60,58.05533448,138.0314656,13.37374662,52.50472472,76.09721144
61,17.52735186,-178.0321439,13.37374662,52.50472472,76.09721144
2,21.98251249,123.0244027,13.37375287,52.50473612,76.10023393
6,27.28865796,75.8464801,13.37375287,52.50473612,76.10023393
12,85.13398479,-23.08468573,13.37375287,52.50473612,76.10023393
14,32.53906033,-57.31176859,13.37375287,52.50473612,76.10023393
17,7.730746841,41.42286573,13.37375287,52.50473612,76.10023393
19,30.21269763,50.25038766,13.37375287,52.50473612,76.10023393
24,50.59013978,146.2110157,13.37375287,52.50473612,76.10023393
25,48.10127464,-92.66967502,13.37375287,52.50473612,76.10023393
29,14.4951335,-154.9250213,13.37375287,52.50473612,76.10023393
32,35.44660873,-69.24277773,13.37375287,52.50473612,76.10023393
41,18.59667823,-77.67322225,13.37375287,52.50473612,76.10023393
50,76.74887998,48.80669175,13.37375287,52.50473612,76.10023393
59,41.1536964,42.68595786,13.37375287,52.50473612,76.10023393
60,58.05533447,138.0314656,13.37375287,52.50473612,76.10023393
61,17.52735185,-178.0321439,13.37375287,52.50473612,76.10023393
2,21.98251249,123.0244027,13.37375911,52.50474749,76.1027358
6,27.28865795,75.8464801,13.37375911,52.50474749,76.1027358
12,85.13398479,-23.08468573,13.37375911,52.50474749,76.1027358
14,32.53906032,-57.31176859,13.37375911,52.50474749,76.1027358
17,7.730746836,41.42286573,13.37375911,52.50474749,76.1027358
19,30.21269762,50.25038766,13.37375911,52.50474749,76.1027358
24,50.59013977,146.2110157,13.37375911,52.50474749,76.1027358
25,48.10127464,-92.66967502,13.37375911,52.50474749,76.1027358
29,14.49513349,-154.9250213,13.37375911,52.50474749,76.1027358
32,35.44660872,-69.24277773,13.37375911,52.50474749,76.1027358
41,18.59667823,-77.67322225,13.37375911,52.50474749,76.1027358
42,17.75144405,-21.09726094,13.37375911,52.50474749,76.1027358
50,76.74887998,48.80669175,13.37375911,52.50474749,76.1027358
59,41.15369639,42.68595786,13.37375911,52.50474749,76.1027358
60,58.05533447,138.0314656,13.37375911,52.50474749,76.1027358
61,17.52735185,-178.0321439,13.37375911,52.50474749,76.1027358
2,21.98251248,123.0244027,13.37376849,52.50476477,76.10582263
6,27.28865795,75.8464801,13.37376849,52.50476477,76.10582263
12,85.13398479,-23.08468573,13.37376849,52.50476477,76.10582263
14,32.53906032,-57.31176859,13.37376849,52.50476477,76.10582263
17,7.730746829,41.42286573,13.37376849,52.50476477,76.10582263
19,30.21269762,50.25038766,13.37376849,52.50476477,76.10582263
24,50.59013977,146.2110157,13.37376849,52.50476477,76.10582263
25,48.10127463,-92.66967502,13.37376849,52.50476477,76.10582263
29,14.49513348,-154.9250213,13.37376849,52.50476477,76.10582263
32,35.44660871,-69.24277773,13.37376849,52.50476477,76.10582263
41,18.59667822,-77.67322225,13.37376849,52.50476477,76.10582263
50,76.74887998,48.80669175,13.37376849,52.50476477,76.10582263
59,41.15369639,42.68595786,13.37376849,52.50476477,76.10582263
60,58.05533446,138.0314656,13.37376849,52.50476477,76.10582263
61,17.52735184,-178.0321439,13.37376849,52.50476477,76.10582263
2,21.98251247,123.0244027,13.3737779,52.50478197,76.10866102
6,27.28865794,75.8464801,13.3737779,52.50478197,76.10866102
12,85.13398479,-23.08468573,13.3737779,52.50478197,76.10866102
14,32.53906031,-57.31176859,13.3737779,52.50478197,76.10866102
17,7.730746822,41.42286573,13.3737779,52.50478197,76.10866102
19,30.21269761,50.25038766,13.3737779,52.50478197,76.10866102
24,50.59013976,146.2110157,13.3737779,52.50478197,76.10866102
25,48.10127463,-92.66967502,13.3737779,52.50478197,76.10866102
29,14.49513348,-154.9250213,13.3737779,52.50478197,76.10866102
32,35.44660871,-69.24277773,13.3737779,52.50478197,76.10866102
41,18.59667821,-77.67322225,13.3737779,52.50478197,76.10866102
50,76.74887997,48.80669175,13.3737779,52.50478197,76.10866102
59,41.15369638,42.68595786,13.3737779,52.50478197,76.10866102
60,58.05533446,138.0314656,13.3737779,52.50478197,76.10866102
61,17.52735183,-178.0321439,13.3737779,52.50478197,76.10866102
2,21.98251247,123.0244027,13.37378416,52.50479354,76.11069901
6,27.28865793,75.8464801,13.37378416,52.50479354,76.11069901
12,85.13398479,-23.08468573,13.37378416,52.50479354,76.11069901
14,32.53906031,-57.31176859,13.37378416,52.50479354,76.11069901
17,7.730746818,41.42286573,13.37378416,52.50479354,76.11069901
19,30.21269761,50.25038766,13.37378416,52.50479354,76.11069901
24,50.59013976,146.2110157,13.37378416,52.50479354,76.11069901
25,48.10127462,-92.66967502,13.37378416,52.50479354,76.11069901
29,14.49513347,-154.9250213,13.37378416,52.50479354,76.11069901
32,35.4466087,-69.24277773,13.37378416,52.50479354,76.11069901
41,18.59667821,-77.67322225,13.37378416,52.50479354,76.11069901
50,76.74887997,48.80669175,13.37378416,52.50479354,76.11069901
59,41.15369638,42.68595786,13.37378416,52.50479354,76.11069901
60,58.05533446,138.0314656,13.37378416,52.50479354,76.11069901
61,17.52735183,-178.0321439,13.37378416,52.50479354,76.11069901
2,21.98251246,123.0244027,13.37379043,52.50480514,76.11302876
6,27.28865793,75.8464801,13.37379043,52.50480514,76.11302876
12,85.13398479,-23.08468573,13.37379043,52.50480514,76.11302876
14,32.5390603,-57.31176859,13.37379043,52.50480514,76.11302876
17,7.730746812,41.42286573,13.37379043,52.50480514,76.11302876
19,30.2126976,50.25038766,13.37379043,52.50480514,76.11302876
24,50.59013975,146.2110157,13.37379043,52.50480514,76.11302876
25,48.10127462,-92.66967502,13.37379043,52.50480514,76.11302876
29,14.49513347,-154.9250213,13.37379043,52.50480514,76.11302876
32,35.4466087,-69.24277773,13.37379043,52.50480514,76.11302876
41,18.5966782,-77.67322225,13.37379043,52.50480514,76.11302876
42,17.75144402,-21.09726094,13.37379043,52.50480514,76.11302876
50,76.74887997,48.80669175,13.37379043,52.50480514,76.11302876
59,41.15369637,42.68595786,13.37379043,52.50480514,76.11302876
60,58.05533445,138.0314656,13.37379043,52.50480514,76.11302876
61,17.52735182,-178.0321439,13.37379043,52.50480514,76.11302876
2,21.98251246,123.0244027,13.37379674,52.50481675,76.11578839
6,27.28865792,75.8464801,13.37379674,52.50481675,76.11578839
12,85.13398479,-23.08468573,13.37379674,52.50481675,76.11578839
14,32.5390603,-57.31176859,13.37379674,52.50481675,76.11578839
17,7.730746806,41.42286573,13.37379674,52.50481675,76.11578839
19,30.2126976,50.25038766,13.37379674,52.50481675,76.11578839
24,50.59013975,146.2110157,13.37379674,52.50481675,76.11578839
25,48.10127461,-92.66967502,13.37379674,52.50481675,76.11578839
29,14.49513346,-154.9250213,13.37379674,52.50481675,76.11578839
32,35.44660869,-69.24277773,13.37379674,52.50481675,76.11578839
41,18.5966782,-77.67322225,13.37379674,52.50481675,76.11578839
42,17.75144401,-21.09726094,13.37379674,52.50481675,76.11578839
50,76.74887997,48.80669175,13.37379674,52.50481675,76.11578839
59,41.15369637,42.68595786,13.37379674,52.50481675,76.11578839
60,58.05533445,138.0314656,13.37379674,52.50481675,76.11578839
61,17.52735182,-178.0321439,13.37379674,52.50481675,76.11578839
2,21.98251245,123.0244027,13.37380618,52.50483423,76.12099282
6,27.28865791,75.8464801,13.37380618,52.50483423,76.12099282
12,85.13398479,-23.08468573,13.37380618,52.50483423,76.12099282
14,32.53906028,-57.31176859,13.37380618,52.50483423,76.12099282
17,7.730746794,41.42286573,13.37380618,52.50483423,76.12099282
19,30.21269758,50.25038766,13.37380618,52.50483423,76.12099282
24,50.59013974,146.2110157,13.37380618,52.50483423,76.12099282
25,48.1012746,-92.66967502,13.37380618,52.50483423,76.12099282
29,14.49513345,-154.9250213,13.37380618,52.50483423,76.12099282
32,35.44660868,-69.24277773,13.37380618,52.50483423,76.12099282
41,18.59667818,-77.67322225,13.37380618,52.50483423,76.12099282
42,17.751444,-21.09726094,13.37380618,52.50483423,76.12099282
50,76.74887996,48.80669175,13.37380618,52.50483423,76.12099282
59,41.15369636,42.68595786,13.37380618,52.50483423,76.12099282
60,58.05533444,138.0314656,13.37380618,52.50483423,76.12099282
61,17.5273518,-178.0321439,13.37380618,52.50483423,76.12099282
2,21.98251244,123.0244027,13.37381248,52.50484603,76.12531419
6,27.2886579,75.8464801,13.37381248,52.50484603,76.12531419
12,85.13398479,-23.08468573,13.37381248,52.50484603,76.12531419
14,32.53906028,-57.31176859,13.37381248,52.50484603,76.12531419
17,7.730746785,41.42286573,13.37381248,52.50484603,76.12531419
19,30.21269757,50.25038766,13.37381248,52.50484603,76.12531419
24,50.59013973,146.2110157,13.37381248,52.50484603,76.12531419
25,48.1012746,-92.66967502,13.37381248,52.50484603,76.12531419
29,14.49513344,-154.9250213,13.37381248,52.50484603,76.12531419
32,35.44660867,-69.24277773,13.37381248,52.50484603,76.12531419
41,18.59667817,-77.67322225,13.37381248,52.50484603,76.12531419
42,17.75144399,-21.09726094,13.37381248,52.50484603,76.12531419
50,76.74887996,48.80669175,13.37381248,52.50484603,76.12531419
59,41.15369635,42.68595786,13.37381248,52.50484603,76.12531419
60,58.05533444,138.0314656,13.37381248,52.50484603,76.12531419
61,17.52735179,-178.0321439,13.37381248,52.50484603,76.12531419
2,21.98251243,123.0244027,13.37381879,52.50485754,76.13039833
6,27.28865789,75.8464801,13.37381879,52.50485754,76.13039833
12,85.13398478,-23.08468573,13.37381879,52.50485754,76.13039833
14,32.53906027,-57.31176859,13.37381879,52.50485754,76.13039833
17,7.730746773,41.42286573,13.37381879,52.50485754,76.13039833
19,30.21269756,50.25038766,13.37381879,52.50485754,76.13039833
24,50.59013972,146.2110157,13.37381879,52.50485754,76.13039833
25,48.10127459,-92.66967502,13.37381879,52.50485754,76.13039833
29,14.49513343,-154.9250213,13.37381879,52.50485754,76.13039833
32,35.44660866,-69.24277773,13.37381879,52.50485754,76.13039833
41,18.59667816,-77.67322225,13.37381879,52.50485754,76.13039833
50,76.74887996,48.80669175,13.37381879,52.50485754,76.13039833
59,41.15369634,42.68595786,13.37381879,52.50485754,76.13039833
60,58.05533443,138.0314656,13.37381879,52.50485754,76.13039833
61,17.52735178,-178.0321439,13.37381879,52.50485754,76.13039833
2,21.98251241,123.0244027,13.37382511,52.50486917,76.13627511
6,27.28865788,75.8464801,13.37382511,52.50486917,76.13627511
12,85.13398478,-23.08468573,13.37382511,52.50486917,76.13627511
14,32.53906025,-57.31176859,13.37382511,52.50486917,76.13627511
17,7.73074676,41.42286573,13.37382511,52.50486917,76.13627511
19,30.21269755,50.25038766,13.37382511,52.50486917,76.13627511
24,50.59013971,146.2110157,13.37382511,52.50486917,76.13627511
25,48.10127458,-92.66967502,13.37382511,52.50486917,76.13627511
29,14.49513341,-154.9250213,13.37382511,52.50486917,76.13627511
32,35.44660865,-69.24277773,13.37382511,52.50486917,76.13627511
41,18.59667815,-77.67322225,13.37382511,52.50486917,76.13627511
42,17.75144397,-21.09726094,13.37382511,52.50486917,76.13627511
50,76.74887995,48.80669175,13.37382511,52.50486917,76.13627511
59,41.15369633,42.68595786,13.37382511,52.50486917,76.13627511
60,58.05533442,138.0314656,13.37382511,52.50486917,76.13627511
61,17.52735177,-178.0321439,13.37382511,52.50486917,76.13627511
2,21.9825124,123.0244027,13.3738314,52.50488076,76.14293985
6,27.28865786,75.8464801,13.3738314,52.50488076,76.14293985
12,85.13398478,-23.08468573,13.3738314,52.50488076,76.14293985
14,32.53906024,-57.31176859,13.3738314,52.50488076,76.14293985
17,7.730746745,41.42286573,13.3738314,52.50488076,76.14293985
19,30.21269754,50.25038766,13.3738314,52.50488076,76.14293985
24,50.5901397,146.2110157,13.3738314,52.50488076,76.14293985
25,48.10127456,-92.66967502,13.3738314,52.50488076,76.14293985
29,14.4951334,-154.9250213,13.3738314,52.50488076,76.14293985
32,35.44660864,-69.24277773,13.3738314,52.50488076,76.14293985
41,18.59667813,-77.67322225,13.3738314,52.50488076,76.14293985
42,17.75144395,-21.09726094,13.3738314,52.50488076,76.14293985
50,76.74887995,48.80669175,13.3738314,52.50488076,76.14293985
59,41.15369631,42.68595786,13.3738314,52.50488076,76.14293985
60,58.05533441,138.0314656,13.3738314,52.50488076,76.14293985
61,17.52735175,-178.0321439,13.3738314,52.50488076,76.14293985
2,21.98251237,123.0244027,13.37384077,52.50489769,76.15433726
6,27.28865784,75.8464801,13.37384077,52.50489769,76.15433726
12,85.13398478,-23.08468573,13.37384077,52.50489769,76.15433726
14,32.53906021,-57.31176859,13.37384077,52.50489769,76.15433726
17,7.730746719,41.42286573,13.37384077,52.50489769,76.15433726
19,30.21269751,50.25038766,13.37384077,52.50489769,76.15433726
24,50.59013968,146.2110157,13.37384077,52.50489769,76.15433726
25,48.10127454,-92.66967502,13.37384077,52.50489769,76.15433726
29,14.49513337,-154.9250213,13.37384077,52.50489769,76.15433726
32,35.44660861,-69.24277773,13.37384077,52.50489769,76.15433726
41,18.5966781,-77.67322225,13.37384077,52.50489769,76.15433726
42,17.75144392,-21.09726094,13.37384077,52.50489769,76.15433726
