GPSWeek [weeks];GPSSecondsOfWeek [s];Yaw-Rate [rad/s]
1913;314671.829999924;0.00139626340159546
1913;314671.849999905;0.000523598775598299
1913;314671.869999886;0.00191986217719376
1913;314671.889999866;0.000698131700797732
1913;314671.909999847;0.00191986217719376
1913;314671.930000067;0.00191986217719376
1913;314671.950000048;0.00174532925199433
1913;314671.970000029;0.00261799387799149
1913;314671.99000001;0.00139626340159546
1913;314672.00999999;0.000872664625997165
1913;314672.029999971;0.0010471975511966
1913;314672.049999952;0.00296705972839036
1913;314672.069999933;0.0015707963267949
1913;314672.089999914;0.00174532925199433
1913;314672.109999895;0.0020943951023932
1913;314672.129999876;0.00191986217719376
1913;314672.149999857;0.00261799387799149
1913;314672.169999838;0.00279252680319093
1913;314672.190000057;0.00244346095279206
1913;314672.210000038;0.00261799387799149
1913;314672.230000019;0.00279252680319093
1913;314672.25;0.0010471975511966
1913;314672.269999981;0.0020943951023932
1913;314672.289999962;0.000698131700797732
1913;314672.309999943;0.0015707963267949
1913;314672.329999924;0.00122173047639603
1913;314672.349999905;0.00174532925199433
1913;314672.369999886;0.00139626340159546
1913;314672.389999866;0.0020943951023932
1913;314672.409999847;0.00279252680319093
1913;314672.430000067;0.00139626340159546
1913;314672.450000048;0.00349065850398866
1913;314672.470000029;0.000698131700797732
1913;314672.49000001;0.00139626340159546
1913;314672.50999999;0.00139626340159546
1913;314672.529999971;0.000349065850398866
1913;314672.549999952;0.00174532925199433
1913;314672.569999933;0.0020943951023932
1913;314672.589999914;0.00261799387799149
1913;314672.609999895;0.00174532925199433
1913;314672.629999876;0.00261799387799149
1913;314672.649999857;0.0020943951023932
1913;314672.669999838;0.00279252680319093
1913;314672.690000057;0.0020943951023932
1913;314672.710000038;0.00139626340159546
1913;314672.730000019;0.00174532925199433
1913;314672.75;0.00279252680319093
1913;314672.769999981;0.0015707963267949
1913;314672.789999962;0.00244346095279206
1913;314672.809999943;0.00279252680319093
1913;314672.829999924;0.0010471975511966
1913;314672.849999905;0.0015707963267949
1913;314672.869999886;0.000872664625997165
1913;314672.889999866;0.0020943951023932
1913;314672.909999847;0.00139626340159546
1913;314672.930999994;0.0015707963267949
1913;314672.950999975;0.00244346095279206
1913;314672.970999956;0.000872664625997165
1913;314672.990999937;0.00174532925199433
1913;314673.010999918;0.000349065850398866
1913;314673.030999899;0.000523598775598299
1913;314673.05099988;0
1913;314673.070999861;0.00139626340159546
1913;314673.090999842;0.00139626340159546
1913;314673.111000061;0.00226892802759263
1913;314673.131000042;0.0020943951023932
1913;314673.151000023;0.00139626340159546
1913;314673.171000004;0.00261799387799149
1913;314673.190999985;0.000698131700797732
1913;314673.210999966;0.0020943951023932
1913;314673.230999947;0.0010471975511966
1913;314673.250999928;0.00122173047639603
1913;314673.270999908;0.00279252680319093
1913;314673.290999889;0.00191986217719376
1913;314673.31099987;0.0020943951023932
1913;314673.330999851;0.00139626340159546
1913;314673.350999832;0.0020943951023932
1913;314673.371000052;0.000698131700797732
1913;314673.391000032;0.00174532925199433
1913;314673.411000013;0.000872664625997165
1913;314673.430999994;0.00122173047639603
1913;314673.450999975;0.00139626340159546
1913;314673.470999956;0.00139626340159546
1913;314673.490999937;0.00191986217719376
1913;314673.510999918;0.0015707963267949
1913;314673.530999899;0.00122173047639603
1913;314673.55099988;0.00139626340159546
1913;314673.570999861;0.00244346095279206
1913;314673.590999842;0.00174532925199433
1913;314673.611000061;0.00139626340159546
1913;314673.631000042;0.00226892802759263
1913;314673.651000023;0.00226892802759263
1913;314673.671000004;0.00279252680319093
1913;314673.690999985;0.00279252680319093
1913;314673.710999966;0.00279252680319093
1913;314673.730999947;0.00174532925199433
1913;314673.750999928;0.00261799387799149
1913;314673.770999908;0.00244346095279206
1913;314673.790999889;0.00261799387799149
1913;314673.81099987;0.00139626340159546
1913;314673.830999851;0.00261799387799149
1913;314673.850999832;0.00139626340159546
1913;314673.871000052;0.00279252680319093
1913;314673.891000032;0.00279252680319093
1913;314673.911000013;0.0010471975511966
1913;314673.930999994;0.0020943951023932
1913;314673.950999975;0.000698131700797732
1913;314673.970999956;0.00174532925199433
1913;314673.990999937;0.000698131700797732
1913;314674.010999918;0.00139626340159546
1913;314674.030999899;0.000698131700797732
1913;314674.05099988;0.00122173047639603
1913;314674.070999861;0.0015707963267949
1913;314674.090999842;0.00279252680319093
1913;314674.111000061;0.00279252680319093
1913;314674.131000042;0.0020943951023932
1913;314674.151000023;0.00261799387799149
1913;314674.171000004;0.00244346095279206
1913;314674.190999985;0.0020943951023932
1913;314674.210999966;0.0010471975511966
1913;314674.230999947;0.00226892802759263
1913;314674.250999928;0.00261799387799149
1913;314674.270999908;0.000698131700797732
1913;314674.290999889;0.0015707963267949
1913;314674.31099987;0.0010471975511966
1913;314674.330999851;0.00261799387799149
1913;314674.350999832;0.00191986217719376
1913;314674.371000052;0.00174532925199433
1913;314674.391000032;0.00174532925199433
1913;314674.411000013;0.00122173047639603
1913;314674.430999994;0.000872664625997165
1913;314674.450999975;0.00174532925199433
1913;314674.470999956;0.0020943951023932
1913;314674.490999937;0.000349065850398866
1913;314674.510999918;0.00244346095279206
1913;314674.530999899;0.00279252680319093
1913;314674.55099988;0.00261799387799149
1913;314674.570999861;0.00122173047639603
1913;314674.590999842;0.0015707963267949
1913;314674.611000061;0.00261799387799149
1913;314674.631000042;0.00174532925199433
1913;314674.651000023;0.0020943951023932
1913;314674.671000004;0.000872664625997165
1913;314674.690999985;0.00244346095279206
1913;314674.710999966;0.0015707963267949
1913;314674.730999947;0.00261799387799149
1913;314674.750999928;0.00122173047639603
1913;314674.770999908;0.00174532925199433
1913;314674.790999889;0.00261799387799149
1913;314674.81099987;0.0020943951023932
1913;314674.830999851;0.00226892802759263
1913;314674.850999832;0.00191986217719376
1913;314674.871000052;0.00261799387799149
1913;314674.891000032;0.00191986217719376
1913;314674.911000013;0.00279252680319093
1913;314674.930999994;0.00261799387799149
1913;314674.950999975;0.00174532925199433
1913;314674.970999956;0.00191986217719376
1913;314674.990999937;0.00244346095279206
1913;314675.010999918;0.00191986217719376
1913;314675.030999899;0.00261799387799149
1913;314675.05099988;0.00279252680319093
1913;314675.070999861;0.00139626340159546
1913;314675.090999842;0.00174532925199433
1913;314675.111000061;0.0015707963267949
1913;314675.131000042;0.00244346095279206
1913;314675.151000023;0.0020943951023932
1913;314675.171000004;0.0010471975511966
1913;314675.190999985;0.00122173047639603
1913;314675.210999966;0.00226892802759263
1913;314675.230999947;0.00226892802759263
1913;314675.250999928;0.000523598775598299
1913;314675.270999908;0.00226892802759263
1913;314675.290999889;0.0015707963267949
1913;314675.31099987;0.00174532925199433
1913;314675.330999851;0.00261799387799149
1913;314675.350999832;0.00244346095279206
1913;314675.371000052;0.00139626340159546
1913;314675.391000032;0.00122173047639603
1913;314675.411000013;0.00261799387799149
1913;314675.430999994;0.0020943951023932
1913;314675.450999975;0.00244346095279206
1913;314675.470999956;0.0020943951023932
1913;314675.490999937;0.00279252680319093
1913;314675.510999918;0.00139626340159546
1913;314675.530999899;0.0020943951023932
1913;314675.55099988;0.00244346095279206
1913;314675.570999861;0.00122173047639603
1913;314675.590999842;0.00226892802759263
1913;314675.611000061;0.0020943951023932
1913;314675.631000042;0.00226892802759263
1913;314675.651000023;0.00244346095279206
1913;314675.671000004;0.00279252680319093
1913;314675.690999985;0.00139626340159546
1913;314675.710999966;0.00139626340159546
1913;314675.730999947;0.00174532925199433
1913;314675.750999928;0.00174532925199433
1913;314675.770999908;0.0020943951023932
1913;314675.790999889;0.0020943951023932
1913;314675.81099987;0.00174532925199433
1913;314675.830999851;0.0015707963267949
1913;314675.850999832;0.00226892802759263
1913;314675.871000052;0.0020943951023932
1913;314675.891000032;0.00279252680319093
1913;314675.911000013;0.00261799387799149
1913;314675.930999994;0.00139626340159546
1913;314675.950999975;0.0015707963267949
1913;314675.970999956;0.0010471975511966
1913;314675.990999937;0.00191986217719376
1913;314676.010999918;0.000698131700797732
1913;314676.030999899;0.00174532925199433
1913;314676.05099988;0.000698131700797732
1913;314676.070999861;0.00226892802759263
1913;314676.090999842;0.0010471975511966
1913;314676.111000061;0.0015707963267949
1913;314676.131000042;0.0020943951023932
1913;314676.151000023;0.00226892802759263
1913;314676.171000004;0.00261799387799149
1913;314676.190999985;0.0020943951023932
1913;314676.210999966;0.00279252680319093
1913;314676.230999947;0.0010471975511966
1913;314676.250999928;0.0020943951023932
1913;314676.270999908;0.00122173047639603
1913;314676.290999889;0.0020943951023932
1913;314676.31099987;0.00279252680319093
1913;314676.330999851;0.00174532925199433
1913;314676.350999832;0.0020943951023932
1913;314676.371000052;0.00122173047639603
1913;314676.391000032;0.00174532925199433
1913;314676.411000013;0.000523598775598299
1913;314676.430999994;0.0020943951023932
1913;314676.450999975;0.000349065850398866
1913;314676.470999956;0.000872664625997165
1913;314676.490999937;0.000174532925199433
1913;314676.510999918;0.00226892802759263
1913;314676.530999899;0.00226892802759263
1913;314676.55099988;0.00191986217719376
1913;314676.570999861;0.00279252680319093
1913;314676.590999842;0.00139626340159546
1913;314676.611000061;0.00226892802759263
1913;314676.631000042;0.0010471975511966
1913;314676.651000023;0.00226892802759263
1913;314676.671000004;0.00279252680319093
1913;314676.690999985;0.0015707963267949
1913;314676.710999966;0.00226892802759263
1913;314676.730999947;0.00174532925199433
1913;314676.750999928;0.00226892802759263
1913;314676.770999908;0.00279252680319093
1913;314676.790999889;0.00296705972839036
1913;314676.81099987;0
1913;314676.830999851;0.0020943951023932
1913;314676.850999832;0.00139626340159546
1913;314676.871000052;0.00191986217719376
1913;314676.891000032;0.00226892802759263
1913;314676.911000013;0.000872664625997165
1913;314676.930999994;0.00244346095279206
1913;314676.950999975;0.00279252680319093
1913;314676.970999956;0.00244346095279206
1913;314676.990999937;0.0010471975511966
1913;314677.010999918;0.00174532925199433
1913;314677.030999899;0.000872664625997165
1913;314677.05099988;0.000523598775598299
1913;314677.070999861;0.0015707963267949
1913;314677.090999842;0.00122173047639603
1913;314677.111000061;0.00226892802759263
1913;314677.131000042;0.00191986217719376
1913;314677.151000023;0.00226892802759263
1913;314677.171000004;0.000872664625997165
1913;314677.190999985;0.00244346095279206
1913;314677.210999966;0.00139626340159546
1913;314677.230999947;0.0015707963267949
1913;314677.250999928;0.00174532925199433
1913;314677.270999908;0.0020943951023932
1913;314677.290999889;0.00244346095279206
1913;314677.31099987;0.00191986217719376
1913;314677.330999851;0.00174532925199433
1913;314677.350999832;0.000174532925199433
1913;314677.371000052;0.00174532925199433
1913;314677.391000032;0.00191986217719376
1913;314677.411000013;0.00244346095279206
1913;314677.430999994;0.000698131700797732
1913;314677.450999975;0.00191986217719376
1913;314677.470999956;0.00244346095279206
1913;314677.490999937;0.00174532925199433
1913;314677.510999918;0.0015707963267949
1913;314677.530999899;0.000349065850398866
1913;314677.55099988;0.00122173047639603
1913;314677.570999861;0.0020943951023932
1913;314677.590999842;0.00279252680319093
1913;314677.611000061;0.00279252680319093
1913;314677.631000042;0.00226892802759263
1913;314677.651000023;0.0020943951023932
1913;314677.671000004;0.00139626340159546
1913;314677.690999985;0.00226892802759263
1913;314677.710999966;0.0020943951023932
1913;314677.730999947;0.00261799387799149
1913;314677.750999928;0.000698131700797732
1913;314677.770999908;0.00191986217719376
1913;314677.790999889;0.000872664625997165
1913;314677.81099987;0.00139626340159546
1913;314677.830999851;0.00191986217719376
1913;314677.850999832;0.00122173047639603
1913;314677.871000052;0.0020943951023932
1913;314677.891000032;0.0015707963267949
1913;314677.911000013;0.0015707963267949
1913;314677.930999994;0.00174532925199433
1913;314677.950999975;0.00279252680319093
1913;314677.970999956;0.00226892802759263
1913;314677.990999937;0.000872664625997165
1913;314678.010999918;0.000872664625997165
1913;314678.030999899;0.00174532925199433
1913;314678.05099988;0.0020943951023932
1913;314678.070999861;0.0020943951023932
1913;314678.090999842;0.0020943951023932
1913;314678.111000061;0.00122173047639603
1913;314678.131000042;0.00261799387799149
1913;314678.151000023;0.000523598775598299
1913;314678.171000004;0.00244346095279206
1913;314678.190999985;0.00191986217719376
1913;314678.210999966;0.0015707963267949
1913;314678.230999947;0.00244346095279206
1913;314678.250999928;0.000523598775598299
1913;314678.270999908;0.00191986217719376
1913;314678.290999889;0.0015707963267949
1913;314678.31099987;0.00122173047639603
1913;314678.330999851;0.000523598775598299
1913;314678.350999832;0.0020943951023932
1913;314678.371000052;0.00314159265358979
1913;314678.391000032;0.00244346095279206
1913;314678.411000013;0.00296705972839036
1913;314678.430999994;0.0015707963267949
1913;314678.450999975;0.0020943951023932
1913;314678.470999956;0.00122173047639603
1913;314678.490999937;0.00226892802759263
1913;314678.510999918;0.00279252680319093
1913;314678.530999899;0.00349065850398866
1913;314678.55099988;0.00244346095279206
1913;314678.570999861;0.00279252680319093
1913;314678.590999842;0.00279252680319093
1913;314678.611000061;0.00279252680319093
1913;314678.631000042;0.00244346095279206
1913;314678.651000023;0.00139626340159546
1913;314678.671000004;0.00279252680319093
1913;314678.690999985;0.0020943951023932
1913;314678.710999966;0.00226892802759263
1913;314678.730999947;0.00139626340159546
1913;314678.750999928;0.00261799387799149
1913;314678.770999908;0.00139626340159546
1913;314678.790999889;0.000698131700797732
1913;314678.81099987;0.00244346095279206
1913;314678.830999851;0.000698131700797732
1913;314678.850999832;0.0020943951023932
1913;314678.871000052;0.000698131700797732
1913;314678.891000032;0.00174532925199433
1913;314678.911000013;0.00122173047639603
1913;314678.930999994;0.00139626340159546
1913;314678.950999975;0.00174532925199433
1913;314678.970999956;0.000872664625997165
1913;314678.990999937;0.0020943951023932
1913;314679.010999918;0.00191986217719376
1913;314679.030999899;0.00226892802759263
1913;314679.05099988;0.00174532925199433
1913;314679.070999861;0.00261799387799149
1913;314679.090999842;0.00244346095279206
1913;314679.111000061;0.00139626340159546
1913;314679.131000042;0.000698131700797732
1913;314679.151000023;0.000523598775598299
1913;314679.171000004;0.0015707963267949
1913;314679.190999985;0.00174532925199433
1913;314679.210999966;0.00139626340159546
1913;314679.230999947;0.000523598775598299
1913;314679.250999928;0.00139626340159546
1913;314679.270999908;0.000523598775598299
1913;314679.290999889;0.00174532925199433
1913;314679.31099987;0.0020943951023932
1913;314679.330999851;0.00139626340159546
1913;314679.350999832;0.0010471975511966
1913;314679.371000052;0.000349065850398866
1913;314679.391000032;0.0020943951023932
1913;314679.411000013;0.00122173047639603
1913;314679.430999994;0.00191986217719376
1913;314679.450999975;0.000174532925199433
1913;314679.470999956;0.00191986217719376
1913;314679.490999937;0.00191986217719376
1913;314679.510999918;0.0010471975511966
1913;314679.530999899;0.00174532925199433
1913;314679.55099988;0.00279252680319093
1913;314679.570999861;0.00244346095279206
1913;314679.590999842;0.00139626340159546
1913;314679.611000061;0.00261799387799149
1913;314679.631000042;0.0010471975511966
1913;314679.651000023;0.00139626340159546
1913;314679.671000004;0.00226892802759263
1913;314679.690999985;0.00174532925199433
1913;314679.710999966;0.000872664625997165
1913;314679.730999947;0.0010471975511966
1913;314679.750999928;0.00226892802759263
1913;314679.770999908;0.000698131700797732
1913;314679.790999889;0.00226892802759263
1913;314679.81099987;0.0010471975511966
1913;314679.830999851;0.00226892802759263
1913;314679.850999832;0.0020943951023932
1913;314679.871000052;0.00226892802759263
1913;314679.891000032;0.00244346095279206
1913;314679.911000013;0.00261799387799149
1913;314679.930999994;0.00279252680319093
1913;314679.950999975;0.0015707963267949
1913;314679.970999956;0.00279252680319093
1913;314679.990999937;0.000349065850398866
1913;314680.010999918;0.00139626340159546
1913;314680.030999899;0.000872664625997165
1913;314680.05099988;0.000872664625997165
1913;314680.070999861;0.0015707963267949
1913;314680.090999842;0.0010471975511966
1913;314680.111000061;0.00191986217719376
1913;314680.131000042;0.0020943951023932
1913;314680.151000023;0.00244346095279206
1913;314680.171000004;0.000523598775598299
1913;314680.190999985;0.00226892802759263
1913;314680.210999966;0.0010471975511966
1913;314680.230999947;0.00261799387799149
1913;314680.250999928;0.0015707963267949
1913;314680.270999908;0.0015707963267949
1913;314680.290999889;0.00226892802759263
1913;314680.31099987;0.000872664625997165
1913;314680.330999851;0.00244346095279206
1913;314680.350999832;0.0010471975511966
1913;314680.371000052;0.00191986217719376
1913;314680.391000032;0.000523598775598299
1913;314680.411000013;0.0015707963267949
1913;314680.430999994;0.0015707963267949
1913;314680.450999975;0.00279252680319093
1913;314680.470999956;0.0020943951023932
1913;314680.490999937;0.000872664625997165
1913;314680.510999918;0.00174532925199433
1913;314680.530999899;0.00122173047639603
1913;314680.55099988;0.0020943951023932
1913;314680.570999861;0.000872664625997165
1913;314680.590999842;0.0020943951023932
1913;314680.611000061;0.000698131700797732
1913;314680.631000042;0.0010471975511966
1913;314680.651000023;0.00139626340159546
1913;314680.671000004;0.000872664625997165
1913;314680.690999985;0.00226892802759263
1913;314680.710999966;0.000872664625997165
1913;314680.730999947;0.00139626340159546
1913;314680.750999928;0.000698131700797732
1913;314680.770999908;0.00226892802759263
1913;314680.790999889;0.00226892802759263
1913;314680.81099987;0.0020943951023932
1913;314680.830999851;0.00174532925199433
1913;314680.850999832;0.00261799387799149
1913;314680.871000052;0.00383972435438753
1913;314680.891000032;0.00226892802759263
1913;314680.911000013;0.0020943951023932
1913;314680.930999994;0.000523598775598299
1913;314680.950999975;0.00244346095279206
1913;314680.970999956;0.0015707963267949
1913;314680.990999937;0.00226892802759263
1913;314681.010999918;0.00244346095279206
1913;314681.030999899;0.00279252680319093
1913;314681.05099988;0.00314159265358979
1913;314681.070999861;0.00122173047639603
1913;314681.090999842;0.00191986217719376
1913;314681.111000061;0.00122173047639603
1913;314681.131000042;0.00174532925199433
1913;314681.151000023;0.00139626340159546
1913;314681.171000004;0.00261799387799149
1913;314681.190999985;0.00279252680319093
1913;314681.210999966;0.00139626340159546
1913;314681.230999947;0.00191986217719376
1913;314681.250999928;0.0020943951023932
1913;314681.270999908;0.0020943951023932
1913;314681.290999889;0.0015707963267949
1913;314681.31099987;0.00139626340159546
1913;314681.330999851;0.00191986217719376
1913;314681.350999832;0.0015707963267949
1913;314681.371000052;0.0015707963267949
1913;314681.391000032;0.00244346095279206
1913;314681.411000013;0.00174532925199433
1913;314681.430999994;0.000349065850398866
1913;314681.450999975;0.00191986217719376
1913;314681.470999956;0.000698131700797732
1913;314681.490999937;0.0020943951023932
1913;314681.510999918;0.00174532925199433
1913;314681.530999899;0.00244346095279206
1913;314681.55099988;0.000698131700797732
1913;314681.570999861;0.00139626340159546
1913;314681.590999842;0.00139626340159546
1913;314681.611000061;0.000349065850398866
1913;314681.631000042;0.00174532925199433
1913;314681.651000023;0.00139626340159546
1913;314681.671000004;0.00261799387799149
1913;314681.690999985;0.00139626340159546
1913;314681.710999966;0.00331612557878923
1913;314681.730999947;0.0020943951023932
1913;314681.750999928;0.0015707963267949
1913;314681.770999908;0.00122173047639603
1913;314681.790999889;0.0010471975511966
1913;314681.81099987;0.00244346095279206
1913;314681.830999851;0.0010471975511966
1913;314681.850999832;0.00174532925199433
1913;314681.871000052;0.00174532925199433
1913;314681.891000032;0.00244346095279206
1913;314681.911000013;0.000174532925199433
1913;314681.930999994;0.000698131700797732
1913;314681.950999975;0
1913;314681.970999956;0.000349065850398866
1913;314681.990999937;0.0015707963267949
1913;314682.010999918;0.00139626340159546
1913;314682.030999899;0.0020943951023932
1913;314682.05099988;0.00279252680319093
1913;314682.070999861;0.00174532925199433
1913;314682.090999842;0.0010471975511966
1913;314682.111000061;0.00139626340159546
1913;314682.131000042;0.000698131700797732
1913;314682.151000023;0.00174532925199433
1913;314682.171000004;0.0020943951023932
1913;314682.190999985;0.00174532925199433
1913;314682.210999966;0.00244346095279206
1913;314682.230999947;0.000523598775598299
1913;314682.250999928;0.00174532925199433
1913;314682.270999908;0.000872664625997165
1913;314682.290999889;0.00174532925199433
1913;314682.31099987;0.000872664625997165
1913;314682.330999851;0.00244346095279206
1913;314682.350999832;0.00244346095279206
1913;314682.371000052;0.00122173047639603
1913;314682.391000032;0.00261799387799149
1913;314682.411000013;0.00122173047639603
1913;314682.430999994;0.00244346095279206
1913;314682.450999975;0.0020943951023932
1913;314682.470999956;0.00244346095279206
1913;314682.490999937;0.00279252680319093
1913;314682.510999918;0.00261799387799149
1913;314682.530999899;0.00226892802759263
1913;314682.55099988;0.00122173047639603
1913;314682.570999861;0.00244346095279206
1913;314682.590999842;0.00139626340159546
1913;314682.611000061;0.0020943951023932
1913;314682.631000042;0.00261799387799149
1913;314682.651000023;0.00244346095279206
1913;314682.671000004;0.00226892802759263
1913;314682.690999985;0.00261799387799149
1913;314682.710999966;0.00174532925199433
1913;314682.730999947;0.00139626340159546
1913;314682.750999928;0.00174532925199433
1913;314682.770999908;0.000872664625997165
1913;314682.790999889;0.00244346095279206
1913;314682.81099987;0.000872664625997165
1913;314682.830999851;0.00191986217719376
1913;314682.850999832;0.0015707963267949
1913;314682.871000052;0.0015707963267949
1913;314682.891000032;0.00191986217719376
1913;314682.911000013;0.00191986217719376
1913;314682.930999994;0.0015707963267949
1913;314682.950999975;0.000698131700797732
1913;314682.970999956;0.00139626340159546
1913;314682.990999937;0.000349065850398866
1913;314683.010999918;0.00139626340159546
1913;314683.030999899;0.0010471975511966
1913;314683.05099988;0.00122173047639603
1913;314683.070999861;0.00174532925199433
1913;314683.090999842;0.00174532925199433
1913;314683.111000061;0.00174532925199433
1913;314683.131000042;0.000872664625997165
1913;314683.151000023;0.00226892802759263
1913;314683.171000004;0.000698131700797732
1913;314683.190999985;0.0020943951023932
1913;314683.210999966;0.000523598775598299
1913;314683.230999947;0.00174532925199433
1913;314683.250999928;0.00122173047639603
1913;314683.270999908;0.00244346095279206
1913;314683.290999889;0.0015707963267949
1913;314683.31099987;0.00174532925199433
1913;314683.330999851;0.0020943951023932
1913;314683.350999832;0.000872664625997165
1913;314683.371000052;0.00226892802759263
1913;314683.391000032;0.0010471975511966
1913;314683.411000013;0.00139626340159546
1913;314683.430999994;0.0020943951023932
1913;314683.450999975;0.00174532925199433
1913;314683.470999956;0.00191986217719376
1913;314683.490999937;0.000523598775598299
1913;314683.510999918;0.0015707963267949
1913;314683.530999899;0.00139626340159546
1913;314683.55099988;0.00331612557878923
1913;314683.570999861;0.000872664625997165
1913;314683.590999842;0.00226892802759263
1913;314683.611000061;0.00191986217719376
1913;314683.631000042;0.0020943951023932
1913;314683.651000023;0.00122173047639603
1913;314683.671000004;0.00139626340159546
1913;314683.690999985;0.00122173047639603
1913;314683.710999966;0.00139626340159546
1913;314683.730999947;0.0015707963267949
1913;314683.750999928;0.0010471975511966
1913;314683.770999908;0.00244346095279206
1913;314683.790999889;0.0015707963267949
1913;314683.81099987;0.00226892802759263
1913;314683.830999851;0.0015707963267949
1913;314683.850999832;0.0015707963267949
1913;314683.871000052;0.00261799387799149
1913;314683.891000032;0.00279252680319093
1913;314683.911000013;0.00279252680319093
1913;314683.930999994;0.0010471975511966
1913;314683.950999975;0.00244346095279206
1913;314683.970999956;0.00191986217719376
1913;314683.990999937;0.0020943951023932
1913;314684.010999918;0.0010471975511966
1913;314684.030999899;0.00174532925199433
1913;314684.05099988;0.00261799387799149
1913;314684.070999861;0.00174532925199433
1913;314684.090999842;0.00244346095279206
1913;314684.111000061;0.000872664625997165
1913;314684.131000042;0.00244346095279206
1913;314684.151000023;0.000872664625997165
1913;314684.171000004;0.00244346095279206
1913;314684.190999985;0.00261799387799149
1913;314684.210999966;0.00191986217719376
1913;314684.230999947;0.00139626340159546
1913;314684.250999928;0.00191986217719376
1913;314684.270999908;0.00191986217719376
1913;314684.290999889;0.000872664625997165
1913;314684.31099987;0.00191986217719376
1913;314684.330999851;0.0010471975511966
1913;314684.350999832;0.00244346095279206
1913;314684.371000052;0.000872664625997165
1913;314684.391000032;0.0010471975511966
1913;314684.411000013;0.00122173047639603
1913;314684.430999994;0.0010471975511966
1913;314684.450999975;0.00139626340159546
1913;314684.470999956;0.000349065850398866
1913;314684.490999937;0.0020943951023932
1913;314684.510999918;0.000349065850398866
1913;314684.530999899;0.0020943951023932
1913;314684.55099988;0.00139626340159546
1913;314684.570999861;0.00139626340159546
1913;314684.590999842;0.000872664625997165
1913;314684.611000061;0.00191986217719376
1913;314684.631000042;0.0015707963267949
1913;314684.651000023;0.00139626340159546
1913;314684.671000004;0.0015707963267949
1913;314684.690999985;0.000349065850398866
1913;314684.710999966;0.0015707963267949
1913;314684.730999947;0.000174532925199433
1913;314684.750999928;0.00122173047639603
1913;314684.770999908;0.000523598775598299
1913;314684.790999889;0.00122173047639603
1913;314684.81099987;0.00174532925199433
1913;314684.830999851;0.00139626340159546
1913;314684.850999832;0.0020943951023932
1913;314684.871000052;0.00139626340159546
1913;314684.891000032;0.00226892802759263
1913;314684.911000013;0.00122173047639603
1913;314684.930999994;0.00139626340159546
1913;314684.950999975;0.000698131700797732
1913;314684.970999956;0.00174532925199433
1913;314684.990999937;0.00174532925199433
1913;314685.010999918;0.00174532925199433
1913;314685.030999899;0.0015707963267949
1913;314685.05099988;0.0010471975511966
1913;314685.070999861;0.0020943951023932
1913;314685.090999842;0.00122173047639603
1913;314685.111000061;0.00139626340159546
1913;314685.131000042;0.0010471975511966
1913;314685.151000023;0.00244346095279206
1913;314685.171000004;0.00174532925199433
1913;314685.190999985;0.000872664625997165
1913;314685.210999966;0.0020943951023932
1913;314685.230999947;0.000872664625997165
1913;314685.250999928;0.00191986217719376
1913;314685.270999908;0.000698131700797732
1913;314685.290999889;0.00244346095279206
1913;314685.31099987;0.0015707963267949
1913;314685.330999851;0.0015707963267949
1913;314685.350999832;0.0015707963267949
1913;314685.371000052;0.00191986217719376
1913;314685.391000032;0.00261799387799149
1913;314685.411000013;0.000523598775598299
1913;314685.430999994;0.0015707963267949
1913;314685.450999975;0.00279252680319093
1913;314685.470999956;0.00349065850398866
