GPSWeek [weeks];GPSSecondsOfWeek [s];Velocity [meter/second]
1913;314674.830999851;0
1913;314674.850999832;0
1913;314674.871000052;0
1913;314674.891000032;0
1913;314674.911000013;0
1913;314674.930999994;0
1913;314674.950999975;0
1913;314674.970999956;0
1913;314674.990999937;0
1913;314675.010999918;0
1913;314675.030999899;0
1913;314675.05099988;0
1913;314675.070999861;0
1913;314675.090999842;0
1913;314675.111000061;0
1913;314675.131000042;0
1913;314675.151000023;0
1913;314675.171000004;0
1913;314675.190999985;0
1913;314675.210999966;0
1913;314675.230999947;0
1913;314675.250999928;0
1913;314675.270999908;0
1913;314675.290999889;0
1913;314675.31099987;0
1913;314675.330999851;0
1913;314675.350999832;0
1913;314675.371000052;0
1913;314675.391000032;0
1913;314675.411000013;0
1913;314675.430999994;0
1913;314675.450999975;0
1913;314675.470999956;0
1913;314675.490999937;0
1913;314675.510999918;0
1913;314675.530999899;0
1913;314675.55099988;0
1913;314675.570999861;0
1913;314675.590999842;0
1913;314675.611000061;0
1913;314675.631000042;0
1913;314675.651000023;0
1913;314675.671000004;0
1913;314675.690999985;0
1913;314675.710999966;0
1913;314675.730999947;0
1913;314675.750999928;0
1913;314675.770999908;0
1913;314675.790999889;0
1913;314675.81099987;0
1913;314675.830999851;0
1913;314675.850999832;0
1913;314675.871000052;0
1913;314675.891000032;0
1913;314675.911000013;0
1913;314675.930999994;0
1913;314675.950999975;0
1913;314675.970999956;0
1913;314675.990999937;0
1913;314676.010999918;0
1913;314676.030999899;0
1913;314676.05099988;0
1913;314676.070999861;0
1913;314676.090999842;0
1913;314676.111000061;0
1913;314676.131000042;0
1913;314676.151000023;0
1913;314676.171000004;0
1913;314676.190999985;0
1913;314676.210999966;0
1913;314676.230999947;0
1913;314676.250999928;0
1913;314676.270999908;0
1913;314676.290999889;0
1913;314676.31099987;0
1913;314676.330999851;0
1913;314676.350999832;0
1913;314676.371000052;0
1913;314676.391000032;0
1913;314676.411000013;0
1913;314676.430999994;0
1913;314676.450999975;0
1913;314676.470999956;0
1913;314676.490999937;0
1913;314676.510999918;0
1913;314676.530999899;0
1913;314676.55099988;0
1913;314676.570999861;0
1913;314676.590999842;0
1913;314676.611000061;0
1913;314676.631000042;0
1913;314676.651000023;0
1913;314676.671000004;0
1913;314676.690999985;0
1913;314676.710999966;0
1913;314676.730999947;0
1913;314676.750999928;0
1913;314676.770999908;0
1913;314676.790999889;0
1913;314676.81099987;0
1913;314676.830999851;0
1913;314676.850999832;0
1913;314676.871000052;0
1913;314676.891000032;0
1913;314676.911000013;0
1913;314676.930999994;0
1913;314676.950999975;0
1913;314676.970999956;0
1913;314676.990999937;0
1913;314677.010999918;0
1913;314677.030999899;0
1913;314677.05099988;0
1913;314677.070999861;0
1913;314677.090999842;0
1913;314677.111000061;0
1913;314677.131000042;0
1913;314677.151000023;0
1913;314677.171000004;0
1913;314677.190999985;0
1913;314677.210999966;0
1913;314677.230999947;0
1913;314677.250999928;0
1913;314677.270999908;0
1913;314677.290999889;0
1913;314677.31099987;0
1913;314677.330999851;0
1913;314677.350999832;0
1913;314677.371000052;0
1913;314677.391000032;0
1913;314677.411000013;0
1913;314677.430999994;0
1913;314677.450999975;0
1913;314677.470999956;0
1913;314677.490999937;0
1913;314677.510999918;0
1913;314677.530999899;0
1913;314677.55099988;0
1913;314677.570999861;0
1913;314677.590999842;0
1913;314677.611000061;0
1913;314677.631000042;0
1913;314677.651000023;0
1913;314677.671000004;0
1913;314677.690999985;0
1913;314677.710999966;0
1913;314677.730999947;0
1913;314677.750999928;0
1913;314677.770999908;0
1913;314677.790999889;0
1913;314677.81099987;0
1913;314677.830999851;0
1913;314677.850999832;0
1913;314677.871000052;0
1913;314677.891000032;0
1913;314677.911000013;0
1913;314677.930999994;0
1913;314677.950999975;0
1913;314677.970999956;0
1913;314677.990999937;0
1913;314678.010999918;0
1913;314678.030999899;0
1913;314678.05099988;0
1913;314678.070999861;0
1913;314678.090999842;0
1913;314678.111000061;0
1913;314678.131000042;0
1913;314678.151000023;0
1913;314678.171000004;0
1913;314678.190999985;0
1913;314678.210999966;0
1913;314678.230999947;0
1913;314678.250999928;0
1913;314678.270999908;0
1913;314678.290999889;0
1913;314678.31099987;0
1913;314678.330999851;0
1913;314678.350999832;0
1913;314678.371000052;0
1913;314678.391000032;0
1913;314678.411000013;0
1913;314678.430999994;0
1913;314678.450999975;0
1913;314678.470999956;0
1913;314678.490999937;0
1913;314678.510999918;0
1913;314678.530999899;0
1913;314678.55099988;0
1913;314678.570999861;0
1913;314678.590999842;0
1913;314678.611000061;0
1913;314678.631000042;0
1913;314678.651000023;0
1913;314678.671000004;0
1913;314678.690999985;0
1913;314678.710999966;0
1913;314678.730999947;0
1913;314678.750999928;0
1913;314678.770999908;0
1913;314678.790999889;0
1913;314678.81099987;0
1913;314678.830999851;0
1913;314678.850999832;0
1913;314678.871000052;0
1913;314678.891000032;0
1913;314678.911000013;0
1913;314678.930999994;0
1913;314678.950999975;0
1913;314678.970999956;0
1913;314678.990999937;0
1913;314679.010999918;0
1913;314679.030999899;0
1913;314679.05099988;0
1913;314679.070999861;0
1913;314679.090999842;0
1913;314679.111000061;0
1913;314679.131000042;0
1913;314679.151000023;0
1913;314679.171000004;0
1913;314679.190999985;0
1913;314679.210999966;0
1913;314679.230999947;0
1913;314679.250999928;0
1913;314679.270999908;0
1913;314679.290999889;0
1913;314679.31099987;0
1913;314679.330999851;0
1913;314679.350999832;0
1913;314679.371000052;0
1913;314679.391000032;0
1913;314679.411000013;0
1913;314679.430999994;0
1913;314679.450999975;0
1913;314679.470999956;0
1913;314679.490999937;0
1913;314679.510999918;0
1913;314679.530999899;0
1913;314679.55099988;0
1913;314679.570999861;0
1913;314679.590999842;0
1913;314679.611000061;0
1913;314679.631000042;0
1913;314679.651000023;0
1913;314679.671000004;0
1913;314679.690999985;0
1913;314679.710999966;0
1913;314679.730999947;0
1913;314679.750999928;0
1913;314679.770999908;0
1913;314679.790999889;0
1913;314679.81099987;0
1913;314679.830999851;0
1913;314679.850999832;0
1913;314679.871000052;0
1913;314679.891000032;0
1913;314679.911000013;0
1913;314679.930999994;0
1913;314679.950999975;0
1913;314679.970999956;0
1913;314679.990999937;0
1913;314680.010999918;0
1913;314680.030999899;0
1913;314680.05099988;0
1913;314680.070999861;0
1913;314680.090999842;0
1913;314680.111000061;0
1913;314680.131000042;0
1913;314680.151000023;0
1913;314680.171000004;0
1913;314680.190999985;0
1913;314680.210999966;0
1913;314680.230999947;0
1913;314680.250999928;0
1913;314680.270999908;0
1913;314680.290999889;0
1913;314680.31099987;0
1913;314680.330999851;0
1913;314680.350999832;0
1913;314680.371000052;0
1913;314680.391000032;0
1913;314680.411000013;0
1913;314680.430999994;0
1913;314680.450999975;0
1913;314680.470999956;0
1913;314680.490999937;0
1913;314680.510999918;0
1913;314680.530999899;0
1913;314680.55099988;0
1913;314680.570999861;0
1913;314680.590999842;0
1913;314680.611000061;0
1913;314680.631000042;0
1913;314680.651000023;0
1913;314680.671000004;0
1913;314680.690999985;0
1913;314680.710999966;0
1913;314680.730999947;0
1913;314680.750999928;0
1913;314680.770999908;0
1913;314680.790999889;0
1913;314680.81099987;0
1913;314680.830999851;0
1913;314680.850999832;0
1913;314680.871000052;0
1913;314680.891000032;0
1913;314680.911000013;0
1913;314680.930999994;0
1913;314680.950999975;0
1913;314680.970999956;0
1913;314680.990999937;0
1913;314681.010999918;0
1913;314681.030999899;0
1913;314681.05099988;0
1913;314681.070999861;0
1913;314681.090999842;0
1913;314681.111000061;0
1913;314681.131000042;0
1913;314681.151000023;0
1913;314681.171000004;0
1913;314681.190999985;0
1913;314681.210999966;0
1913;314681.230999947;0
1913;314681.250999928;0
1913;314681.270999908;0
1913;314681.290999889;0
1913;314681.31099987;0
1913;314681.330999851;0
1913;314681.350999832;0
1913;314681.371000052;0
1913;314681.391000032;0
1913;314681.411000013;0
1913;314681.430999994;0
1913;314681.450999975;0
1913;314681.470999956;0
1913;314681.490999937;0
1913;314681.510999918;0
1913;314681.530999899;0
1913;314681.55099988;0
1913;314681.570999861;0
1913;314681.590999842;0
1913;314681.611000061;0
1913;314681.631000042;0
1913;314681.651000023;0
1913;314681.671000004;0
1913;314681.690999985;0
1913;314681.710999966;0
1913;314681.730999947;0
1913;314681.750999928;0
1913;314681.770999908;0
1913;314681.790999889;0
1913;314681.81099987;0
1913;314681.830999851;0
1913;314681.850999832;0
1913;314681.871000052;0
1913;314681.891000032;0
1913;314681.911000013;0
1913;314681.930999994;0
1913;314681.950999975;0
1913;314681.970999956;0
1913;314681.990999937;0
1913;314682.010999918;0
1913;314682.030999899;0
1913;314682.05099988;0
1913;314682.070999861;0
1913;314682.090999842;0
1913;314682.111000061;0
1913;314682.131000042;0
1913;314682.151000023;0
1913;314682.171000004;0
1913;314682.190999985;0
1913;314682.210999966;0
1913;314682.230999947;0
1913;314682.250999928;0
1913;314682.270999908;0
1913;314682.290999889;0
1913;314682.31099987;0
1913;314682.330999851;0
1913;314682.350999832;0
1913;314682.371000052;0
1913;314682.391000032;0
1913;314682.411000013;0
1913;314682.430999994;0
1913;314682.450999975;0
1913;314682.470999956;0
1913;314682.490999937;0
1913;314682.510999918;0
1913;314682.530999899;0
1913;314682.55099988;0
1913;314682.570999861;0
1913;314682.590999842;0
1913;314682.611000061;0
1913;314682.631000042;0
1913;314682.651000023;0
1913;314682.671000004;0
1913;314682.690999985;0
1913;314682.710999966;0
1913;314682.730999947;0
1913;314682.750999928;0
1913;314682.770999908;0
1913;314682.790999889;0
1913;314682.81099987;0
1913;314682.830999851;0
1913;314682.850999832;0
1913;314682.871000052;0
1913;314682.891000032;0
1913;314682.911000013;0
1913;314682.930999994;0
1913;314682.950999975;0
1913;314682.970999956;0
1913;314682.990999937;0
1913;314683.010999918;0
1913;314683.030999899;0
1913;314683.05099988;0
1913;314683.070999861;0
1913;314683.090999842;0
1913;314683.111000061;0
1913;314683.131000042;0
1913;314683.151000023;0
1913;314683.171000004;0
1913;314683.190999985;0
1913;314683.210999966;0
1913;314683.230999947;0
1913;314683.250999928;0
1913;314683.270999908;0
1913;314683.290999889;0
1913;314683.31099987;0
1913;314683.330999851;0
1913;314683.350999832;0
1913;314683.371000052;0
1913;314683.391000032;0
1913;314683.411000013;0
1913;314683.430999994;0
1913;314683.450999975;0
1913;314683.470999956;0
1913;314683.490999937;0
1913;314683.510999918;0
1913;314683.530999899;0
1913;314683.55099988;0
1913;314683.570999861;0
1913;314683.590999842;0
1913;314683.611000061;0
1913;314683.631000042;0
1913;314683.651000023;0
1913;314683.671000004;0
1913;314683.690999985;0
1913;314683.710999966;0
1913;314683.730999947;0
1913;314683.750999928;0
1913;314683.770999908;0
1913;314683.790999889;0
1913;314683.81099987;0
1913;314683.830999851;0
1913;314683.850999832;0
1913;314683.871000052;0
1913;314683.891000032;0
1913;314683.911000013;0
1913;314683.930999994;0
1913;314683.950999975;0
1913;314683.970999956;0
1913;314683.990999937;0
1913;314684.010999918;0
1913;314684.030999899;0
1913;314684.05099988;0
1913;314684.070999861;0
1913;314684.090999842;0
1913;314684.111000061;0
1913;314684.131000042;0
1913;314684.151000023;0
1913;314684.171000004;0
1913;314684.190999985;0
1913;314684.210999966;0
1913;314684.230999947;0
1913;314684.250999928;0
1913;314684.270999908;0
1913;314684.290999889;0
1913;314684.31099987;0
1913;314684.330999851;0
1913;314684.350999832;0
1913;314684.371000052;0
1913;314684.391000032;0
1913;314684.411000013;0
1913;314684.430999994;0
1913;314684.450999975;0
1913;314684.470999956;0
1913;314684.490999937;0
1913;314684.510999918;0
1913;314684.530999899;0
1913;314684.55099988;0
1913;314684.570999861;0
1913;314684.590999842;0
1913;314684.611000061;0
1913;314684.631000042;0
1913;314684.651000023;0
1913;314684.671000004;0
1913;314684.690999985;0
1913;314684.710999966;0
1913;314684.730999947;0
1913;314684.750999928;0
1913;314684.770999908;0
1913;314684.790999889;0
1913;314684.81099987;0
1913;314684.830999851;0
1913;314684.850999832;0
1913;314684.871000052;0
1913;314684.891000032;0
1913;314684.911000013;0
1913;314684.930999994;0
1913;314684.950999975;0
1913;314684.970999956;0
1913;314684.990999937;0
1913;314685.010999918;0
1913;314685.030999899;0
1913;314685.05099988;0
1913;314685.070999861;0
1913;314685.090999842;0
1913;314685.111000061;0
1913;314685.131000042;0
1913;314685.151000023;0
1913;314685.171000004;0
1913;314685.190999985;0
1913;314685.210999966;0
1913;314685.230999947;0
1913;314685.250999928;0
1913;314685.270999908;0
1913;314685.290999889;0
1913;314685.31099987;0
1913;314685.330999851;0
1913;314685.350999832;0
1913;314685.371000052;0
1913;314685.391000032;0
1913;314685.411000013;0
1913;314685.430999994;0
1913;314685.450999975;0
1913;314685.470999956;0
1913;314685.490999937;0
1913;314685.510999918;0
1913;314685.530999899;0
1913;314685.55099988;0
1913;314685.570999861;0
1913;314685.590999842;0
1913;314685.611000061;0
1913;314685.631000042;0
1913;314685.651000023;0
1913;314685.671000004;0
1913;314685.690999985;0
1913;314685.710999966;0
1913;314685.730999947;0
1913;314685.750999928;0
1913;314685.770999908;0
1913;314685.790999889;0
1913;314685.81099987;0
1913;314685.830999851;0
1913;314685.850999832;0
1913;314685.871000052;0
1913;314685.891000032;0
1913;314685.911000013;0
1913;314685.930999994;0
1913;314685.950999975;0
1913;314685.970999956;0
1913;314685.990999937;0
1913;314686.010999918;0
1913;314686.030999899;0
1913;314686.05099988;0
1913;314686.070999861;0
1913;314686.090999842;0
1913;314686.111000061;0
1913;314686.131000042;0
1913;314686.151000023;0
1913;314686.171000004;0
1913;314686.190999985;0
1913;314686.210999966;0
1913;314686.230999947;0
1913;314686.250999928;0
1913;314686.270999908;0
1913;314686.290999889;0
1913;314686.31099987;0
1913;314686.330999851;0
1913;314686.350999832;0
1913;314686.371000052;0
1913;314686.391000032;0
1913;314686.411000013;0
1913;314686.430999994;0
1913;314686.450999975;0
1913;314686.470999956;0
1913;314686.490999937;0
1913;314686.510999918;0
1913;314686.530999899;0
1913;314686.55099988;0
1913;314686.570999861;0
1913;314686.590999842;0
1913;314686.611000061;0
1913;314686.631000042;0
1913;314686.651000023;0
1913;314686.671000004;0
1913;314686.690999985;0
1913;314686.710999966;0
1913;314686.730999947;0
1913;314686.750999928;0
1913;314686.770999908;0
1913;314686.790999889;0
1913;314686.81099987;0
1913;314686.830999851;0
1913;314686.850999832;0
1913;314686.871000052;0
1913;314686.891000032;0
1913;314686.911000013;0
1913;314686.930999994;0
1913;314686.950999975;0
1913;314686.970999956;0
1913;314686.990999937;0
1913;314687.010999918;0
1913;314687.030999899;0
1913;314687.05099988;0
1913;314687.070999861;0
1913;314687.090999842;0
1913;314687.111000061;0
1913;314687.131000042;0
1913;314687.151000023;0
1913;314687.171000004;0
1913;314687.190999985;0
1913;314687.210999966;0
1913;314687.230999947;0
1913;314687.250999928;0
1913;314687.270999908;0
1913;314687.290999889;0
1913;314687.31099987;0
1913;314687.330999851;0
1913;314687.350999832;0
1913;314687.371000052;0
1913;314687.391000032;0
1913;314687.411000013;0
1913;314687.430999994;0
1913;314687.450999975;0
1913;314687.470999956;0
1913;314687.490999937;0
1913;314687.510999918;0
1913;314687.530999899;0
1913;314687.55099988;0
1913;314687.570999861;0
1913;314687.590999842;0
1913;314687.611000061;0
1913;314687.631000042;0
1913;314687.651000023;0
1913;314687.671000004;0
1913;314687.690999985;0
1913;314687.710999966;0
1913;314687.730999947;0
1913;314687.750999928;0
1913;314687.770999908;0
1913;314687.790999889;0
1913;314687.81099987;0
1913;314687.830999851;0
1913;314687.850999832;0
1913;314687.871000052;0
1913;314687.891000032;0
1913;314687.911000013;0
1913;314687.930999994;0
1913;314687.950999975;0
1913;314687.970999956;0
1913;314687.990999937;0
1913;314688.010999918;0
1913;314688.030999899;0
1913;314688.05099988;0
1913;314688.070999861;0
1913;314688.090999842;0
1913;314688.111000061;0
1913;314688.131000042;0
1913;314688.151000023;0
1913;314688.171000004;0
1913;314688.190999985;0
1913;314688.210999966;0
1913;314688.230999947;0
1913;314688.250999928;0
1913;314688.270999908;0
1913;314688.290999889;0
1913;314688.31099987;0
1913;314688.330999851;0
1913;314688.350999832;0
1913;314688.371000052;0
1913;314688.391000032;0
1913;314688.411000013;0
1913;314688.430999994;0
1913;314688.450999975;0
1913;314688.470999956;0
1913;314688.490999937;0
1913;314688.510999918;0
1913;314688.530999899;0
1913;314688.55099988;0
1913;314688.570999861;0
1913;314688.590999842;0
1913;314688.611000061;0
1913;314688.631000042;0
1913;314688.651000023;0
1913;314688.671000004;0
1913;314688.690999985;0
1913;314688.710999966;0
1913;314688.730999947;0
1913;314688.750999928;0
1913;314688.770999908;0
1913;314688.790999889;0
1913;314688.81099987;0
1913;314688.830999851;0
1913;314688.850999832;0
1913;314688.871000052;0
1913;314688.891000032;0
1913;314688.911000013;0
1913;314688.930999994;0
1913;314688.950999975;0
1913;314688.970999956;0
1913;314688.990999937;0
1913;314689.010999918;0
1913;314689.030999899;0
1913;314689.05099988;0
1913;314689.070999861;0
1913;314689.090999842;0
1913;314689.111000061;0
1913;314689.131000042;0
1913;314689.151000023;0
1913;314689.171000004;0
1913;314689.190999985;0
1913;314689.210999966;0
1913;314689.230999947;0
1913;314689.250999928;0
1913;314689.270999908;0
1913;314689.290999889;0
1913;314689.31099987;0
1913;314689.330999851;0
1913;314689.350999832;0
1913;314689.371000052;0
1913;314689.391000032;0
1913;314689.411000013;0
1913;314689.430999994;0
1913;314689.450999975;0
1913;314689.470999956;0
1913;314689.490999937;0
1913;314689.510999918;0
1913;314689.530999899;0
1913;314689.55099988;0
1913;314689.570999861;0
1913;314689.590999842;0
1913;314689.611000061;0
1913;314689.631000042;0
1913;314689.651000023;0
1913;314689.671000004;0
1913;314689.690999985;0
1913;314689.710999966;0
1913;314689.730999947;0
1913;314689.750999928;0
1913;314689.770999908;0
1913;314689.790999889;0
1913;314689.81099987;0
1913;314689.830999851;0
1913;314689.850999832;0
1913;314689.871000052;0
1913;314689.891000032;0
1913;314689.911000013;0
1913;314689.930999994;0
1913;314689.950999975;0
1913;314689.970999956;0
1913;314689.990999937;0
1913;314690.010999918;0
1913;314690.030999899;0
1913;314690.05099988;0
1913;314690.070999861;0
1913;314690.090999842;0
1913;314690.111000061;0
1913;314690.131000042;0
1913;314690.151000023;0
1913;314690.171000004;0
1913;314690.190999985;0
1913;314690.210999966;0
1913;314690.230999947;0
1913;314690.250999928;0
1913;314690.270999908;0
1913;314690.290999889;0
1913;314690.31099987;0
1913;314690.330999851;0
1913;314690.350999832;0
1913;314690.371000052;0
1913;314690.391000032;0
1913;314690.411000013;0
1913;314690.430999994;0
1913;314690.450999975;0
1913;314690.470999956;0
1913;314690.490999937;0
1913;314690.510999918;0
1913;314690.530999899;0
1913;314690.55099988;0
1913;314690.570999861;0
1913;314690.590999842;0
1913;314690.611000061;0
1913;314690.631000042;0
1913;314690.651000023;0
1913;314690.671000004;0
1913;314690.690999985;0
1913;314690.710999966;0
1913;314690.730999947;0
1913;314690.750999928;0
1913;314690.770999908;0
1913;314690.790999889;0
1913;314690.81099987;0
1913;314690.830999851;0
1913;314690.850999832;0
1913;314690.871000052;0
1913;314690.891000032;0
1913;314690.911000013;0
1913;314690.930999994;0
1913;314690.950999975;0
1913;314690.970999956;0
1913;314690.990999937;0
1913;314691.010999918;0
1913;314691.030999899;0
1913;314691.05099988;0
1913;314691.070999861;0
1913;314691.090999842;0
1913;314691.111000061;0
1913;314691.131000042;0
1913;314691.151000023;0
1913;314691.171000004;0
1913;314691.190999985;0
1913;314691.210999966;0
1913;314691.230999947;0
1913;314691.250999928;0
1913;314691.270999908;0
1913;314691.290999889;0
1913;314691.31099987;0
1913;314691.330999851;0
1913;314691.350999832;0
1913;314691.371000052;0
1913;314691.391000032;0
1913;314691.411000013;0
1913;314691.430999994;0
1913;314691.450999975;0
1913;314691.470999956;0
1913;314691.490999937;0
1913;314691.510999918;0
1913;314691.530999899;0
1913;314691.55099988;0
1913;314691.570999861;0
1913;314691.590999842;0
1913;314691.611000061;0
1913;314691.631000042;0
1913;314691.651000023;0
1913;314691.671000004;0
1913;314691.690999985;0
1913;314691.710999966;0
1913;314691.730999947;0
1913;314691.750999928;0
1913;314691.770999908;0
1913;314691.790999889;0
1913;314691.81099987;0
1913;314691.830999851;0
1913;314691.850999832;0
1913;314691.871000052;0
1913;314691.891000032;0
1913;314691.911000013;0
1913;314691.930999994;0
1913;314691.950999975;0
1913;314691.970999956;0
1913;314691.990999937;0
1913;314692.010999918;0
1913;314692.030999899;0
1913;314692.05099988;0
1913;314692.070999861;0
1913;314692.090999842;0
1913;314692.111000061;0
1913;314692.131000042;0
1913;314692.151000023;0
1913;314692.171000004;0
1913;314692.190999985;0
1913;314692.210999966;0
1913;314692.230999947;0
1913;314692.250999928;0
1913;314692.270999908;0
1913;314692.290999889;0
1913;314692.31099987;0
1913;314692.330999851;0
1913;314692.350999832;0
1913;314692.371000052;0
1913;314692.391000032;0
1913;314692.411000013;0
1913;314692.430999994;0
1913;314692.450999975;0
1913;314692.470999956;0
1913;314692.490999937;0
1913;314692.510999918;0
1913;314692.530999899;0
1913;314692.55099988;0
1913;314692.570999861;0
1913;314692.590999842;0
1913;314692.611000061;0
1913;314692.631000042;0
1913;314692.651000023;0
1913;314692.671000004;0
1913;314692.690999985;0
1913;314692.710999966;0
1913;314692.730999947;0
1913;314692.750999928;0
1913;314692.770999908;0
1913;314692.790999889;0
1913;314692.81099987;0
1913;314692.830999851;0
1913;314692.850999832;0
1913;314692.871000052;0
1913;314692.891000032;0
1913;314692.911000013;0
1913;314692.930999994;0
1913;314692.950999975;0
1913;314692.970999956;0
1913;314692.990999937;0
1913;314693.010999918;0
1913;314693.030999899;0
1913;314693.05099988;0
1913;314693.070999861;0
1913;314693.090999842;0
1913;314693.111000061;0
1913;314693.131000042;0
1913;314693.151000023;0
1913;314693.171000004;0
1913;314693.190999985;0
1913;314693.210999966;0
1913;314693.230999947;0
1913;314693.250999928;0
1913;314693.270999908;0
1913;314693.290999889;0
1913;314693.31099987;0
1913;314693.330999851;0
1913;314693.350999832;0
1913;314693.371000052;0
1913;314693.391000032;0
1913;314693.411000013;0
1913;314693.430999994;0
1913;314693.450999975;0
1913;314693.470999956;0
1913;314693.490999937;0
1913;314693.510999918;0
1913;314693.530999899;0
1913;314693.55099988;0
1913;314693.570999861;0
1913;314693.590999842;0
1913;314693.611000061;0
1913;314693.631000042;0
1913;314693.651000023;0
1913;314693.671000004;0
1913;314693.690999985;0
1913;314693.710999966;0
1913;314693.730999947;0
1913;314693.750999928;0
1913;314693.770999908;0
1913;314693.790999889;0
1913;314693.81099987;0
1913;314693.830999851;0
1913;314693.850999832;0
1913;314693.871000052;0
1913;314693.891000032;0
1913;314693.911000013;0
1913;314693.930999994;0
1913;314693.950999975;0
1913;314693.970999956;0
1913;314693.990999937;0
1913;314694.010999918;0
