GPSWeek [weeks];GPSSecondsOfWeek [s];Solution status (sol stat);Position type (pos type);Latitude (lat) [deg];Longitude (lon) [deg];Height above mean sea level (hgt) [m];Undulation (undulation) [m];Datum ID number (datum id#);Latitude standard deviation (lat σ) [m];Longitude standard deviation (lon σ) [m];Height standard deviation (hgt σ) [m];Base station ID (stn id);Differential age in seconds (diff_age) [s];Solution age in seconds (sol_age) [s];Number of satellites tracked (#SVs);Number of satellites used in solution (#solnSVs);Number of satellites with L1/E1/B1 signals used in solution (#solnL1SVs);Number of satellites with multi-frequency signals used in solution (#solnMultiSVs);Extended solution status (ext sol stat);Galileo and BeiDou signals used mask (Galileo and BeiDou sig mask);GPS and GLONASS signals used mask (GPS and GLONASS sig mask)
1913;314671.65;0;50;50.1109184244386;8.66109250650642;98.4110657423735;48.2000007629395;61;0.0139836380258203;0.0149608636274934;0.03392244130373;4095;2.65000009536743;0;13;12;12;12;0;51;48
1913;314671.7;0;50;50.1109184097608;8.66109250408151;98.4120833277702;48.2000007629395;61;0.0140172503888607;0.0150017263367772;0.0340049043297768;4095;2.70000004768372;0;14;12;12;12;0;51;48
1913;314671.75;0;50;50.1109184168172;8.66109250959095;98.4140347447246;48.2000007629395;61;0.0140505870804191;0.0150422258302569;0.0340868048369884;4095;2.75;0;14;13;13;12;0;51;48
1913;314671.8;0;50;50.1109184094948;8.661092481668;98.4083763407543;48.2000007629395;61;0.0140837067738175;0.0150824440643191;0.0341682694852352;4095;2.79999995231628;0;14;13;13;12;0;51;48
1913;314671.85;0;50;50.1109183940662;8.66109250585634;98.4058565152809;48.2000007629395;61;0.0141166495159268;0.0151224117726088;0.0342493206262589;4095;2.84999990463257;0;14;13;13;11;0;51;48
1913;314671.9;0;50;50.1109183911366;8.66109253828549;98.4134453767911;48.2000007629395;61;0.0131083177402616;0.0140169411897659;0.0320902168750763;4095;1.89999997615814;0;14;13;13;11;0;51;48
1913;314671.95;0;50;50.1109184178484;8.66109248431052;98.4103883774951;48.2000007629395;61;0.0131429703906178;0.0140591114759445;0.0321758277714252;4095;1.95000004768372;0;14;13;13;11;0;51;48
1913;314672;0;50;50.1109184103564;8.66109250269056;98.4101618947461;48.2000007629395;61;0.0131775354966521;0.0141010759398341;0.0322610214352608;4095;2;0;14;13;13;11;0;51;48
1913;314672.05;0;50;50.1109183853819;8.66109252217253;98.4106831895188;48.2000007629395;61;0.0132120195776224;0.014142838306725;0.0323458053171635;4095;2.04999995231628;0;14;13;13;11;0;51;48
1913;314672.1;0;50;50.1109183947981;8.66109251661241;98.4121593581513;48.2000007629395;61;0.0132464235648513;0.0141844004392624;0.032430175691843;4095;2.09999990463257;0;14;13;13;11;0;51;48
1913;314672.15;0;50;50.1109184171649;8.66109250197558;98.4122707918286;48.2000007629395;61;0.0132807493209839;0.0142257623374462;0.0325141325592995;4095;2.15000009536743;0;14;13;13;11;0;51;48
1913;314672.2;0;50;50.1109184111016;8.66109249735175;98.4102412546054;48.2000007629395;61;0.0133149987086654;0.0142669258639216;0.0325976759195328;4095;2.20000004768372;0;14;13;13;11;0;51;48
1913;314672.25;0;50;50.1109184103976;8.66109250556404;98.410858807154;48.2000007629395;61;0.0133491717278957;0.0143078919500113;0.0326808094978333;4095;2.25;0;14;13;13;11;0;51;48
1913;314672.3;0;50;50.1109184018261;8.66109252867573;98.4122685045004;48.2000007629395;61;0.0133832721039653;0.0143486615270376;0.0327635295689106;4095;2.29999995231628;0;14;13;13;11;0;51;48
1913;314672.35;0;50;50.1109184113386;8.66109247971248;98.4102602014318;48.2000007629395;61;0.013417299836874;0.0143892364576459;0.0328458361327648;4095;2.34999990463257;0;14;13;13;11;0;51;48
1913;314672.4;0;50;50.1109184048717;8.66109252000827;98.4119574092329;48.2000007629395;61;0.0134512577205896;0.0144296167418361;0.0329277329146862;4095;2.40000009536743;0;14;13;13;11;0;51;48
1913;314672.45;0;50;50.1109183920975;8.66109255162687;98.4132271809503;48.2000007629395;61;0.0134851457551122;0.0144698042422533;0.0330092199146748;4095;2.45000004768372;0;14;13;13;11;0;51;48
1913;314672.5;0;50;50.1109183961565;8.66109253778792;98.4140199469402;48.2000007629395;61;0.0135189676657319;0.0145098008215427;0.0330902971327305;4095;2.5;0;14;13;13;11;0;51;48
1913;314672.55;0;50;50.1109183970752;8.66109250798254;98.4115771306679;48.2000007629395;61;0.0135527234524488;0.0145496083423495;0.0331709608435631;4095;2.54999995231628;0;14;13;13;11;0;51;48
1913;314672.6;0;50;50.1109183887634;8.66109255003946;98.4128441121429;48.2000007629395;61;0.0135864149779081;0.0145892258733511;0.0332512184977531;4095;2.59999990463257;0;14;13;13;11;0;51;48
1913;314672.65;0;50;50.1109183916825;8.6610925080808;98.4106755107641;48.2000007629395;61;0.0136200441047549;0.0146286571398377;0.0333310663700104;4095;2.65000009536743;0;14;13;13;11;0;51;48
1913;314672.7;0;50;50.1109183608302;8.6610925641774;98.4147180924192;48.2000007629395;61;0.0127769056707621;0.0136334234848619;0.0312943421304226;4095;1.70000004768372;0;14;13;13;11;0;51;48
1913;314672.75;0;50;50.1109183682747;8.66109258876339;98.4154183790088;48.2000007629395;61;0.0128121329471469;0.0136748999357224;0.0313784740865231;4095;1.75;0;14;13;13;11;0;51;48
1913;314672.8;0;50;50.110918363226;8.66109256615304;98.4143305309117;48.2000007629395;61;0.012847263365984;0.0137161426246166;0.0314621329307556;4095;1.79999995231628;0;14;13;13;11;0;51;48
1913;314672.85;0;50;50.1109183580228;8.66109259958124;98.4186047436669;48.2000007629395;61;0.0128823006525636;0.0137571515515447;0.0315453261137009;4095;1.85000002384186;0;14;13;13;11;0;51;48
1913;314672.9;0;50;50.1109183552963;8.66109260151698;98.4194680014625;48.2000007629395;61;0.0129172438755631;0.0137979304417968;0.0316280536353588;4095;1.89999997615814;0;14;13;13;11;0;51;48
1913;314672.95;0;50;50.1109183540461;8.66109258714458;98.4165486115962;48.2000007629395;61;0.0129520958289504;0.0138384802266955;0.0317103154957294;4095;1.95000004768372;0;14;13;13;11;0;51;48
1913;314673;0;50;50.1109183645774;8.66109258751639;98.4183232942596;48.2000007629395;61;0.0129868593066931;0.0138788046315312;0.0317921191453934;4095;2;0;14;13;13;11;0;51;48
1913;314673.05;0;50;50.1109183562274;8.66109259267671;98.4172692960128;48.2000007629395;61;0.0130215343087912;0.0139189045876265;0.0318734645843506;4095;2.04999995231628;0;14;13;13;11;0;51;48
1913;314673.1;0;50;50.1109183537784;8.66109260190106;98.4186621718109;48.2000007629395;61;0.0130561236292124;0.0139587828889489;0.0319543518126011;4095;2.09999990463257;0;14;13;13;11;0;51;48
1913;314673.15;0;50;50.1109183472854;8.66109259096972;98.418892310001;48.2000007629395;61;0.0130906291306019;0.0139984432607889;0.0320347920060158;4095;2.15000009536743;0;14;13;13;11;0;51;48
1913;314673.2;0;50;50.1109183492243;8.66109260153832;98.4186672372743;48.2000007629395;61;0.0131250526756048;0.0140378884971142;0.0321147851645947;4095;2.20000004768372;0;14;13;13;11;0;51;48
1913;314673.25;0;50;50.1109183571519;8.66109258316393;98.4179995981976;48.2000007629395;61;0.0131593951955438;0.0140771204605699;0.0321943312883377;4095;2.25;0;14;13;13;11;0;51;48
1913;314673.3;0;50;50.1109183607741;8.66109259141867;98.421226253733;48.2000007629395;61;0.0131936585530639;0.0141161419451237;0.0322734378278255;4095;2.29999995231628;0;14;13;13;11;0;51;48
1913;314673.35;0;50;50.1109183468737;8.66109263217165;98.4237994207069;48.2000007629395;61;0.0132278464734554;0.0141549576073885;0.0323521085083485;4095;2.34999990463257;0;14;13;13;11;0;51;48
1913;314673.4;0;50;50.1109183574216;8.66109258042868;98.4214853644371;48.2000007629395;61;0.0132619589567184;0.0141935693100095;0.0324303470551968;4095;2.40000009536743;0;14;13;13;11;0;51;48
1913;314673.45;0;50;50.1109183462377;8.66109259888603;98.4200996588916;48.2000007629395;61;0.013295809738338;0.0142315626144409;0.0325072146952152;4095;2.45000004768372;0;14;13;13;11;0;51;48
1913;314673.5;0;50;50.1109183321616;8.66109263789816;98.4187496043742;48.2000007629395;61;0.013329591602087;0.0142693649977446;0.0325836725533009;4095;2.5;0;14;13;13;11;0;51;48
1913;314673.55;0;50;50.1109183525171;8.66109257827419;98.4201305583119;48.2000007629395;61;0.0133633064106107;0.0143069801852107;0.0326597280800343;4095;2.54999995231628;0;14;13;13;11;0;51;48
1913;314673.6;0;50;50.1109183392512;8.66109261297367;98.4235931793228;48.2000007629395;61;0.0133969550952315;0.0143444128334522;0.0327353850007057;4095;2.59999990463257;0;14;13;13;11;0;51;48
1913;314673.65;0;50;50.1109183536468;8.66109258646558;98.4187781941146;48.2000007629395;61;0.0134305404499173;0.014381667599082;0.0328106470406055;4095;2.65000009536743;0;14;13;13;11;0;51;48
1913;314673.7;0;50;50.1109183405034;8.66109260192192;98.4219159642234;48.2000007629395;61;0.0134640652686358;0.0144187482073903;0.0328855253756046;4095;2.70000004768372;0;14;13;13;11;0;51;48
1913;314673.75;0;50;50.1109183348206;8.66109264376631;98.424206876196;48.2000007629395;61;0.0134985614567995;0.014464289881289;0.0329772010445595;4095;2.75;0;14;13;13;11;0;51;48
1913;314673.8;0;50;50.1109183315878;8.66109262758309;98.4214588180184;48.2000007629395;61;0.0135330054908991;0.0145097123458982;0.0330686010420322;4095;2.79999995231628;0;14;13;13;11;0;51;48
1913;314673.85;0;50;50.1109183409314;8.6610926325294;98.4238768657669;48.2000007629395;61;0.0135674001649022;0.0145550156012177;0.0331597328186035;4095;2.84999990463257;0;14;13;13;11;0;51;48
1913;314673.9;0;50;50.1109183201001;8.66109269108003;98.4266241965815;48.2000007629395;61;0.013601747341454;0.0146002043038607;0.0332505963742733;4095;2.90000009536743;0;14;13;13;11;0;51;48
1913;314673.95;0;50;50.1109183142722;8.66109269185089;98.4279857026413;48.2000007629395;61;0.0136360479518771;0.0146452793851495;0.0333411917090416;4095;2.95000004768372;0;14;13;13;11;0;51;48
1913;314674;0;50;50.11091833039;8.66109267302585;98.4265096494928;48.2000007629395;61;0.0136703047901392;0.0146902427077293;0.0334315225481987;4095;3;0;14;13;13;11;0;51;48
1913;314674.05;0;50;50.1109183403568;8.66109268523368;98.4269623318687;48.2000007629395;61;0.0137045178562403;0.0147350961342454;0.0335215926170349;4095;3.04999995231628;0;14;13;13;11;0;51;48
1913;314674.1;0;50;50.1109183308045;8.66109271692567;98.4292367910966;48.2000007629395;61;0.0137386918067932;0.0147798443213105;0.0336114019155502;4095;3.09999990463257;0;14;13;13;11;0;51;48
1913;314674.15;0;50;50.1109184074402;8.66109241600896;98.3778793988749;48.2000007629395;61;0.0120654292404652;0.0120498640462756;0.0269786138087511;4095;2.15000009536743;0;14;13;13;11;0;51;48
1913;314674.2;0;50;50.1109183944829;8.66109242324164;98.3790719443932;48.2000007629395;61;0.0121034570038319;0.0121037373319268;0.0270896833389997;4095;2.20000004768372;0;14;13;13;11;0;51;48
1913;314674.25;0;50;50.1109184091142;8.66109238448298;98.3753486145288;48.2000007629395;61;0.0121413888409734;0.0121573777869344;0.0272002629935741;4095;2.25;0;14;13;13;11;0;51;48
1913;314674.3;0;50;50.1109184092562;8.66109239228222;98.3773844400421;48.2000007629395;61;0.0121792266145349;0.0122107919305563;0.0273103564977646;4095;2.29999995231628;0;14;13;13;11;0;51;48
1913;314674.35;0;50;50.1109183976971;8.66109240321064;98.3765842141584;48.2000007629395;61;0.0122169721871614;0.0122639816254377;0.0274199694395065;4095;2.34999990463257;0;14;13;13;11;0;51;48
1913;314674.4;0;50;50.1109184001095;8.6610924158322;98.3784555178136;48.2000007629395;61;0.0122546292841434;0.0123169515281916;0.0275291074067354;4095;2.40000009536743;0;14;13;13;11;0;51;48
1913;314674.45;0;50;50.1109184037362;8.66109240925487;98.3793799718842;48.2000007629395;61;0.0122921969741583;0.0123697035014629;0.0276377741247416;4095;2.45000004768372;0;14;13;13;11;0;51;48
1913;314674.5;0;50;50.110918398818;8.66109239272794;98.3773094350472;48.2000007629395;61;0.0123296799138188;0.0124222422018647;0.0277459733188152;4095;2.5;0;14;13;13;11;0;51;48
1913;314674.55;0;50;50.1109184034462;8.66109241784959;98.377801489085;48.2000007629395;61;0.0123670799657702;0.0124745704233646;0.0278537105768919;4095;2.54999995231628;0;14;13;13;11;0;51;48
1913;314674.6;0;50;50.1109183817704;8.66109248304101;98.3861288363114;48.2000007629395;61;0.0119395218789577;0.0127288624644279;0.0288408659398556;4095;1.60000002384186;0;14;13;13;11;0;51;48
1913;314674.65;0;50;50.1109183654918;8.66109247353779;98.3850700967014;48.2000007629395;61;0.0119776437059045;0.012779432348907;0.0289442129433155;4095;1.64999997615814;0;14;13;13;11;0;51;48
1913;314674.7;0;50;50.1109183559078;8.66109252629461;98.3900540126488;48.2000007629395;61;0.0120156528428197;0.0128297917544842;0.029047142714262;4095;1.70000004768372;0;14;13;13;11;0;51;48
1913;314674.75;0;50;50.1109183784951;8.66109248481157;98.3876929013059;48.2000007629395;61;0.0120535520836711;0.0128799472004175;0.0291496608406305;4095;1.75;0;14;13;13;11;0;51;48
1913;314674.8;0;50;50.1109183547788;8.66109251066909;98.3862708257511;48.2000007629395;61;0.0120913442224264;0.012929898686707;0.0292517654597759;4095;1.79999995231628;0;14;13;13;11;0;51;48
1913;314674.85;0;50;50.1109183582156;8.6610925106813;98.3854605006054;48.2000007629395;61;0.0121290292590857;0.012979649938643;0.0293534677475691;4095;1.85000002384186;0;14;13;13;11;0;51;48
1913;314674.9;0;50;50.1109183650588;8.66109251134896;98.3882716912776;48.2000007629395;61;0.0121666109189391;0.0130292009562254;0.0294547602534294;4095;1.89999997615814;0;14;13;13;11;0;51;48
1913;314674.95;0;50;50.11091835783;8.66109251588741;98.3873225767165;48.2000007629395;61;0.0122040901333094;0.0130785554647446;0.0295556541532278;4095;1.95000004768372;0;14;13;13;11;0;51;48
1913;314675;0;50;50.110918355563;8.66109251834334;98.3872712431476;48.2000007629395;61;0.012241467833519;0.0131277162581682;0.029656145721674;4095;2;0;14;13;13;11;0;51;48
1913;314675.05;0;50;50.1109183456311;8.66109252612985;98.3868553740904;48.2000007629395;61;0.0123141268268228;0.0132249305024743;0.029855839908123;4095;2.04999995231628;0;13;12;12;11;0;51;48
1913;314675.1;0;50;50.1109183575552;8.66109248928155;98.3846753798425;48.2000007629395;61;0.0123517559841275;0.0132750691846013;0.0299587156623602;4095;2.09999990463257;0;13;12;12;11;0;51;48
1913;314675.15;0;50;50.1109183558462;8.66109250944739;98.3875047210604;48.2000007629395;61;0.0123893236741424;0.0133252535015345;0.0300616715103388;4095;2.15000009536743;0;13;12;12;11;0;51;48
1913;314675.2;0;50;50.1109183502295;8.66109250380435;98.3848282750696;48.2000007629395;61;0.0124268047511578;0.0133752739056945;0.0301642827689648;4095;2.20000004768372;0;13;12;12;11;0;51;48
1913;314675.25;0;50;50.1109183435241;8.66109252137622;98.3887241072953;48.2000007629395;61;0.0124642010778189;0.0134251322597265;0.0302665513008833;4095;2.25;0;13;12;12;11;0;51;48
1913;314675.3;0;50;50.1109183539518;8.66109252508801;98.3856603922322;48.2000007629395;61;0.0125015154480934;0.0134748304262757;0.0303684789687395;4095;2.29999995231628;0;13;12;12;11;0;51;48
1913;314675.35;0;50;50.1109183488815;8.66109250044919;98.3853524075821;48.2000007629395;61;0.012538748793304;0.0135243721306324;0.0304700713604689;4095;2.34999990463257;0;13;12;12;11;0;51;48
1913;314675.4;0;50;50.1109183519669;8.66109248946547;98.3854675935581;48.2000007629395;61;0.0125759029760957;0.0135737601667643;0.0305713322013617;4095;2.40000009536743;0;13;12;12;11;0;51;48
1913;314675.45;0;50;50.1109183491821;8.66109249267894;98.3843048186973;48.2000007629395;61;0.0126129817217588;0.013622997328639;0.030672263354063;4095;2.45000004768372;0;13;12;12;11;0;51;48
1913;314675.5;0;50;50.1109183559597;8.66109251421543;98.3853581435978;48.2000007629395;61;0.0126499850302935;0.0136720864102244;0.0307728685438633;4095;2.5;0;13;12;12;11;0;51;48
1913;314675.55;0;50;50.1109183504105;8.66109247034886;98.3850438306108;48.2000007629395;61;0.0126869175583124;0.0137210292741656;0.0308731533586979;4095;2.54999995231628;0;13;12;12;11;0;51;48
1913;314675.6;0;50;50.1109183519515;8.66109247444577;98.3838189858943;48.2000007629395;61;0.0127237783744931;0.0137698305770755;0.030973119661212;4095;2.59999990463257;0;13;12;12;11;0;51;48
1913;314675.65;0;50;50.1109183422823;8.66109251574878;98.3882399471477;48.2000007629395;61;0.0127605721354485;0.0138184921815991;0.0310727711766958;4095;2.65000009536743;0;13;12;12;11;0;51;48
1913;314675.7;0;50;50.1109183466128;8.66109250394666;98.3838794715703;48.2000007629395;61;0.012797299772501;0.0138670159503818;0.0311721116304398;4095;2.70000004768372;0;13;12;12;11;0;51;48
1913;314675.75;0;50;50.1109183514281;8.66109246509148;98.3835777323693;48.2000007629395;61;0.0128339631482959;0.0139154056087136;0.0312711410224438;4095;2.75;0;13;12;12;11;0;51;48
1913;314675.8;0;50;50.110918337269;8.66109250369046;98.3855430111289;48.2000007629395;61;0.0128705650568008;0.0139636630192399;0.0313698686659336;4095;2.79999995231628;0;13;12;12;11;0;51;48
1913;314675.85;0;50;50.1109183546908;8.66109249123508;98.3839595364407;48.2000007629395;61;0.012907107360661;0.0140117928385735;0.0314682945609093;4095;2.84999990463257;0;13;12;12;11;0;51;48
1913;314675.9;0;50;50.1109183144879;8.66109254882015;98.3959231413901;48.2000007629395;61;0.0123422387987375;0.0134095791727304;0.0311067570000887;4095;1.89999997615814;0;13;12;12;11;0;51;48
1913;314675.95;0;50;50.1109183127988;8.66109253257115;98.3976595653221;48.2000007629395;61;0.0123797291889787;0.013459119014442;0.0312057472765446;4095;1.95000004768372;0;13;12;12;11;0;51;48
1913;314676;0;50;50.110918293942;8.66109255810914;98.3955645086244;48.2000007629395;61;0.0124171283096075;0.0135084921494126;0.0313044190406799;4095;2;0;13;12;12;12;0;51;48
1913;314676.05;0;50;50.1109183002466;8.66109257568002;98.3971675755456;48.2000007629395;61;0.0124544370919466;0.0135577023029327;0.0314027816057205;4095;2.04999995231628;0;13;12;12;12;0;51;48
1913;314676.1;0;50;50.1109183193353;8.6610925058915;98.3928015669808;48.2000007629395;61;0.0124916667118669;0.0136068109422922;0.0315009467303753;4095;2.09999990463257;0;13;12;12;12;0;51;48
1913;314676.15;0;50;50.1109183068187;8.66109253341788;98.3951413761824;48.2000007629395;61;0.0125288106501102;0.0136557640507817;0.0315988101065159;4095;2.15000009536743;0;13;12;12;12;0;51;48
1913;314676.2;0;50;50.1109183088075;8.66109253902001;98.3970162952319;48.2000007629395;61;0.0125658717006445;0.0137045634910464;0.0316963754594326;4095;2.20000004768372;0;13;12;12;12;0;51;48
1913;314676.25;0;50;50.1109183082806;8.66109252386507;98.3927206322551;48.2000007629395;61;0.0126028507947922;0.0137532111257315;0.0317936390638351;4095;2.25;0;13;12;12;12;0;51;48
1913;314676.3;0;50;50.1109182977448;8.66109255413681;98.3928582938388;48.2000007629395;61;0.012639750726521;0.0138017097488046;0.0318906120955944;4095;2.29999995231628;0;13;12;12;12;0;51;48
1913;314676.35;0;50;50.1109183086282;8.66109249121755;98.391852834262;48.2000007629395;61;0.0126765724271536;0.013850063085556;0.0319872871041298;4095;2.34999990463257;0;13;12;12;12;0;51;48
1913;314676.4;0;50;50.1109183057078;8.66109252263879;98.3937637051567;48.2000007629395;61;0.0127133196219802;0.013898272998631;0.0320836752653122;4095;2.40000009536743;0;13;12;12;12;0;51;48
1913;314676.45;0;50;50.1109183083534;8.66109252890362;98.3942332053557;48.2000007629395;61;0.0127499932423234;0.0139463422819972;0.0321797803044319;4095;2.45000004768372;0;14;12;12;12;0;51;48
1913;314676.5;0;50;50.1109183089886;8.66109250947102;98.3917161589488;48.2000007629395;61;0.0127865895628929;0.0139942737296224;0.0322755724191666;4095;2.5;0;14;13;13;12;0;51;48
1913;314676.55;0;50;50.1109183054701;8.66109252066146;98.3913904270157;48.2000007629395;61;0.0128231132403016;0.0140420673415065;0.0323710590600967;4095;2.54999995231628;0;14;13;13;12;0;51;48
1913;314676.6;0;50;50.1109182913221;8.66109255832215;98.3967832336202;48.2000007629395;61;0.0128595698624849;0.014089728705585;0.0324662700295448;4095;2.59999990463257;0;14;13;13;12;0;51;48
1913;314676.65;0;50;50.1109182892;8.66109255106861;98.3951791571453;48.2000007629395;61;0.0128959594294429;0.0141372578218579;0.0325611978769302;4095;2.65000009536743;0;14;13;13;12;0;51;48
1913;314676.7;0;50;50.1109183355452;8.6610924651815;98.3911232091486;48.2000007629395;61;0.0121074412018061;0.0131524987518787;0.0305439867079258;4095;1.70000004768372;0;14;13;13;12;0;51;48
1913;314676.75;0;50;50.1109183260129;8.66109247659411;98.3917629709467;48.2000007629395;61;0.0121455611661077;0.0132029121741652;0.0306446328759193;4095;1.75;0;14;13;13;12;0;51;48
1913;314676.8;0;50;50.1109183306232;8.66109247705453;98.3924569562078;48.2000007629395;61;0.012183578684926;0.0132531458511949;0.030744943767786;4095;1.79999995231628;0;14;13;13;12;0;51;48
1913;314676.85;0;50;50.1109183391117;8.66109245933064;98.3902642568573;48.2000007629395;61;0.0122214965522289;0.0133032025769353;0.030844921246171;4095;1.85000002384186;0;14;13;13;12;0;51;48
1913;314676.9;0;50;50.1109183284229;8.66109246368596;98.3921215487644;48.2000007629395;61;0.0122593156993389;0.0133530823513865;0.0309445634484291;4095;1.89999997615814;0;14;13;13;12;0;51;48
1913;314676.95;0;50;50.1109183333582;8.66109245679888;98.3922279644758;48.2000007629395;61;0.0122970389202237;0.0134027898311615;0.031043877825141;4095;1.95000004768372;0;14;13;13;12;0;51;48
1913;314677;0;50;50.1109183315867;8.66109245889966;98.3922989666462;48.2000007629395;61;0.0123346671462059;0.013452329672873;0.031142869964242;4095;2;0;14;13;13;12;0;51;48
1913;314677.05;0;50;50.1109183387716;8.66109244575618;98.3914843481034;48.2000007629395;61;0.0123722041025758;0.0135017018765211;0.031241538003087;4095;2.04999995231628;0;14;13;13;12;0;51;48
1913;314677.1;0;50;50.1109183274926;8.66109245573468;98.3909674044698;48.2000007629395;61;0.0124096497893333;0.0135509120300412;0.0313398875296116;4095;2.09999990463257;0;14;13;13;12;0;51;48
1913;314677.15;0;50;50.1109183177216;8.66109252027486;98.3953736340627;48.2000007629395;61;0.0124470079317689;0.0135999573394656;0.0314379185438156;4095;2.15000009536743;0;14;13;13;12;0;51;48
1913;314677.2;0;50;50.1109183302674;8.66109247683304;98.391430365853;48.2000007629395;61;0.0124842785298824;0.0136488452553749;0.0315356366336346;4095;2.20000004768372;0;14;13;13;12;0;51;48
1913;314677.25;0;50;50.1109183232743;8.66109251290298;98.3952796095982;48.2000007629395;61;0.0125214653089643;0.0136975767090917;0.0316330417990685;4095;2.25;0;14;13;13;12;0;51;48
1913;314677.3;0;50;50.1109183806153;8.66109246308754;98.3956933738664;48.2000007629395;61;0.0116815119981766;0.0126547329127789;0.0292975436896086;4095;1.29999995231628;0;14;13;13;12;0;51;48
1913;314677.35;0;50;50.1109183965224;8.66109245354158;98.3961632680148;48.2000007629395;61;0.0117209097370505;0.0127071449533105;0.0294026024639606;4095;1.35000002384186;0;14;13;13;12;0;51;48
1913;314677.4;0;50;50.1109183938549;8.66109243258577;98.3954362999648;48.2000007629395;61;0.011760194785893;0.0127593521028757;0.0295073408633471;4095;1.39999997615814;0;14;13;13;12;0;51;48
1913;314677.45;0;50;50.1109183768265;8.66109244902547;98.3941692020744;48.2000007629395;61;0.0117993615567684;0.0128113562241197;0.0296117030084133;4095;1.45000004768372;0;14;13;13;12;0;51;48
1913;314677.5;0;50;50.1109183822544;8.66109245769581;98.3934641052037;48.2000007629395;61;0.0118384100496769;0.0128631591796875;0.02971569634974;4095;1.5;0;15;13;13;12;0;51;48
1913;314677.55;0;50;50.1109183858603;8.6610924578567;98.3941262597218;48.2000007629395;61;0.0118773151189089;0.0129146575927734;0.0298191010951996;4095;1.54999995231628;0;15;14;14;12;0;51;48
1913;314677.6;0;50;50.1109183879624;8.66109244790126;98.3974161474034;48.2000007629395;61;0.0119161047041416;0.0129659594967961;0.0299221351742744;4095;1.60000002384186;0;15;14;14;12;0;51;48
1913;314677.65;0;50;50.1109183754697;8.66109242392365;98.3916055224836;48.2000007629395;61;0.0119547825306654;0.0130170658230782;0.0300248041749001;4095;1.64999997615814;0;15;14;14;12;0;51;48
