GPSWeek [weeks];GPSSecondsOfWeek [s];Longitude (GT Lon) [deg];Longitude Cov (GT Lon Cov) [deg];Latitude (GT Lat) [deg];Latitude Cov (GT Lat Cov) [deg];Height above ellipsoid (GT Height) [m];Height above ellipsoid Cov (GT Height Cov) [m];Heading (0° = East, counterclockwise) - (GT Heading) [rad];Heading Cov (0° = East, counterclockwise) - (GT Heading Cov) [rad];Acceleration (GT Acceleration) [ms^2];Acceleration Cov (GT Acceleration Cov) [ms^2];Velocity (GT Velocity) [m/s];Velocity Cov (GT Velocity Cov) [m/s];Yaw-Rate (GT Yaw-rate) [rad/s];Yaw-Rate Cov (GT Yaw-rate Cov) [rad/s];GPS time of week of the navigation epoch (iTOW) [ms];Longitude (lon) [deg];Latitude (lat) [deg];Height above ellipsoid (height) [m];Height above mean sea level (hMSL) [m];Horizontal accuracy estimate (hAcc) [m];Vertical accuracy estimate (vAcc) [m]
1900;130929.9;13.396217344469;1.21941931586494E-05;52.5116591902275;9.42426566641052E-05;75.445989052358;1.28394978417851E-05;-3.03639845996747;4.31646011733733E-06;0.0466573350537759;0.00524408118060285;0.0141451979701124;0.000343240194149932;8.69077010588063E-05;2.23565499879035E-06;130929900;13.3962129;52.511684;84.711;42.546;0.826;-1
1900;130930.1;13.3962171707456;8.87342126256771E-06;52.5116591516698;3.92274209277068E-05;75.445185494082;1.28808119249169E-05;-3.03641750744083;4.29790859796109E-06;0.0665146099914476;0.00549281416387744;0.0251751900263086;0.000295372482009142;-4.03659674172268E-05;2.23582978625026E-06;130930100;13.3962129;52.511684;84.714;42.549;0.826;-1
1900;130930.3;13.3962171066116;6.91179937192332E-06;52.5116590977134;3.55974688517767E-05;75.4443225982601;1.29339686288236E-05;-3.0365258648026;4.27454263007832E-06;0.0981290450603695;0.00589707314180572;0.0409378851247126;0.000218009807247635;-0.000667460334533718;2.23604790008378E-06;130930300;13.3962127;52.511684;84.703;42.538;0.826;-1
1900;130930.5;13.3962169695014;8.48262594327745E-06;52.5116590121043;5.75457651650487E-05;75.4434307864241;1.29997001368064E-05;-3.03655607489202;4.25235096757071E-06;0.230304896297263;0.0053823401691055;0.0706055993954648;0.000207806466949939;-0.00026410446579308;2.23632200299777E-06;130930500;13.3962124;52.5116843;84.698;42.533;0.826;-1
1900;130930.7;13.3962164133318;8.27531770712842E-05;52.5116590674501;0.000126186485772553;75.442540136821;1.30770392816911E-05;3.24655403753253;4.22799957550124E-06;0.509143512772311;0.00437341290872258;0.143209583380256;0.000216034240169343;-4.02114109313676E-05;2.2366725331363E-06;130930700;13.396212;52.5116843;84.718;42.553;0.826;-1
1900;130930.9;13.3962156196853;1.28097160961155E-05;52.5116590408301;2.15003071508124E-05;75.4416836714372;1.31645212620584E-05;-3.03658453120013;4.1821968981004E-06;0.777330572185747;0.0349002082487047;0.27175381046618;0.000193377933173383;-0.000437712684721703;1.97669619688554E-06;130930900;13.3962113;52.5116841;84.755;42.59;0.826;-1
1900;130931.1;13.3962145428374;9.35198702796093E-06;52.5116591197114;4.94065645841247E-324;75.4409030323373;1.32587889433632E-05;-3.03652612497903;4.11344296553928E-06;0.965488732707675;0.00518118413965741;0.448715216750427;0.000140924252867895;0.00106120611900429;2.63805498258221E-06;130931100;13.3962102;52.5116845;84.726;42.562;0.826;-1
1900;130931.3;13.3962129739581;7.63906792349498E-06;52.5116590268212;4.57204498625737E-05;75.44024736512;1.3360617453952E-05;-3.03613325766472;4.04080629705719E-06;1.02648818631617;0.00514612265573997;0.649154603063424;0.000139300890029605;0.00248443024228649;2.64041612433879E-06;130931300;13.3962087;52.511685;84.662;42.497;0.826;-1
1900;130931.5;13.3962107704197;1.34547905816369E-05;52.5116589331192;5.23936542301407E-05;75.4397642547224;1.34682785837959E-05;-3.03567990702513;3.96436932754117E-06;1.0404820350826;0.00454537519020086;0.856090593501617;0.000191333123331076;0.0018394925393443;2.6426624001302E-06;130931500;13.3962064;52.5116843;84.672;42.507;0.826;-1
1900;130931.7;13.3962078625471;1.44212465286568E-05;52.5116585840319;3.3558276536086E-05;75.4394823283522;1.35762376295046E-05;-3.03551286246024;3.88450738696231E-06;1.06347195258419;0.00453512967059103;1.06642838155956;0.000188091227340901;0.00187341839358566;2.64479625641233E-06;130931700;13.3962034;52.5116839;84.686;42.521;0.825;-1
1900;130931.9;13.3962044377911;7.95219002824202E-06;52.5116583063341;5.19740141670676E-05;75.4394069113596;1.36740731850473E-05;-3.03449017872973;3.80168918684247E-06;1.07653905991675;0.00487805801773288;1.28084536131772;0.000124850199348177;0.00478025148595688;2.64681125969846E-06;130931900;13.3962002;52.5116835;84.663;42.498;0.824;-1
1900;130932.1;13.396200382122;6.56216104286196E-06;52.511658054179;6.3869195812427E-05;75.4395280331605;1.3747208058753E-05;-3.03315136062734;3.71627360103394E-06;1.07126976809473;0.00449687947893729;1.49532051710796;8.86868888724885E-05;0.0083747795667364;2.64874023973013E-06;130932100;13.3961961;52.5116831;84.688;42.523;0.823;-1
1900;130932.3;13.3961956904355;6.64522727319486E-06;52.5116576786604;4.94065645841247E-324;75.4398138010064;1.38108395700256E-05;-3.03038955388469;3.62881656123387E-06;1.13359991735335;0.0040770208640986;1.71445242237356;8.12251851352569E-05;0.0239299667947682;2.41127600488051E-06;130932300;13.3961914;52.5116831;84.667;42.502;0.824;-1
1900;130932.5;13.396190351642;6.84198813003994E-06;52.5116571475523;4.82977440321949E-05;75.4402166585383;1.38980057790693E-05;-3.02533959605016;3.54001995498532E-06;1.22839521806988;0.00405869114712749;1.9510622499351;7.99508066255582E-05;0.0166190913401764;2.41280034051226E-06;130932500;13.3961863;52.5116837;84.561;42.396;0.825;-1
1900;130932.7;13.396184300049;6.77570317586501E-06;52.5116565963985;6.41697644354057E-05;75.4406925754483;1.39937715308714E-05;-3.02099639167855;3.45015930095465E-06;1.23987651646895;0.00404104883542946;2.19953053643582;8.04412914814092E-05;0.0293983194540665;2.41421423609565E-06;130932700;13.3961801;52.511683;84.613;42.448;0.824;-1
1900;130932.9;13.3961775209932;6.72292042060968E-06;52.5116560486035;5.48441900721377E-05;75.4411925955531;1.40863327105352E-05;-3.01485886857383;3.35956982757242E-06;1.19502125314837;0.00404744590746704;2.44334659587742;7.98576515491504E-05;0.0250038068557512;2.41551075964247E-06;130932900;13.3961734;52.5116823;84.613;42.448;0.824;-1
1900;130933.1;13.3961700554;6.58685952594428E-06;52.5116553711024;4.74073484647473E-05;75.4416656303257;1.41688043521209E-05;-3.00875408096646;3.26854329853302E-06;1.13446337852487;0.00404265877458627;2.67622595821397;8.03726687551988E-05;0.0363783760385248;2.4167377064185E-06;130933100;13.3961661;52.5116815;84.604;42.44;0.825;-1
1900;130933.3;13.396161924033;6.69779338961247E-06;52.5116546467799;5.89081503844027E-05;75.4420674127146;1.42399398604636E-05;-3.00191047320207;3.17732724006152E-06;1.0884993617548;0.00403429219510945;2.89841848667854;8.08459166518656E-05;0.0337563862736622;2.41785000203587E-06;130933300;13.3961584;52.511681;84.59;42.425;0.826;-1
1900;130933.5;13.3961531803935;6.77454287575002E-06;52.5116539436006;7.35014789589492E-05;75.4423639598124;1.43030867430762E-05;-2.9948840366586;3.08626397911108E-06;1.03265043963676;0.00412723600496604;3.11115900450478;8.04977961488754E-05;0.0389389042092473;2.41884538039392E-06;130933500;13.3961495;52.51168;84.656;42.491;0.826;-1
1900;130933.7;13.3961438647236;6.59421294568939E-06;52.5116529941822;7.61181264857635E-05;75.4425196134103;1.43628922483253E-05;-2.98795311315677;2.99554748538794E-06;0.930018643120764;0.00422859366223991;3.30774931066769;9.02603101451773E-05;0.0277303117286;2.41976396605862E-06;130933700;13.3961402;52.5116797;84.622;42.458;0.826;-1
1900;130933.9;13.3961340131768;8.07715859330016E-06;52.5116518843437;0.000104095926431883;75.4424979908371;1.44252031630794E-05;-2.98421589631024;2.90544077769757E-06;0.771967908918933;0.00414889436693461;3.47869968679615;0.000115261414664093;0.0102067188242865;2.42060989386369E-06;130933900;13.3961304;52.5116795;84.603;42.438;0.826;-1
1900;130934.1;13.3961237484875;1.25984844268518E-05;52.5116507604752;5.54288458253036E-05;75.4422582481599;1.44983321854257E-05;-2.98407852511498;2.81606884215505E-06;0.607329139850785;0.00408389311434331;3.6163867410506;0.000128117097912956;-0.00644212623208859;2.42138866956083E-06;130934100;13.3961203;52.5116787;84.556;42.391;0.827;-1
1900;130934.3;13.3961130954651;7.62779018499629E-06;52.5116495599094;7.98139455587994E-06;75.4417597209018;1.45920937595949E-05;-2.98630725740666;2.72766622133289E-06;0.477435296251994;0.00442612459147733;3.72379789267081;0.000112655869374811;-0.0127802114486695;2.54656788087598E-06;130934300;13.3961096;52.5116787;84.505;42.34;0.827;-1
1900;130934.5;13.3961021568744;6.69763341374027E-06;52.5116482840008;2.78174635334995E-05;75.4409466008244;1.46721733530848E-05;-2.98917105209271;2.64028141763625E-06;0.461411097614739;0.00448999837907774;3.81487623056079;9.09834211835422E-05;-0.0191647388527322;2.54712893885486E-06;130934500;13.3960986;52.5116772;84.534;42.369;0.828;-1
1900;130934.7;13.3960909448914;6.6067412339288E-06;52.5116471205078;3.97472645371926E-05;75.4397784375364;1.47338748433284E-05;-2.99390418668841;2.55407508455324E-06;0.650488497651213;0.00441044021623965;3.92301721898824;8.25826077431122E-05;-0.0289289905598943;2.5476731097803E-06;130934700;13.3960873;52.5116756;84.6;42.435;0.83;-1
1900;130934.9;13.3960793362383;6.59721959662417E-06;52.5116459996401;5.58982798492459E-05;75.4382437293648;1.47851803487563E-05;-3.00008413620922;2.46913183867065E-06;0.941519762934824;0.00435930379853284;4.08214470732687;8.21390550814892E-05;-0.031881214245044;2.54812591105271E-06;130934900;13.3960756;52.511674;84.676;42.511;0.831;-1
1900;130935.1;13.3960671508861;6.36368281286694E-06;52.5116451060389;4.94065645841247E-324;75.4363609332602;1.48293518484316E-05;-3.00606581847374;2.38571105044873E-06;1.19798324938286;0.0043433310875813;4.29726099229885;8.32681618671403E-05;-0.0289440096221041;2.5484081463912E-06;130935100;13.3960634;52.5116731;84.668;42.503;0.831;-1
1900;130935.3;13.396054285885;6.55450732027326E-06;52.5116439617486;2.38227367889697E-05;75.4341625019545;1.48668098998973E-05;-3.0114373993061;2.30405337052149E-06;1.31047717425889;0.0043418521745652;4.55098254442621;8.40751546719151E-05;-0.0271422151633494;2.54858385914138E-06;130935300;13.39605;52.5116722;84.726;42.561;0.831;-1
1900;130935.5;13.3960406318588;6.86526855180246E-06;52.5116427751255;9.39101283696763E-06;75.4316827410393;1.48956812601334E-05;-3.01662442995505;2.22411778439903E-06;1.29231266053167;0.00436871597628075;4.81186938080083;8.38199913441211E-05;-0.0223947931153378;2.54877625490722E-06;130935500;13.3960356;52.5116715;84.771;42.606;0.832;-1
1900;130935.7;13.3960262117637;6.89833208542992E-06;52.5116415034425;4.94065645841247E-324;75.4289524099592;1.49121257319449E-05;-3.02139914345936;2.14611787742746E-06;1.25086109140099;0.00435989167233081;5.0658323722806;8.38956339320728E-05;-0.0260048976045008;2.54878499893877E-06;130935700;13.3960209;52.5116703;84.856;42.691;0.831;-1
1900;130935.9;13.3960110631806;6.75004617796309E-06;52.5116401706884;1.52784228808911E-05;75.4260025217524;1.49120902300291E-05;-3.02633001562701;2.07026460274401E-06;1.24160411307209;0.00437986257825543;5.31458523145795;8.37516155758472E-05;-0.0230191194730091;2.54867399512042E-06;130935900;13.3960061;52.5116695;84.795;42.63;0.831;-1
1900;130936.1;13.3959951781413;6.83480066254737E-06;52.511638769896;2.09341983531283E-06;75.4228658029146;1.48930613789628E-05;-3.03044778770361;1.99669820931056E-06;1.2259662956069;0.00436400379082535;5.56199573859514;8.4161639809089E-05;-0.021670937040567;2.54846089951123E-06;130936100;13.3959905;52.5116684;84.729;42.564;0.831;-1
1900;130936.3;13.3959785666269;6.8686910016418E-06;52.5116374606587;4.28745887770852E-05;75.4195754112863;1.48553258975969E-05;-3.03471697924833;1.92539818218483E-06;1.14365292303553;0.00434738181626541;5.80052927596358;8.43023371507196E-05;-0.0215197916733355;2.54825953003803E-06;130936300;13.3959741;52.5116669;84.729;42.563;0.832;-1
1900;130936.5;13.3959612887667;6.80756225393451E-06;52.5116361370298;3.26847383805725E-05;75.4161649899602;1.48006618225429E-05;-3.03796323258549;1.85653418110998E-06;0.961842508961495;0.00435108599369432;6.01281885171358;8.36724244936705E-05;-0.0131081346666471;2.54787954204971E-06;130936500;13.3959568;52.5116646;84.862;42.697;0.833;-1
1900;130936.7;13.3959434161158;6.73494570829739E-06;52.5116349256016;6.33628484563131E-07;75.4126721739854;1.47303971465459E-05;-3.04106813703909;1.79017179495596E-06;0.714394579612333;0.00432548310819488;6.18002031647693;8.3725226105204E-05;-0.0149076996386411;2.54735177533201E-06;130936700;13.3959393;52.5116634;84.809;42.644;0.834;-1
1900;130936.9;13.395925150672;6.89982448515523E-06;52.5116335724864;3.92541196838128E-05;75.4091367293659;1.46463422770028E-05;-3.0439070984269;1.72650380167947E-06;0.558976951781196;0.00433907208139148;6.30546727746678;8.27189045246543E-05;-0.0151486122065489;2.54680690234588E-06;130936900;13.395921;52.5116623;84.809;42.644;0.835;-1
1900;130937.1;13.3959065311197;6.64674003296473E-06;52.511632301316;3.18615838884092E-05;75.4056003335715;1.45520658772914E-05;-3.04633436962749;1.66539437253408E-06;0.539276710230579;0.00435967904686832;6.41334380933907;8.24797543054305E-05;-0.0104096579663861;2.54629058299862E-06;130937100;13.3959023;52.5116606;84.894;42.729;0.834;-1
1900;130937.3;13.3958875788207;6.4566252895897E-06;52.5116312677568;3.742058711165E-05;75.4021076727984;1.44538622179686E-05;-3.04742627025824;1.60678505701082E-06;0.569373540278999;0.00432114931904228;6.52482379517361;8.33936695433166E-05;-0.00354084361908184;2.54569384281199E-06;130937300;13.3958835;52.5116593;84.909;42.744;0.834;-1
1900;130937.5;13.3958682791914;6.58894951378936E-06;52.5116301146124;4.94065645841247E-324;75.3986985209219;1.43592460141559E-05;-3.04894602605176;1.5507532764314E-06;0.532416292379923;0.00434498693756673;6.63593180918459;8.24227917756306E-05;-0.0141338038848641;2.54501377477879E-06;130937500;13.3958643;52.5116578;84.896;42.731;0.834;-1
1900;130937.7;13.3958487055128;6.4924142507917E-06;52.5116288197379;1.02817594267463E-05;75.3953949883076;1.42729665805795E-05;-3.04957583076285;1.49730215484373E-06;0.426709385407468;0.00432733141348321;6.73250097677394;8.17342758901602E-05;-0.000678560146141264;2.54434954036238E-06;130937700;13.3958452;52.5116568;84.802;42.637;0.834;-1
1900;130937.9;13.3958288817926;6.63073259306074E-06;52.5116274655466;1.67814934256365E-05;75.3922030508738;1.41973206857294E-05;-3.05036789201933;1.44636229081148E-06;0.299595507128966;0.00435794942861679;6.80494209181438;8.10738533353089E-05;-0.00318353018300117;2.54362193092492E-06;130937900;13.3958259;52.5116554;84.715;42.549;0.834;-1
1900;130938.1;13.3958088697206;6.6233785187923E-06;52.5116260272974;3.82983209809669E-05;75.3891137111978;1.41339141600802E-05;-3.05085694418039;1.39800595673738E-06;0.208196839527056;0.00431534096477855;6.85455447436136;8.22015203049962E-05;-0.0034385873410344;2.54281675285324E-06;130938100;13.3958057;52.5116536;84.754;42.589;0.833;-1
1900;130938.3;13.3957887393948;6.47372886747066E-06;52.5116246872961;2.51169237312214E-06;75.3860956922654;1.40846770251623E-05;-3.05183184471112;1.35211905434553E-06;0.181500408605857;0.00430310961455942;6.89274626107093;8.17357060166645E-05;-0.00771176116016133;2.54199599532773E-06;130938300;13.3957856;52.511652;84.785;42.62;0.833;-1
1900;130938.5;13.395768495948;6.46240360985814E-06;52.5116233360066;2.09256391732437E-05;75.3831013649159;1.40496392974928E-05;-3.05234410959008;1.30871096696513E-06;0.22285183918484;0.00430999266007553;6.93217269039311;8.0397399885188E-05;-0.00402883839861166;2.54117338550753E-06;130938500;13.3957656;52.5116508;84.747;42.582;0.833;-1
1900;130938.7;13.3957481118443;6.49529232081985E-06;52.5116219374697;1.20387664510444E-05;75.3800778490591;1.40258671225062E-05;-3.05380199405217;1.26777392403509E-06;0.290574964147423;0.00430278065546927;6.98302955600099;7.99341442450921E-05;-0.00841709992312822;2.54025831576913E-06;130938700;13.3957454;52.5116491;84.736;42.571;0.833;-1
1900;130938.9;13.3957275653451;6.2943364396423E-06;52.5116206336967;4.94065645841247E-324;75.3769744371727;1.40091905043808E-05;-3.05468154081435;1.2290469317418E-06;0.360608674474957;0.00431400315614972;7.0485173162179;7.94387337282709E-05;-0.0066244447607603;2.53956083984342E-06;130938900;13.395725;52.5116479;84.773;42.608;0.833;-1
1900;130939.1;13.3957067922345;6.2108367473399E-06;52.5116192872877;6.02952266790443E-05;75.3737531663273;1.39960172827552E-05;-3.05595130261278;1.19250449389212E-06;0.421492139809915;0.00432291526742244;7.12695452390212;8.04591346555E-05;-0.00845720511461222;2.53879409026368E-06;130939100;13.3957042;52.511647;84.691;42.525;0.833;-1
1900;130939.3;13.395685780951;6.24376935877017E-06;52.5116180367492;4.55060614466434E-05;75.3703974855265;1.39847195622912E-05;-3.05681322466722;1.15809311522054E-06;0.435066787967565;0.00430122722717151;7.21379372940742;8.25496065712143E-05;-0.0027768701576248;2.53799680933882E-06;130939300;13.3956832;52.511646;84.685;42.52;0.833;-1
1900;130939.5;13.3956645132972;6.42369845007865E-06;52.511616846499;1.10922659042765E-05;75.3668951854802;1.39751415188072E-05;-3.05845946898606;1.1256924234553E-06;0.411122890429185;0.00432682517888508;7.29945453744762;8.17084308436469E-05;-0.00993444155463227;2.53719905153677E-06;130939500;13.3956619;52.5116446;84.659;42.493;0.833;-1
1900;130939.7;13.3956430171405;6.41157763991374E-06;52.5116156538186;2.66133902360768E-06;75.3632326863765;1.39658681758645E-05;-3.05878562589624;1.09524228287419E-06;0.338514388364967;0.0043086398779971;7.37529124945943;8.2500298004563E-05;-0.00382659431162085;2.53639941654977E-06;130939700;13.3956401;52.5116433;84.696;42.53;0.833;-1
1900;130939.9;13.3956213053329;6.81642518706827E-06;52.5116142785403;2.23150860342056E-05;75.3594088153444;1.39546850434671E-05;-3.06003162532064;1.0667627373658E-06;0.286187625050552;0.00432276255225019;7.43704925548718;8.18471566514076E-05;-0.0057630294602716;2.53561554939236E-06;130939900;13.3956185;52.5116422;84.612;42.447;0.833;-1
1900;130940.1;13.3955994301641;6.77797561934772E-06;52.5116129774157;5.30594677489648E-05;75.3554435960928;1.39400731921576E-05;-3.06063952151389;1.04003168657717E-06;0.281422479649365;0.00433456917340468;7.49288732335084;8.06835023296801E-05;-0.00263207229334628;2.53493459986965E-06;130940100;13.3955966;52.5116406;84.638;42.472;0.833;-1
1900;130940.3;13.3955773763174;6.50189891258202E-06;52.5116118805965;2.12836619061115E-05;75.351375533804;1.39224313612314E-05;-3.06152981825263;1.01496063792544E-06;0.326542057755229;0.00430173949906091;7.55347573164553;8.09506935790263E-05;-0.00336043456947071;2.53420155427266E-06;130940300;13.3955744;52.5116395;84.681;42.516;0.834;-1
1900;130940.5;13.3955551326911;6.13277524326247E-06;52.511610508415;1.37437375475489E-05;75.3472546987432;1.39044940946701E-05;-3.06263596789764;9.91546133833988E-07;0.352534466868094;0.00431485268164154;7.62202843604345;8.09806726049152E-05;-0.00860653809088672;2.53348399285042E-06;130940500;13.3955524;52.5116377;84.716;42.551;0.834;-1
1900;130940.7;13.395532670545;6.36090523303168E-06;52.5116092382697;4.94065645841247E-324;75.3431162692033;1.38887312671384E-05;-3.06274558058715;9.69754359503419E-07;0.335892649277368;0.00428787814831047;7.69122942724246;8.19430873874048E-05;0.00234361090166627;2.53275369560969E-06;130940700;13.3955301;52.5116368;84.66;42.495;0.835;-1
