GPSWeek [weeks];GPSSecondsOfWeek [s];Solution status (sol stat);Position type (pos type);Latitude (lat) [deg];Longitude (lon) [deg];Height above mean sea level (hgt) [m];Undulation (undulation) [m];Datum ID number (datum id#);Latitude standard deviation (lat σ) [m];Longitude standard deviation (lon σ) [m];Height standard deviation (hgt σ) [m];Base station ID (stn id);Differential age in seconds (diff_age) [s];Solution age in seconds (sol_age) [s];Number of satellites tracked (#SVs);Number of satellites used in solution (#solnSVs);Number of satellites with L1/E1/B1 signals used in solution (#solnL1SVs);Number of satellites with multi-frequency signals used in solution (#solnMultiSVs);Extended solution status (ext sol stat);Galileo and BeiDou signals used mask (Galileo and BeiDou sig mask);GPS and GLONASS signals used mask (GPS and GLONASS sig mask)
1900;130923.3;0;50;52.5116591829834;13.3962173722107;35.9499462042004;39.5;61;0.0181782562285662;0.00870615616440773;0.026345843449235;4095;1.29999995231628;0;12;12;12;10;1;51;16
1900;130923.35;0;50;52.5116591712282;13.3962173671137;35.9501403719187;39.5;61;0.0182244814932346;0.0087438365444541;0.0264761596918106;4095;1.35000002384186;0;12;12;12;10;1;51;16
1900;130923.4;0;50;52.5116592192639;13.3962173591952;35.9519959287718;39.5;61;0.0182705372571945;0.00878135766834021;0.0266057513654232;4095;1.39999997615814;0;12;12;12;10;1;51;16
1900;130923.45;0;50;52.5116591880371;13.3962173598055;35.9528742954135;39.5;61;0.0183164235204458;0.00881872326135635;0.0267346370965242;4095;1.45000004768372;0;12;12;12;10;1;51;16
1900;130923.5;0;50;52.5116591395802;13.3962173656912;35.9508198313415;39.5;61;0.018362145870924;0.00885593704879284;0.0268628317862749;4095;1.5;0;12;12;12;10;1;51;16
1900;130923.55;0;50;52.5116592142299;13.3962173692975;35.9468575855717;39.5;61;0.0184077080339193;0.00889300182461739;0.0269903521984816;4095;1.54999995231628;0;12;12;12;10;1;51;16
1900;130923.6;0;50;52.5116591544169;13.3962173498759;35.9497822029516;39.5;61;0.0184531100094318;0.00892992224544287;0.0271172132343054;4095;1.60000002384186;0;12;12;12;10;1;51;16
1900;130923.65;0;50;52.5116591609498;13.3962173520915;35.949127426371;39.5;61;0.0184983517974615;0.00896670017391443;0.0272434186190367;4095;1.64999997615814;0;12;12;12;10;1;51;16
1900;130923.7;0;50;52.5116591696303;13.3962173531897;35.9485540799797;39.5;61;0.0185434315353632;0.00900333840399981;0.0273689776659012;4095;1.70000004768372;0;12;12;12;10;1;51;16
1900;130923.75;0;50;52.5116591213962;13.3962173490865;35.9488875782117;39.5;61;0.0185883529484272;0.00903983879834414;0.0274938959628344;4095;1.75;0;12;12;12;10;1;51;16
1900;130923.8;0;50;52.5116591677276;13.3962173569215;35.949490852654;39.5;61;0.0186331104487181;0.00907620508223772;0.0276181809604168;4095;1.79999995231628;0;12;12;12;10;1;51;16
1900;130923.85;0;50;52.5116591845348;13.3962173448056;35.9521149480715;39.5;61;0.0186777096241713;0.00911244004964828;0.0277418382465839;4095;1.85000002384186;0;12;12;12;10;1;51;16
1900;130923.9;0;50;52.5116591736191;13.3962173542701;35.9518958106637;39.5;61;0.0187221448868513;0.0091485446318984;0.0278648752719164;4095;1.89999997615814;0;12;12;12;10;1;51;16
1900;130923.95;0;50;52.5116591613836;13.3962173620182;35.9498881660402;39.5;61;0.0187664162367582;0.00918452348560095;0.0279872957617044;4095;1.95000004768372;0;12;12;12;10;1;51;16
1900;130924;0;50;52.5116591294896;13.396217345075;35.9478432340547;39.5;61;0.0188105255365372;0.0092203775420785;0.0281091071665287;4095;2;0;12;12;12;10;1;51;16
1900;130924.05;0;50;52.5116591409072;13.3962173546343;35.9498617630452;39.5;61;0.018854470923543;0.00925611052662134;0.0282303132116795;4095;2.04999995231628;0;12;12;12;10;1;51;16
1900;130924.1;0;50;52.5116591473421;13.3962173586147;35.9506386499852;39.5;61;0.0188982505351305;0.00929172430187464;0.0283509213477373;4095;2.09999990463257;0;12;12;12;10;1;51;16
1900;130924.15;0;50;52.51165917061;13.3962173572676;35.9520740713924;39.5;61;0.0189418625086546;0.00932722073048353;0.0284709334373474;4095;2.15000009536743;0;12;12;12;10;1;51;16
1900;130924.2;0;50;52.5116592031732;13.3962173590289;35.948160844855;39.5;61;0.016256483271718;0.00854241102933884;0.0256106778979301;4095;1.20000004768372;0;12;12;12;10;1;51;16
1900;130924.25;0;50;52.5116591934518;13.3962173676234;35.9469748232514;39.5;61;0.0163067299872637;0.00858053378760815;0.0257431007921696;4095;1.25;0;12;12;12;10;1;51;16
1900;130924.3;0;50;52.5116591947648;13.3962173592665;35.9480269104242;39.5;61;0.016356723383069;0.008618482388556;0.0258747320622206;4095;1.29999995231628;0;12;12;12;10;1;51;16
1900;130924.35;0;50;52.5116591891393;13.396217374859;35.9452980542555;39.5;61;0.016406461596489;0.00865625962615013;0.0260055810213089;4095;1.35000002384186;0;12;12;12;10;1;51;16
1900;130924.4;0;50;52.5116591668696;13.3962173515669;35.9496764671057;39.5;61;0.0164559446275234;0.00869386736303568;0.0261356551200151;4095;1.39999997615814;0;12;12;12;10;1;51;16
1900;130924.45;0;50;52.5116591762038;13.3962173545653;35.9495964199305;39.5;61;0.0165051687508821;0.00873130932450294;0.0262649636715651;4095;1.45000004768372;0;12;12;12;10;1;51;16
1900;130924.5;0;50;52.511659198335;13.3962173639557;35.9518957575783;39.5;61;0.01655413210392;0.0087685864418745;0.0263935104012489;4095;1.5;0;12;12;12;10;1;51;16
1900;130924.55;0;50;52.5116591786165;13.3962173553689;35.9466319233179;39.5;61;0.0166028346866369;0.00880570337176323;0.0265213027596474;4095;1.54999995231628;0;12;12;12;10;1;51;16
1900;130924.6;0;50;52.511659180404;13.3962173569028;35.9480737382546;39.5;61;0.0166512746363878;0.0088426610454917;0.0266483463346958;4095;1.60000002384186;0;12;12;12;10;1;51;16
1900;130924.65;0;50;52.5116592031293;13.3962173637449;35.9502093205228;39.5;61;0.0166994482278824;0.00887946225702763;0.0267746467143297;4095;1.64999997615814;0;12;12;12;10;1;51;16
1900;130924.7;0;50;52.5116591923362;13.396217358205;35.9521624250337;39.5;61;0.0167473535984755;0.00891610886901617;0.0269002094864845;4095;1.70000004768372;0;12;12;12;10;1;51;16
1900;130924.75;0;50;52.5116591905284;13.3962173575646;35.9519630093127;39.5;61;0.0167949870228767;0.00895260367542505;0.0270250402390957;4095;1.75;0;12;12;12;10;1;51;16
1900;130924.8;0;50;52.5116591704401;13.3962173591628;35.9496420416981;39.5;61;0.0168423485010862;0.008988949470222;0.0271491426974535;4095;1.79999995231628;0;12;12;12;10;1;51;16
1900;130924.85;0;50;52.5116591999201;13.3962173662785;35.9517339160666;39.5;61;0.0168894324451685;0.00902514718472958;0.0272725205868483;4095;1.85000002384186;0;12;12;12;10;1;51;16
1900;130924.9;0;50;52.511659193063;13.3962173537258;35.9481806233525;39.5;61;0.0169362388551235;0.00906119961291552;0.0273951776325703;4095;1.89999997615814;0;12;12;12;10;1;51;16
1900;130924.95;0;50;52.5116591998636;13.3962173577409;35.9512684056535;39.5;61;0.0169827602803707;0.00909710954874754;0.0275171175599098;4095;1.95000004768372;0;12;12;12;10;1;51;16
1900;130925;0;50;52.5116591872151;13.3962173506209;35.9501034580171;39.5;61;0.0170289948582649;0.00913287792354822;0.0276383440941572;4095;2;0;12;12;12;10;1;51;16
1900;130925.05;0;50;52.5116591997366;13.3962173681981;35.9494705405086;39.5;61;0.0171325597912073;0.00920584704726934;0.0278918817639351;4095;2.04999995231628;0;11;11;11;9;1;51;16
1900;130925.1;0;50;52.5116592163761;13.3962173693195;35.9484962048009;39.5;61;0.017184030264616;0.0092422179877758;0.0280173551291227;4095;2.09999990463257;0;11;11;11;9;1;51;16
1900;130925.15;0;50;52.5116592008963;13.3962173562182;35.9511907529086;39.5;61;0.0172353684902191;0.00927848089486361;0.0281422790139914;4095;2.15000009536743;0;11;11;11;9;1;51;16
1900;130925.2;0;50;52.5116592567341;13.3962173555352;35.950227833353;39.5;61;0.0167877413332462;0.00856391992419958;0.0256487540900707;4095;1.20000004768372;0;11;11;11;9;1;51;16
1900;130925.25;0;50;52.5116592515666;13.396217348323;35.9483674662188;39.5;61;0.0168400630354881;0.00860260426998138;0.0257850047200918;4095;1.25;0;11;11;11;9;1;51;16
1900;130925.3;0;50;52.5116592289389;13.3962173491645;35.9478550059721;39.5;61;0.0168922301381826;0.00864112842828035;0.0259205419570208;4095;1.29999995231628;0;11;11;11;9;1;51;16
1900;130925.35;0;50;52.5116592776892;13.3962173611678;35.9490791251883;39.5;61;0.0169442426413298;0.00867949612438679;0.0260553769767284;4095;1.35000002384186;0;11;11;11;9;1;51;16
1900;130925.4;0;50;52.5116592890134;13.3962173542948;35.9487418979406;39.5;61;0.016996106132865;0.00871771015226841;0.0261895190924406;4095;1.39999997615814;0;11;11;11;9;1;51;16
1900;130925.45;0;50;52.5116592586372;13.3962173412614;35.9454768057913;39.5;61;0.0170478187501431;0.00875577237457037;0.0263229832053185;4095;1.45000004768372;0;11;11;11;9;1;51;16
1900;130925.5;0;50;52.5116592327406;13.3962173524437;35.9486305909231;39.5;61;0.0171154942363501;0.00879398267716169;0.0264567285776138;4095;1.5;0;11;11;11;9;1;51;16
1900;130925.55;0;50;52.5116592515714;13.3962173481702;35.9471892062575;39.5;61;0.0171829126775265;0.00883204583078623;0.0265898052603006;4095;1.54999995231628;0;11;11;11;9;1;51;16
1900;130925.6;0;50;52.5116592377186;13.3962173553556;35.9480271702632;39.5;61;0.0172500777989626;0.00886996556073427;0.0267222244292498;4095;1.60000002384186;0;11;11;11;9;1;51;16
1900;130925.65;0;50;52.5116592305537;13.3962173621718;35.9469039607793;39.5;61;0.0173169951885939;0.00890774466097355;0.026853995397687;4095;1.64999997615814;0;11;11;11;9;1;51;16
1900;130925.7;0;50;52.5116592393539;13.3962173502219;35.9499065177515;39.5;61;0.0173836667090654;0.00894538592547178;0.0269851256161928;4095;1.70000004768372;0;11;11;11;9;1;51;16
1900;130925.75;0;50;52.5116592232163;13.3962173281293;35.9492764668539;39.5;61;0.0174500942230225;0.00898289307951927;0.0271156299859285;4095;1.75;0;11;11;11;9;1;51;16
1900;130925.8;0;50;52.5116592144115;13.3962173384822;35.9519722135738;39.5;61;0.0175162833184004;0.00902026891708374;0.0272455122321844;4095;1.79999995231628;0;11;11;11;9;1;51;16
1900;130925.85;0;50;52.5116592389837;13.3962173518191;35.9479621974751;39.5;61;0.0175822377204895;0.00905751623213291;0.0273747872561216;4095;1.85000002384186;0;11;11;11;9;1;51;16
1900;130925.9;0;50;52.5116592282652;13.396217344702;35.9500785060227;39.5;61;0.017647959291935;0.00909463874995708;0.0275034587830305;4095;1.89999997615814;0;11;11;11;9;1;51;16
1900;130925.95;0;50;52.511659240547;13.3962173545913;35.9501667534932;39.5;61;0.0177134536206722;0.00913163926452398;0.0276315398514271;4095;1.95000004768372;0;11;11;11;9;1;51;16
1900;130926;0;50;52.5116592135156;13.3962173422266;35.9497096221894;39.5;61;0.0177787207067013;0.00916852150112391;0.0277590379118919;4095;2;0;11;11;11;9;1;51;16
1900;130926.05;0;50;52.5116592197212;13.3962173345411;35.9502897998318;39.5;61;0.0178437661379576;0.00920528639107943;0.0278859604150057;4095;2.04999995231628;0;11;11;11;9;1;51;16
1900;130926.1;0;50;52.5116592160157;13.3962173353675;35.9482839833945;39.5;61;0.0179085917770863;0.00924193859100342;0.0280123166739941;4095;2.09999990463257;0;11;11;11;9;1;51;16
1900;130926.15;0;50;52.5116592227375;13.3962173465461;35.9495084369555;39.5;61;0.0179732032120228;0.00927848089486361;0.0281381141394377;4095;2.15000009536743;0;11;11;11;9;1;51;16
1900;130926.2;0;50;52.5116592169234;13.3962173503149;35.9468962093815;39.5;61;0.0160549357533455;0.00855259224772453;0.0255555789917707;4095;1.20000004768372;0;11;11;11;9;1;51;16
1900;130926.25;0;50;52.5116592271031;13.396217354816;35.9446604745463;39.5;61;0.0161267407238483;0.00859162770211697;0.0256932564079762;4095;1.25;0;11;11;11;9;1;51;16
1900;130926.3;0;50;52.5116592183264;13.3962173370343;35.9427540274337;39.5;61;0.0161982346326113;0.00863050110638142;0.0258302018046379;4095;1.29999995231628;0;11;11;11;9;1;51;16
1900;130926.35;0;50;52.5116592326431;13.3962173299401;35.9464035257697;39.5;61;0.0162694230675697;0.00866921339184046;0.0259664263576269;4095;1.35000002384186;0;11;11;11;9;1;51;16
1900;130926.4;0;50;52.5116592240913;13.3962173413735;35.9458891041577;39.5;61;0.0163403078913689;0.00870776828378439;0.0261019431054592;4095;1.39999997615814;0;11;11;11;9;1;51;16
1900;130926.45;0;50;52.5116592481759;13.3962173528144;35.9426232790574;39.5;61;0.0164208021014929;0.00874742493033409;0.0262473281472921;4095;1.45000004768372;0;11;11;11;9;1;51;16
1900;130926.5;0;50;52.5116592419054;13.3962173475493;35.9427477009594;39.5;61;0.016500910744071;0.00878691952675581;0.0263919122517109;4095;1.5;0;11;11;11;9;1;51;16
1900;130926.55;0;50;52.5116592346512;13.3962173419732;35.9436268219724;39.5;61;0.0165806356817484;0.00882625579833984;0.0265357065945864;4095;1.54999995231628;0;11;11;11;9;1;51;16
1900;130926.6;0;50;52.5116592399657;13.3962173388821;35.9451704593375;39.5;61;0.0166599862277508;0.00886543560773134;0.0266787279397249;4095;1.60000002384186;0;11;11;11;9;1;51;16
1900;130926.65;0;50;52.5116592440548;13.3962173418583;35.9409960685298;39.5;61;0.0167389679700136;0.00890446454286575;0.0268209856003523;4095;1.64999997615814;0;11;11;11;9;1;51;16
1900;130926.7;0;50;52.5116592481802;13.3962173498957;35.9434294113889;39.5;61;0.0168175864964724;0.00894334353506565;0.0269624926149845;4095;1.70000004768372;0;11;11;11;9;1;51;16
1900;130926.75;0;50;52.5116592436956;13.3962173422176;35.9421875700355;39.5;61;0.0168958455324173;0.00898207724094391;0.0271032620221376;4095;1.75;0;11;11;11;9;1;51;16
1900;130926.8;0;50;52.5116592425376;13.3962173625919;35.9437363455072;39.5;61;0.016973752528429;0.00902066938579082;0.0272433068603277;4095;1.79999995231628;0;11;11;11;9;1;51;16
1900;130926.85;0;50;52.5116592437572;13.3962173496655;35.9447664180771;39.5;61;0.0170513112097979;0.00905912183225155;0.0273826345801353;4095;1.85000002384186;0;11;11;11;9;1;51;16
1900;130926.9;0;50;52.5116592444868;13.3962173514789;35.9442734019831;39.5;61;0.0171285290271044;0.00909743923693895;0.0275212600827217;4095;1.89999997615814;0;11;11;11;9;1;51;16
1900;130926.95;0;50;52.5116592465167;13.3962173555199;35.9441247936338;39.5;61;0.0172054097056389;0.00913562346249819;0.0276591926813126;4095;1.95000004768372;0;11;11;11;9;1;51;16
1900;130927;0;50;52.5116592320934;13.396217359876;35.9450653269887;39.5;61;0.0172819569706917;0.00917367823421955;0.0277964416891336;4095;2;0;11;11;11;9;1;51;16
1900;130927.05;0;50;52.5116592408133;13.3962173600039;35.9447137489915;39.5;61;0.0173581764101982;0.00921160634607077;0.027933020144701;4095;2.04999995231628;0;11;11;11;9;1;51;16
1900;130927.1;0;50;52.5116592382106;13.3962173513147;35.9452068842947;39.5;61;0.0174340773373842;0.00924941245466471;0.0280689373612404;4095;2.09999990463257;0;12;11;11;9;1;51;16
1900;130927.15;0;50;52.5116591607915;13.3962173669598;35.9487788239494;39.5;61;0.0207669511437416;0.00893844477832317;0.0269472375512123;4095;1.14999997615814;0;12;12;12;9;1;51;16
1900;130927.2;0;50;52.5116591460707;13.3962173663617;35.9507978176698;39.5;61;0.0208300482481718;0.00897699315100908;0.0270877908915281;4095;1.20000004768372;0;12;12;12;9;1;51;16
1900;130927.25;0;50;52.5116591475477;13.396217378498;35.952991980128;39.5;61;0.020892946049571;0.00901538692414761;0.02722760848701;4095;1.25;0;12;12;12;9;1;51;16
1900;130927.3;0;50;52.511659137979;13.3962173675085;35.9516339106485;39.5;61;0.0209556482732296;0.00905362982302904;0.0273667015135288;4095;1.29999995231628;0;12;12;12;9;1;51;16
1900;130927.35;0;50;52.5116591466616;13.3962173671574;35.9515731194988;39.5;61;0.021017674356699;0.00909169856458902;0.0275047030299902;4095;1.35000002384186;0;12;12;12;9;1;51;16
1900;130927.4;0;50;52.5116591438128;13.3962173652842;35.9481653785333;39.5;61;0.0210795123130083;0.00912962295114994;0.0276420079171658;4095;1.39999997615814;0;12;12;12;9;1;51;16
1900;130927.45;0;50;52.511659137299;13.3962173649644;35.9501976631582;39.5;61;0.0211411602795124;0.00916740391403437;0.0277786236256361;4095;1.45000004768372;0;12;12;12;9;1;51;16
1900;130927.5;0;50;52.5116591389543;13.3962173749509;35.9476786134765;39.5;61;0.0212026238441467;0.00920504424721003;0.0279145613312721;4095;1.5;0;12;12;12;9;1;51;16
1900;130927.55;0;50;52.5116591445629;13.3962173777143;35.9487106529996;39.5;61;0.0212639011442661;0.00924254860728979;0.0280498284846544;4095;1.54999995231628;0;12;12;12;9;1;51;16
1900;130927.6;0;50;52.5116591356322;13.3962173785764;35.9477692032233;39.5;61;0.0213249977678061;0.00927991885691881;0.0281844399869442;4095;1.60000002384186;0;12;12;12;9;1;51;16
1900;130927.65;0;50;52.5116591387502;13.3962173812426;35.9464279739186;39.5;61;0.0213859118521214;0.00931715685874224;0.0283184014260769;4095;1.64999997615814;0;12;12;12;9;1;51;16
1900;130927.7;0;50;52.5116591689381;13.3962173733427;35.9453274598345;39.5;61;0.0214466489851475;0.00935426633805037;0.0284517239779234;4095;1.70000004768372;0;12;12;12;9;1;51;16
1900;130927.75;0;50;52.5116591379121;13.3962173742904;35.9496587961912;39.5;61;0.0215072073042393;0.0093912510201335;0.0285844150930643;4095;1.75;0;12;12;12;9;1;51;16
1900;130927.8;0;50;52.5116591593069;13.3962173795746;35.9496734486893;39.5;61;0.0215675886720419;0.0094281118363142;0.0287164822220802;4095;1.79999995231628;0;12;12;12;9;1;51;16
1900;130927.85;0;50;52.511659161911;13.3962173818528;35.9493212848902;39.5;61;0.0216277986764908;0.00946485251188278;0.0288479384034872;4095;1.85000002384186;0;12;12;12;9;1;51;16
1900;130927.9;0;50;52.5116591629646;13.396217378721;35.9497167104855;39.5;61;0.0216878429055214;0.00950147677212954;0.0289787948131561;4095;1.89999997615814;0;12;12;12;9;1;51;16
1900;130927.95;0;50;52.5116591185223;13.3962173643405;35.9479661425576;39.5;61;0.0217314623296261;0.00953741651028395;0.0291089899837971;4095;1.95000004768372;0;12;12;12;9;1;51;16
1900;130928;0;50;52.5116591127318;13.3962173596649;35.9472467927262;39.5;61;0.0217749997973442;0.0095732482150197;0.029238598421216;4095;2;0;12;12;12;9;1;51;16
