GPSWeek [weeks];GPSSecondsOfWeek [s];Velocity [meter/second]
1900;130921.470999956;0
1900;130921.490999937;0
1900;130921.510999918;0
1900;130921.530999899;0
1900;130921.55099988;0
1900;130921.570999861;0
1900;130921.590999842;0
1900;130921.611000061;0
1900;130921.631000042;0
1900;130921.651000023;0
1900;130921.671000004;0
1900;130921.690999985;0
1900;130921.710999966;0
1900;130921.730999947;0
1900;130921.750999928;0
1900;130921.770999908;0
1900;130921.790999889;0
1900;130921.81099987;0
1900;130921.830999851;0
1900;130921.850999832;0
1900;130921.871000051;0
1900;130921.891000032;0
1900;130921.911000013;0
1900;130921.930999994;0
1900;130921.950999975;0
1900;130921.970999956;0
1900;130921.990999937;0
1900;130922.010999918;0
1900;130922.030999899;0
1900;130922.05099988;0
1900;130922.070999861;0
1900;130922.090999842;0
1900;130922.111000061;0
1900;130922.131000042;0
1900;130922.151000023;0
1900;130922.171000004;0
1900;130922.190999985;0
1900;130922.210999966;0
1900;130922.230999947;0
1900;130922.250999928;0
1900;130922.270999908;0
1900;130922.290999889;0
1900;130922.31099987;0
1900;130922.330999851;0
1900;130922.350999832;0
1900;130922.371000051;0
1900;130922.391000032;0
1900;130922.411000013;0
1900;130922.430999994;0
1900;130922.450999975;0
1900;130922.470999956;0
1900;130922.490999937;0
1900;130922.510999918;0
1900;130922.530999899;0
1900;130922.55099988;0
1900;130922.570999861;0
1900;130922.590999842;0
1900;130922.611000061;0
1900;130922.631000042;0
1900;130922.651000023;0
1900;130922.671000004;0
1900;130922.690999985;0
1900;130922.710999966;0
1900;130922.730999947;0
1900;130922.750999928;0
1900;130922.770999908;0
1900;130922.790999889;0
1900;130922.81099987;0
1900;130922.830999851;0
1900;130922.850999832;0
1900;130922.871000051;0
1900;130922.891000032;0
1900;130922.911000013;0
1900;130922.930999994;0
1900;130922.950999975;0
1900;130922.970999956;0
1900;130922.990999937;0
1900;130923.010999918;0
1900;130923.030999899;0
1900;130923.05099988;0
1900;130923.070999861;0
1900;130923.090999842;0
1900;130923.111000061;0
1900;130923.131000042;0
1900;130923.151000023;0
1900;130923.171000004;0
1900;130923.190999985;0
1900;130923.210999966;0
1900;130923.230999947;0
1900;130923.250999928;0
1900;130923.270999908;0
1900;130923.290999889;0
1900;130923.31099987;0
1900;130923.330999851;0
1900;130923.350999832;0
1900;130923.371000051;0
1900;130923.391000032;0
1900;130923.411000013;0
1900;130923.430999994;0
1900;130923.450999975;0
1900;130923.470999956;0
1900;130923.490999937;0
1900;130923.510999918;0
1900;130923.530999899;0
1900;130923.55099988;0
1900;130923.570999861;0
1900;130923.590999842;0
1900;130923.611000061;0
1900;130923.631000042;0
1900;130923.651000023;0
1900;130923.671000004;0
1900;130923.690999985;0
1900;130923.710999966;0
1900;130923.730999947;0
1900;130923.750999928;0
1900;130923.770999908;0
1900;130923.790999889;0
1900;130923.81099987;0
1900;130923.830999851;0
1900;130923.850999832;0
1900;130923.871000051;0
1900;130923.891000032;0
1900;130923.911000013;0
1900;130923.930999994;0
1900;130923.950999975;0
1900;130923.970999956;0
1900;130923.990999937;0
1900;130924.010999918;0
1900;130924.030999899;0
1900;130924.05099988;0
1900;130924.070999861;0
1900;130924.090999842;0
1900;130924.111000061;0
1900;130924.131000042;0
1900;130924.151000023;0
1900;130924.171000004;0
1900;130924.190999985;0
1900;130924.210999966;0
1900;130924.230999947;0
1900;130924.250999928;0
1900;130924.270999908;0
1900;130924.290999889;0
1900;130924.31099987;0
1900;130924.330999851;0
1900;130924.350999832;0
1900;130924.371000051;0
1900;130924.391000032;0
1900;130924.411000013;0
1900;130924.430999994;0
1900;130924.450999975;0
1900;130924.470999956;0
1900;130924.490999937;0
1900;130924.510999918;0
1900;130924.530999899;0
1900;130924.55099988;0
1900;130924.570999861;0
1900;130924.590999842;0
1900;130924.611000061;0
1900;130924.631000042;0
1900;130924.651000023;0
1900;130924.671000004;0
1900;130924.690999985;0
1900;130924.710999966;0
1900;130924.730999947;0
1900;130924.750999928;0
1900;130924.770999908;0
1900;130924.790999889;0
1900;130924.81099987;0
1900;130924.830999851;0
1900;130924.850999832;0
1900;130924.871000051;0
1900;130924.891000032;0
1900;130924.911000013;0
1900;130924.930999994;0
1900;130924.950999975;0
1900;130924.970999956;0
1900;130924.990999937;0
1900;130925.010999918;0
1900;130925.030999899;0
1900;130925.05099988;0
1900;130925.070999861;0
1900;130925.090999842;0
1900;130925.111000061;0
1900;130925.131000042;0
1900;130925.151000023;0
1900;130925.171000004;0
1900;130925.190999985;0
1900;130925.210999966;0
1900;130925.230999947;0
1900;130925.250999928;0
1900;130925.270999908;0
1900;130925.290999889;0
1900;130925.31099987;0
1900;130925.330999851;0
1900;130925.350999832;0
1900;130925.371000051;0
1900;130925.391000032;0
1900;130925.411000013;0
1900;130925.430999994;0
1900;130925.450999975;0
1900;130925.470999956;0
1900;130925.490999937;0
1900;130925.510999918;0
1900;130925.530999899;0
1900;130925.55099988;0
1900;130925.570999861;0
1900;130925.590999842;0
1900;130925.611000061;0
1900;130925.631000042;0
1900;130925.651000023;0
1900;130925.671000004;0
1900;130925.690999985;0
1900;130925.710999966;0
1900;130925.730999947;0
1900;130925.750999928;0
1900;130925.770999908;0
1900;130925.790999889;0
1900;130925.81099987;0
1900;130925.830999851;0
1900;130925.850999832;0
1900;130925.871000051;0
1900;130925.891000032;0
1900;130925.911000013;0
1900;130925.930999994;0
1900;130925.950999975;0
1900;130925.970999956;0
1900;130925.990999937;0
1900;130926.010999918;0
1900;130926.030999899;0
1900;130926.05099988;0
1900;130926.070999861;0
1900;130926.090999842;0
1900;130926.111000061;0
1900;130926.131000042;0
1900;130926.151000023;0
1900;130926.171000004;0
1900;130926.190999985;0
1900;130926.210999966;0
1900;130926.230999947;0
1900;130926.250999928;0
1900;130926.270999908;0
1900;130926.290999889;0
1900;130926.31099987;0
1900;130926.330999851;0
1900;130926.350999832;0
1900;130926.371000051;0
1900;130926.391000032;0
1900;130926.411000013;0
1900;130926.430999994;0
1900;130926.450999975;0
1900;130926.470999956;0
1900;130926.490999937;0
1900;130926.510999918;0
1900;130926.530999899;0
1900;130926.55099988;0
1900;130926.570999861;0
1900;130926.590999842;0
1900;130926.611000061;0
1900;130926.631000042;0
1900;130926.651000023;0
1900;130926.671000004;0
1900;130926.690999985;0
1900;130926.710999966;0
1900;130926.730999947;0
1900;130926.750999928;0
1900;130926.770999908;0
1900;130926.790999889;0
1900;130926.81099987;0
1900;130926.830999851;0
1900;130926.850999832;0
1900;130926.871000051;0
1900;130926.891000032;0
1900;130926.911000013;0
1900;130926.930999994;0
1900;130926.950999975;0
1900;130926.970999956;0
1900;130926.990999937;0
1900;130927.010999918;0
1900;130927.030999899;0
1900;130927.05099988;0
1900;130927.070999861;0
1900;130927.090999842;0
1900;130927.111000061;0
1900;130927.131000042;0
1900;130927.151000023;0
1900;130927.171000004;0
1900;130927.190999985;0
1900;130927.210999966;0
1900;130927.230999947;0
1900;130927.250999928;0
1900;130927.270999908;0
1900;130927.290999889;0
1900;130927.31099987;0
1900;130927.330999851;0
1900;130927.350999832;0
1900;130927.371000051;0
1900;130927.391000032;0
1900;130927.411000013;0
1900;130927.430999994;0
1900;130927.450999975;0
1900;130927.470999956;0
1900;130927.490999937;0
1900;130927.510999918;0
1900;130927.530999899;0
1900;130927.55099988;0
1900;130927.570999861;0
1900;130927.590999842;0
1900;130927.611000061;0
1900;130927.631000042;0
1900;130927.651000023;0
1900;130927.671000004;0
1900;130927.690999985;0
1900;130927.710999966;0
1900;130927.730999947;0
1900;130927.750999928;0
1900;130927.770999908;0
1900;130927.790999889;0
1900;130927.81099987;0
1900;130927.830999851;0
1900;130927.850999832;0
1900;130927.871000051;0
1900;130927.891000032;0
1900;130927.911000013;0
1900;130927.930999994;0
1900;130927.950999975;0
1900;130927.970999956;0
1900;130927.990999937;0
1900;130928.010999918;0
1900;130928.030999899;0
1900;130928.05099988;0
1900;130928.070999861;0
1900;130928.090999842;0
1900;130928.111000061;0
1900;130928.131000042;0
1900;130928.151000023;0
1900;130928.171000004;0
1900;130928.190999985;0
1900;130928.210999966;0
1900;130928.230999947;0
1900;130928.250999928;0
1900;130928.270999908;0
1900;130928.290999889;0
1900;130928.31099987;0
1900;130928.330999851;0
1900;130928.350999832;0
1900;130928.371000051;0
1900;130928.391000032;0
1900;130928.411000013;0
1900;130928.430999994;0
1900;130928.450999975;0
1900;130928.470999956;0
1900;130928.490999937;0
1900;130928.510999918;0
1900;130928.530999899;0
1900;130928.55099988;0
1900;130928.570999861;0
1900;130928.590999842;0
1900;130928.611000061;0
1900;130928.631000042;0
1900;130928.651000023;0
1900;130928.671000004;0
1900;130928.690999985;0
1900;130928.710999966;0
1900;130928.730999947;0
1900;130928.750999928;0
1900;130928.770999908;0
1900;130928.790999889;0
1900;130928.81099987;0
1900;130928.830999851;0
1900;130928.850999832;0
1900;130928.871000051;0
1900;130928.891000032;0
1900;130928.911000013;0
1900;130928.930999994;0
1900;130928.950999975;0
1900;130928.970999956;0
1900;130928.990999937;0
1900;130929.010999918;0
1900;130929.030999899;0
1900;130929.05099988;0
1900;130929.070999861;0
1900;130929.090999842;0
1900;130929.111000061;0
1900;130929.131000042;0
1900;130929.151000023;0
1900;130929.171000004;0
1900;130929.190999985;0
1900;130929.210999966;0
1900;130929.230999947;0
1900;130929.250999928;0
1900;130929.270999908;0
1900;130929.290999889;0
1900;130929.31099987;0
1900;130929.330999851;0
1900;130929.350999832;0
1900;130929.371000051;0
1900;130929.391000032;0
1900;130929.411000013;0
1900;130929.430999994;0
1900;130929.450999975;0
1900;130929.470999956;0
1900;130929.490999937;0
1900;130929.510999918;0
1900;130929.530999899;0
1900;130929.55099988;0
1900;130929.570999861;0
1900;130929.590999842;0
1900;130929.611000061;0
1900;130929.631000042;0
1900;130929.651000023;0
1900;130929.671000004;0
1900;130929.690999985;0
1900;130929.710999966;0
1900;130929.730999947;0
1900;130929.750999928;0
1900;130929.770999908;0
1900;130929.790999889;0
1900;130929.81099987;0
1900;130929.830999851;0
1900;130929.850999832;0
1900;130929.871000051;0
1900;130929.891000032;0
1900;130929.911000013;0
1900;130929.930999994;0
1900;130929.950999975;0
1900;130929.970999956;0
1900;130929.990999937;0
1900;130930.010999918;0
1900;130930.030999899;0
1900;130930.05099988;0
1900;130930.070999861;0
1900;130930.090999842;0
1900;130930.111000061;0
1900;130930.131000042;0
1900;130930.151000023;0
1900;130930.171000004;0
1900;130930.190999985;0.0916666666666667
1900;130930.210999966;0
1900;130930.230999947;0
1900;130930.250999928;0
1900;130930.270999908;0
1900;130930.290999889;0
1900;130930.31099987;0
1900;130930.330999851;0
1900;130930.350999832;0
1900;130930.371000051;0
1900;130930.391000032;0
1900;130930.411000013;0
1900;130930.430999994;0
1900;130930.450999975;0
1900;130930.470999956;0
1900;130930.490999937;0
1900;130930.510999918;0
1900;130930.530999899;0
1900;130930.55099988;0
1900;130930.570999861;0
1900;130930.590999842;0
1900;130930.611000061;0
1900;130930.631000042;0
1900;130930.651000023;0
1900;130930.671000004;0
1900;130930.690999985;0
1900;130930.710999966;0
1900;130930.730999947;0
1900;130930.750999928;0
1900;130930.770999908;0
1900;130930.790999889;0
1900;130930.81099987;0.105555555555556
1900;130930.830999851;0.219444444444444
1900;130930.850999832;0.219444444444444
1900;130930.871000051;0.219444444444444
1900;130930.891000032;0.236111111111111
1900;130930.911000013;0.258333333333333
1900;130930.930999994;0.258333333333333
1900;130930.950999975;0.283333333333333
1900;130930.970999956;0.283333333333333
1900;130930.990999937;0.308333333333333
1900;130931.010999918;0.333333333333333
1900;130931.030999899;0.361111111111111
1900;130931.05099988;0.380555555555556
1900;130931.070999861;0.380555555555556
1900;130931.090999842;0.402777777777778
1900;130931.111000061;0.402777777777778
1900;130931.131000042;0.45
1900;130931.151000023;0.491666666666667
1900;130931.171000004;0.491666666666667
1900;130931.190999985;0.491666666666667
1900;130931.210999966;0.530555555555556
1900;130931.230999947;0.569444444444444
1900;130931.250999928;0.569444444444444
1900;130931.270999908;0.569444444444444
1900;130931.290999889;0.608333333333333
1900;130931.31099987;0.625
1900;130931.330999851;0.677777777777778
1900;130931.350999832;0.694444444444444
1900;130931.371000051;0.694444444444444
1900;130931.391000032;0.713888888888889
1900;130931.411000013;0.744444444444444
1900;130931.430999994;0.775
1900;130931.450999975;0.802777777777778
1900;130931.470999956;0.802777777777778
1900;130931.490999937;0.830555555555556
1900;130931.510999918;0.841666666666667
1900;130931.530999899;0.880555555555556
1900;130931.55099988;0.911111111111111
1900;130931.570999861;0.911111111111111
1900;130931.590999842;0.930555555555556
1900;130931.611000061;0.938888888888889
1900;130931.631000042;0.988888888888889
1900;130931.651000023;1.00833333333333
1900;130931.671000004;1.00833333333333
1900;130931.690999985;1.01944444444444
1900;130931.710999966;1.04166666666667
1900;130931.730999947;1.08611111111111
1900;130931.750999928;1.10555555555556
1900;130931.770999908;1.10555555555556
1900;130931.790999889;1.12222222222222
1900;130931.81099987;1.15277777777778
1900;130931.830999851;1.19722222222222
1900;130931.850999832;1.225
1900;130931.871000051;1.225
1900;130931.891000032;1.26388888888889
1900;130931.911000013;1.28333333333333
1900;130931.930999994;1.31388888888889
1900;130931.950999975;1.35277777777778
1900;130931.970999956;1.35277777777778
1900;130931.990999937;1.38055555555556
1900;130932.010999918;1.39722222222222
1900;130932.030999899;1.43888888888889
1900;130932.05099988;1.46944444444444
1900;130932.070999861;1.46944444444444
1900;130932.090999842;1.47777777777778
1900;130932.111000061;1.49722222222222
1900;130932.131000042;1.52777777777778
1900;130932.151000023;1.55
1900;130932.171000004;1.55
1900;130932.190999985;1.56944444444444
1900;130932.210999966;1.58888888888889
1900;130932.230999947;1.63055555555556
1900;130932.250999928;1.66944444444444
1900;130932.270999908;1.66944444444444
1900;130932.290999889;1.675
1900;130932.31099987;1.725
1900;130932.330999851;1.77222222222222
1900;130932.350999832;1.80277777777778
1900;130932.371000051;1.80277777777778
1900;130932.391000032;1.81388888888889
1900;130932.411000013;1.84166666666667
1900;130932.430999994;1.89166666666667
1900;130932.450999975;1.93055555555556
1900;130932.470999956;1.93055555555556
1900;130932.490999937;1.95
1900;130932.510999918;1.96666666666667
1900;130932.530999899;2.01388888888889
1900;130932.55099988;2.03888888888889
1900;130932.570999861;2.03888888888889
1900;130932.590999842;2.06666666666667
1900;130932.611000061;2.08888888888889
1900;130932.631000042;2.14444444444444
1900;130932.651000023;2.15277777777778
1900;130932.671000004;2.15277777777778
1900;130932.690999985;2.18611111111111
1900;130932.710999966;2.21111111111111
1900;130932.730999947;2.26388888888889
1900;130932.750999928;2.26388888888889
1900;130932.770999908;2.28333333333333
1900;130932.790999889;2.30555555555556
1900;130932.81099987;2.33333333333333
1900;130932.830999851;2.37222222222222
1900;130932.850999832;2.38888888888889
1900;130932.871000051;2.38888888888889
1900;130932.891000032;2.42777777777778
1900;130932.911000013;2.44722222222222
1900;130932.930999994;2.48055555555556
1900;130932.950999975;2.52222222222222
1900;130932.970999956;2.52222222222222
1900;130932.990999937;2.54166666666667
1900;130933.010999918;2.56111111111111
1900;130933.030999899;2.6
1900;130933.05099988;2.63611111111111
1900;130933.070999861;2.63611111111111
1900;130933.090999842;2.65555555555556
1900;130933.111000061;2.68333333333333
1900;130933.131000042;2.71944444444444
1900;130933.151000023;2.73888888888889
1900;130933.171000004;2.73888888888889
1900;130933.190999985;2.76944444444444
1900;130933.210999966;2.78333333333333
1900;130933.230999947;2.83888888888889
1900;130933.250999928;2.83888888888889
1900;130933.270999908;2.86944444444444
1900;130933.290999889;2.89166666666667
1900;130933.31099987;2.91666666666667
1900;130933.330999851;2.95
1900;130933.350999832;2.98055555555556
1900;130933.371000051;2.98055555555556
1900;130933.391000032;2.98611111111111
1900;130933.411000013;3
1900;130933.430999994;3.04722222222222
1900;130933.450999975;3.06944444444444
1900;130933.470999956;3.06944444444444
1900;130933.490999937;3.1
1900;130933.510999918;3.10833333333333
1900;130933.530999899;3.175
1900;130933.55099988;3.19444444444444
1900;130933.570999861;3.19444444444444
1900;130933.590999842;3.21666666666667
1900;130933.611000061;3.23611111111111
1900;130933.631000042;3.28333333333333
1900;130933.651000023;3.30277777777778
1900;130933.671000004;3.30277777777778
1900;130933.690999985;3.31111111111111
1900;130933.710999966;3.32222222222222
1900;130933.730999947;3.36111111111111
1900;130933.750999928;3.37222222222222
1900;130933.770999908;3.37222222222222
1900;130933.790999889;3.39166666666667
1900;130933.81099987;3.41111111111111
1900;130933.830999851;3.45
1900;130933.850999832;3.46944444444444
1900;130933.871000051;3.46944444444444
1900;130933.891000032;3.48055555555556
1900;130933.911000013;3.5
1900;130933.930999994;3.53333333333333
1900;130933.950999975;3.53333333333333
1900;130933.970999956;3.53333333333333
1900;130933.990999937;3.54722222222222
1900;130934.010999918;3.56666666666667
1900;130934.030999899;3.59722222222222
1900;130934.05099988;3.61666666666667
1900;130934.070999861;3.61666666666667
1900;130934.090999842;3.62777777777778
1900;130934.111000061;3.64722222222222
1900;130934.131000042;3.66666666666667
1900;130934.151000023;3.68055555555556
1900;130934.171000004;3.68055555555556
1900;130934.190999985;3.69444444444444
1900;130934.210999966;3.70555555555556
1900;130934.230999947;3.73333333333333
1900;130934.250999928;3.74444444444444
1900;130934.271999836;3.74444444444444
1900;130934.292000055;3.76388888888889
1900;130934.312000036;3.775
1900;130934.332000017;3.78333333333333
1900;130934.351999998;3.79444444444444
1900;130934.371999979;3.79444444444444
1900;130934.39199996;3.81111111111111
1900;130934.411999941;3.82222222222222
1900;130934.431999922;3.83333333333333
1900;130934.451999903;3.83888888888889
1900;130934.471999884;3.83888888888889
1900;130934.491999865;3.84444444444444
1900;130934.511999846;3.84166666666667
1900;130934.532000065;3.87222222222222
1900;130934.552000046;3.89166666666667
1900;130934.572000027;3.89166666666667
1900;130934.592000008;3.88888888888889
1900;130934.611999989;3.90277777777778
1900;130934.631999969;3.91944444444444
1900;130934.65199995;3.92222222222222
1900;130934.671999931;3.92222222222222
1900;130934.691999912;3.93888888888889
1900;130934.711999893;3.96111111111111
1900;130934.731999874;3.96666666666667
1900;130934.751999855;3.97777777777778
1900;130934.771999836;3.97777777777778
1900;130934.792000055;4.00833333333333
1900;130934.812000036;4.02777777777778
1900;130934.832000017;4.05833333333333
1900;130934.851999998;4.09722222222222
1900;130934.871999979;4.09722222222222
1900;130934.89199996;4.12777777777778
1900;130934.911999941;4.16944444444444
1900;130934.931999922;4.16388888888889
1900;130934.951999903;4.20277777777778
1900;130934.971999884;4.20277777777778
1900;130934.991999865;4.18333333333333
1900;130935.011999846;4.26388888888889
1900;130935.032000065;4.28333333333333
1900;130935.052000046;4.31666666666667
1900;130935.072000027;4.31666666666667
1900;130935.092000008;4.33055555555556
1900;130935.111999989;4.37222222222222
1900;130935.131999969;4.41944444444444
1900;130935.15199995;4.45555555555556
1900;130935.171999931;4.45555555555556
1900;130935.191999912;4.46944444444445
1900;130935.211999893;4.49444444444444
1900;130935.231999874;4.56944444444444
1900;130935.251999855;4.58611111111111
1900;130935.271999836;4.58611111111111
1900;130935.292000055;4.60833333333333
1900;130935.312000036;4.62777777777778
1900;130935.332000017;4.69444444444444
1900;130935.351999998;4.71388888888889
1900;130935.371999979;4.71388888888889
1900;130935.39199996;4.73333333333333
1900;130935.411999941;4.78333333333333
1900;130935.431999922;4.81111111111111
1900;130935.451999903;4.825
1900;130935.471999884;4.825
1900;130935.491999865;4.87222222222222
1900;130935.511999846;4.88055555555556
1900;130935.532000065;4.95
1900;130935.552000046;4.97777777777778
1900;130935.572000027;4.97777777777778
1900;130935.592000008;4.98888888888889
1900;130935.611999989;5.00833333333333
1900;130935.631999969;5.075
1900;130935.65199995;5.1
1900;130935.671999931;5.1
1900;130935.691999912;5.11666666666667
1900;130935.711999893;5.13888888888889
1900;130935.731999874;5.19444444444444
1900;130935.751999855;5.21388888888889
1900;130935.771999836;5.21388888888889
1900;130935.792000055;5.24444444444444
1900;130935.812000036;5.27222222222222
1900;130935.832000017;5.30833333333333
1900;130935.851999998;5.31111111111111
1900;130935.871999979;5.31111111111111
1900;130935.89199996;5.36111111111111
1900;130935.911999941;5.37777777777778
1900;130935.931999922;5.43055555555556
1900;130935.951999903;5.44166666666667
1900;130935.971999884;5.44166666666667
1900;130935.991999865;5.48611111111111
1900;130936.011999846;5.48055555555556
1900;130936.032000065;5.55555555555556
1900;130936.052000046;5.58611111111111
1900;130936.072000027;5.58611111111111
1900;130936.092000008;5.60555555555556
1900;130936.111999989;5.63333333333333
1900;130936.131999969;5.67777777777778
1900;130936.15199995;5.69444444444444
1900;130936.171999931;5.69444444444444
1900;130936.191999912;5.72222222222222
1900;130936.211999893;5.73333333333333
1900;130936.231999874;5.78333333333333
1900;130936.251999855;5.81944444444444
1900;130936.271999836;5.81944444444444
1900;130936.292000055;5.83611111111111
1900;130936.312000036;5.88333333333333
1900;130936.332000017;5.91944444444444
1900;130936.351999998;5.95
1900;130936.371999979;5.95
1900;130936.39199996;5.96388888888889
1900;130936.411999941;5.99722222222222
1900;130936.431999922;6.02777777777778
1900;130936.451999903;6.05277777777778
1900;130936.471999884;6.05277777777778
1900;130936.491999865;6.06666666666667
1900;130936.511999846;6.07222222222222
1900;130936.532000065;6.11111111111111
1900;130936.552000046;6.11111111111111
1900;130936.572000027;6.11111111111111
1900;130936.592000008;6.13611111111111
1900;130936.611999989;6.14444444444444
1900;130936.631999969;6.18055555555556
1900;130936.65199995;6.20277777777778
1900;130936.671999931;6.20277777777778
1900;130936.691999912;6.22222222222222
1900;130936.711999893;6.225
1900;130936.731999874;6.26388888888889
1900;130936.751999855;6.28333333333333
1900;130936.771999836;6.28333333333333
1900;130936.792000055;6.30277777777778
1900;130936.812000036;6.3
1900;130936.832000017;6.33055555555556
1900;130936.851999998;6.34444444444445
1900;130936.871999979;6.34444444444445
1900;130936.89199996;6.36388888888889
1900;130936.911999941;6.34166666666667
1900;130936.931999922;6.39722222222222
1900;130936.951999903;6.40277777777778
1900;130936.971999884;6.40277777777778
1900;130936.991999865;6.38333333333333
1900;130937.011999846;6.49722222222222
1900;130937.032000065;6.42222222222222
1900;130937.052000046;6.46666666666667
1900;130937.072000027;6.46666666666667
1900;130937.092000008;6.51944444444444
1900;130937.111999989;6.48888888888889
1900;130937.131999969;6.51944444444444
1900;130937.15199995;6.55
1900;130937.171999931;6.55
1900;130937.191999912;6.53055555555556
1900;130937.211999893;6.55
1900;130937.231999874;6.55833333333333
1900;130937.251999855;6.58055555555556
1900;130937.271999836;6.58055555555556
1900;130937.292000055;6.58888888888889
1900;130937.312000036;6.61388888888889
1900;130937.332000017;6.62777777777778
1900;130937.351999998;6.62777777777778
1900;130937.371999979;6.64722222222222
1900;130937.39199996;6.66666666666667
1900;130937.411999941;6.64722222222222
1900;130937.431999922;6.63333333333333
1900;130937.451999903;6.65555555555556
1900;130937.471999884;6.65555555555556
1900;130937.491999865;6.67222222222222
1900;130937.511999846;6.63888888888889
1900;130937.532000065;6.71388888888889
1900;130937.552000046;6.71666666666667
1900;130937.572000027;6.71666666666667
1900;130937.592000008;6.74444444444444
1900;130937.611999989;6.73611111111111
1900;130937.631999969;6.76388888888889
1900;130937.65199995;6.76388888888889
1900;130937.671999931;6.76388888888889
1900;130937.691999912;6.76388888888889
1900;130937.711999893;6.77222222222222
1900;130937.731999874;6.79722222222222
1900;130937.751999855;6.79722222222222
1900;130937.771999836;6.79722222222222
1900;130937.792000055;6.81666666666667
1900;130937.812000036;6.83611111111111
1900;130937.832000017;6.83611111111111
1900;130937.851999998;6.85555555555556
1900;130937.871999979;6.85555555555556
1900;130937.89199996;6.84722222222222
1900;130937.911999941;6.875
1900;130937.931999922;6.86666666666667
1900;130937.951999903;6.87222222222222
1900;130937.971999884;6.87222222222222
1900;130937.991999865;6.88611111111111
1900;130938.011999846;6.87222222222222
1900;130938.032000065;6.9
1900;130938.052000046;6.89722222222222
1900;130938.072000027;6.89722222222222
1900;130938.092000008;6.91944444444444
1900;130938.111999989;6.925
1900;130938.131999969;6.95
1900;130938.15199995;6.93611111111111
1900;130938.171999931;6.93611111111111
1900;130938.191999912;6.96666666666667
1900;130938.211999893;6.98888888888889
1900;130938.231999874;6.96944444444445
1900;130938.251999855;6.98055555555556
1900;130938.271999836;6.98055555555556
1900;130938.292000055;6.95
1900;130938.312000036;6.96944444444445
1900;130938.332000017;6.98055555555556
1900;130938.351999998;7
1900;130938.371999979;7
1900;130938.39199996;6.98888888888889
1900;130938.411999941;6.97777777777778
1900;130938.431999922;6.99444444444444
1900;130938.451999903;7.01944444444444
1900;130938.471999884;7.01944444444444
1900;130938.491999865;7.01388888888889
1900;130938.511999846;7.01388888888889
1900;130938.532000065;7.025
1900;130938.552000046;7.00833333333333
1900;130938.572000027;7.00833333333333
1900;130938.592000008;7.01388888888889
1900;130938.611999989;7.00833333333333
1900;130938.631999969;7.03611111111111
1900;130938.65199995;7.03888888888889
1900;130938.671999931;7.03888888888889
1900;130938.691999912;7.04722222222222
1900;130938.711999893;7.075
1900;130938.731999874;7.04444444444444
1900;130938.751999855;7.05833333333333
1900;130938.771999836;7.05833333333333
1900;130938.792000055;7.07777777777778
1900;130938.812000036;7.08611111111111
1900;130938.832000017;7.07777777777778
1900;130938.851999998;7.08611111111111
1900;130938.871999979;7.08611111111111
1900;130938.89199996;7.09722222222222
1900;130938.911999941;7.11666666666667
1900;130938.931999922;7.12777777777778
1900;130938.951999903;7.14166666666667
1900;130938.971999884;7.14166666666667
1900;130938.991999865;7.14166666666667
1900;130939.011999846;7.16111111111111
1900;130939.032000065;7.19444444444444
1900;130939.052000046;7.19722222222222
1900;130939.072000027;7.19722222222222
1900;130939.092000008;7.16388888888889
1900;130939.111999989;7.19166666666667
1900;130939.131999969;7.21666666666667
