GPSWeek [weeks];GPSSecondsOfWeek [s];Solution status (sol status);Velocity type (vel type);A measure of the latency in the velocity time tag in seconds. It should be subtracted from the time to give improved results. (latency) [s];Differential age (age) [s];Horizontal speed over ground (hor spd) [m/s];Actual direction of motion over ground (track over ground) with respect to True North [deg];Vertical speed, where positive values indicate increasing altitude (up) and negative values indicate decreasing altitude (down) [m/s]
1913;383119;0;54;0;2;0.001799718770475;8.04775834555103;0.00134560303355508
1913;383119.05;0;54;0;2;0.00213577343272374;90.4303180996868;-9.37148455958673E-06
1913;383119.1;0;54;0;2;0.000700256903206512;145.387767221542;0.00143617027234875
1913;383119.15;0;54;0;2;0.00344281589076415;202.37035507431;0.00130922785967868
1913;383119.2;0;54;0;2;0.00376763019844847;96.7247201832302;0.000155818732252531
1913;383119.25;0;54;0;2;0.00396416562272872;133.98801038087;-0.000303913171698915
1913;383119.3;0;54;0;2;0.00455339940958108;104.254894963506;-0.000779643485018
1913;383119.35;0;54;0;2;0.0041963089046277;92.8662608152565;0.00107600393949236
1913;383119.4;0;54;0;2;0.00104113679983991;247.631213138363;0.00189785387615399
1913;383119.45;0;54;0;2;0.0034433635916853;84.0705735453273;-0.000192228576131533
1913;383119.5;0;54;0;2;0.00533126343015238;94.6954493603603;0.000129689367226928
1913;383119.55;0;54;0;2;0.00222608502725132;170.437377639499;0.00150416483666497
1913;383119.6;0;54;0;2;0.00895129580032174;115.113932985994;-0.000537335309095241
1913;383119.65;0;54;0;2;0.00272278465088786;187.172819873037;0.00113277112242912
1913;383119.7;0;54;0;2;0.00748740399975767;113.274182319309;0.000334653956326003
1913;383119.75;0;54;0;2;0.00368245398825417;123.30270637248;0.00116879604826116
1913;383119.8;0;54;0;2;0.00232395275965049;246.042275318262;0.00257056729856345
1913;383119.85;0;54;0;2;0.00519913288807464;91.9101549748949;0.000736806129939213
1913;383119.9;0;54;0;2;0.00105948937570987;231.724729097591;0.00232958528946853
1913;383119.95;0;54;0;2;0.00515531286791858;119.088243891831;0.00240941734953304
1913;383120;0;54;0;2;0.00651950676151953;105.262978107634;0.00209994279799181
1913;383120.05;0;54;0;2;0.0023191913826789;216.997287069048;0.00143798394147909
1913;383120.1;0;54;0;2;0.00383380873371169;115.199982524137;-0.000573133649685144
1913;383120.15;0;54;0;2;0.00128009632030509;294.283257549462;0.00183511091505925
1913;383120.2;0;54;0;2;0.00241393576976173;258.120839074841;0.00268481781332159
1913;383120.25;0;54;0;2;0.00331891884900166;100.118341808955;0.000628216607676709
1913;383120.3;0;54;0;2;0.00157282309167861;89.4979124247577;0.00180885371458493
1913;383120.35;0;54;0;2;0.00814440940142532;129.233040673589;-0.00322946423988259
1913;383120.4;0;54;0;2;0.0107033390667738;124.668127328935;-0.00127273376098318
1913;383120.45;0;54;0;2;0.008402844374919;159.266438999188;-0.000622377374269217
1913;383120.5;0;54;0;2;0.0196247557791106;106.428664023524;-0.0016884002673446
1913;383120.55;0;54;0;2;0.0191066736936729;108.633829866229;0.00219704250951018
1913;383120.6;0;54;0;2;0.0242078348615979;109.102391614977;0.00150932059081782
1913;383120.65;0;54;0;2;0.0356617941209468;101.130655944308;-0.000387050868721006
1913;383120.7;0;54;0;2;0.0311893252836579;111.427949238962;0.00442340318108079
1913;383120.75;0;54;0;2;0.0465473002399732;106.277331088032;-0.00215135848688787
1913;383120.8;0;54;0;2;0.0531112831985896;105.64463992744;-0.00106320501707331
1913;383120.85;0;54;0;2;0.0524227471094085;110.794041075659;0.000426277679438916
1913;383120.9;0;54;0;2;0.0753979018803179;107.433868311986;-0.00289796184996993
1913;383120.95;0;54;0;2;0.0915688511944509;106.856588385855;-0.00715371792904652
1913;383121;0;54;0;2;0.131191428621483;107.824583069906;-0.0207521418499865
1913;383121.05;0;54;0;2;0.173077961707801;108.05629457386;-0.0240601484832457
1913;383121.1;0;54;0;2;0.220511301650075;107.421513972642;-0.0217116015076549
1913;383121.15;0;54;0;2;0.274573698019437;106.91692803686;-0.0139507564570448
1913;383121.2;0;54;0;2;0.329062088078616;106.162747699658;-0.0038971456674101
1913;383121.25;0;54;0;2;0.387988757474926;105.998265338465;0.000886479870215333
1913;383121.3;0;54;0;2;0.437825081339108;106.557808193734;0.00428378440168573
1913;383121.35;0;54;0;2;0.494274488718496;106.718960956058;0.00232855459086356
1913;383121.4;0;54;0;2;0.544470198534829;106.622716460607;-0.000129163398418314
1913;383121.45;0;54;0;2;0.589432387125361;107.106368375511;0.00143108203531946
1913;383121.5;0;54;0;2;0.631134029256627;106.896662470982;-0.0046367365422552
1913;383121.55;0;54;0;2;0.682083861038609;106.431767382263;-0.00562777907675582
1913;383121.6;0;54;0;2;0.726813733629957;106.470761742051;-0.0024635364104402
1913;383121.65;0;54;0;2;0.781841525473345;106.474383920001;-0.00551364062042801
1913;383121.7;0;54;0;2;0.818169698478149;106.362484726267;0.00507921041701107
1913;383121.75;0;54;0;2;0.865197963092687;106.589657955112;0.00289693430034192
1913;383121.8;0;54;0;2;0.917405208674243;106.650290822747;0.000389833505708981
1913;383121.85;0;54;0;2;0.968728394523508;106.536682369291;0.00423296640856194
1913;383121.9;0;54;0;2;1.04993799218154;106.781316161864;0.0001143715544005
1913;383121.95;0;54;0;2;1.11216552504307;106.717242838679;-0.00105815191596478
1913;383122;0;54;0;2;1.17154315894825;106.875011113909;0.00273356400363567
1913;383122.05;0;54;0;2;1.2353095266924;106.875950970392;-0.00193409791031945
1913;383122.1;0;54;0;2;1.27039246175585;106.720552183341;-0.000905066658606318
1913;383122.15;0;54;0;2;1.34139982251288;106.90157912351;-0.00185422012727959
1913;383122.2;0;54;0;2;1.40748692661292;106.88395906438;0.0020735633104324
1913;383122.25;0;54;0;2;1.48136964192349;106.751889331205;0.00876780885386866
1913;383122.3;0;54;0;2;1.57332788221336;106.900611503762;-0.00766675002551004
1913;383122.35;0;54;0;2;1.62863364208219;106.875950989371;-0.0125024294758135
1913;383122.4;0;54;0;2;1.6838650909622;106.797372947275;-0.0114820431251226
1913;383122.45;0;54;0;2;1.73567939264694;106.749788225997;-0.0057300167882248
1913;383122.5;0;54;0;2;1.83538748488228;107.124312679269;-0.00374620486725319
1913;383122.55;0;54;0;2;1.91073025703319;106.911277552632;-0.0232240824193636
1913;383122.6;0;54;0;2;1.96826407429864;106.42411646617;-0.0402120801950441
1913;383122.65;0;54;0;2;2.01261771210384;106.309089993901;-0.0436654034988976
1913;383122.7;0;54;0;2;2.04710972000238;106.633333511511;-0.029506097814039
1913;383122.75;0;54;0;2;2.13019479046004;106.986455819561;-0.00640121448436726
1913;383122.8;0;54;0;2;2.20077517658898;106.992040192463;0.000614267374465016
1913;383122.85;0;54;0;2;2.26577154678428;106.668551839426;-0.00119167154577998
1913;383122.9;0;54;0;2;2.30385438028983;106.338959596957;-0.00756772282569668
1913;383122.95;0;54;0;2;2.3673227981345;106.383707658073;-0.0166570448360598
1913;383123;0;54;0;2;2.43014328130756;106.386571272898;-0.0233691606179834
1913;383123.05;0;54;0;2;2.4896718548293;106.664242293486;-0.0278172165925454
1913;383123.1;0;54;0;2;2.54529909544792;106.76061239917;-0.029504367842531
1913;383123.15;0;54;0;2;2.60168370222771;106.601829991975;-0.016902399737341
1913;383123.2;0;54;0;2;2.66474066068933;106.413205885046;0.00321268440961758
1913;383123.25;0;54;0;2;2.73646456845969;106.354799553138;0.00758161756285286
1913;383123.3;0;54;0;2;2.80402110999491;106.400241598399;-0.00712894648952034
1913;383123.35;0;54;0;2;2.85628018073037;106.494380142382;-0.00979331633377262
1913;383123.4;0;54;0;2;2.90811457497267;106.559926290814;-0.0152493905586922
1913;383123.45;0;54;0;2;2.95917963088468;106.647817062551;-0.0201768073938494
1913;383123.5;0;54;0;2;3.0026581414762;106.677849418194;-0.0109719567034924
1913;383123.55;0;54;0;2;3.0351788433499;106.666424364853;-0.00435289492287194
1913;383123.6;0;54;0;2;3.06225025104072;106.621066329913;-0.00491031747119663
1913;383123.65;0;54;0;2;3.06741751645248;106.586869505831;0.0017048842740412
1913;383123.7;0;54;0;2;3.08929752948529;106.677420027509;0.0206458829683179
1913;383123.75;0;54;0;2;3.10080491794891;106.723914459329;0.0287802218071796
1913;383123.8;0;54;0;2;3.09503772697148;106.758467004065;0.0217580841184349
1913;383123.85;0;54;0;2;3.08899856138661;106.681127012546;0.00498217557862585
1913;383123.9;0;54;0;2;3.08463661133324;106.707705465353;0.00198453652413716
1913;383123.95;0;54;0;2;3.08383761689249;106.556050773123;-0.00132873280168422
1913;383124;0;54;0;2;3.06755605000066;106.38306931512;0.00815521292193444
1913;383124.05;0;54;0;2;3.04710422502212;106.318431973961;0.00845132986734159
1913;383124.1;0;54;0;2;3.02294491729216;106.09971468024;0.0093613821032561
1913;383124.15;0;54;0;2;3.02097794329177;106.188828115671;-0.00711233644446702
1913;383124.2;0;54;0;2;3.03075005284525;106.320007390974;-0.0123361996078953
1913;383124.25;0;54;0;2;3.01415128762623;106.321961677647;-0.0161029035463155
1913;383124.3;0;54;0;2;3.02933502620796;106.37763998306;0.000878746106090289
1913;383124.35;0;54;0;2;3.03841942287533;106.365405055757;0.00770428443867094
1913;383124.4;0;54;0;2;3.06231787379347;106.273716500009;0.0155121399759566
1913;383124.45;0;54;0;2;3.08551411857191;106.238936444834;0.0246581978941985
1913;383124.5;0;54;0;2;3.11418290263106;106.240006870398;0.0108548575194615
1913;383124.55;0;54;0;2;3.12758329358536;106.162412641527;0.00933735144342701
1913;383124.6;0;54;0;2;3.1408189789252;106.013871597988;-0.00251574238368868
1913;383124.65;0;54;0;2;3.15517617104835;105.924903027036;-0.0188520370080707
1913;383124.7;0;54;0;2;3.17852368244515;106.150962053396;-0.019021160121142
1913;383124.75;0;54;0;2;3.19838090502904;106.074494873118;-0.0131718628230781
1913;383124.8;0;54;0;2;3.22588476873748;105.738250198077;-0.00326181133940034
1913;383124.85;0;54;0;2;3.24556485342518;105.61064592715;-0.0115698718208976
1913;383124.9;0;54;0;2;3.27312543422956;105.818200515842;-0.0181887693189305
1913;383124.95;0;54;0;2;3.30255487771291;105.990359304194;0.0030199920703135
1913;383125;0;54;0;2;3.33729220325594;105.716607826994;0.0250181322794526
1913;383125.05;0;54;0;2;3.36980190077007;105.556201257463;0.0156216143221513
1913;383125.1;0;54;0;2;3.39728801130546;105.575697906701;0.00529810476281012
1913;383125.15;0;54;0;2;3.43173349609147;105.451651411607;0.00846536728824254
1913;383125.2;0;54;0;2;3.45762032593968;105.275507231419;0.0071612538070932
1913;383125.25;0;54;0;2;3.49095126738614;105.252659653128;-0.0161815130825439
1913;383125.3;0;54;0;2;3.51229752906104;105.259801795934;-0.0272481003870217
1913;383125.35;0;54;0;2;3.54198298162445;105.103352495597;-0.0130770552998136
1913;383125.4;0;54;0;2;3.58670861733662;105.019810973041;-0.00211453228681874
1913;383125.45;0;54;0;2;3.62188995750379;105.330160145222;0.000976423605103971
1913;383125.5;0;54;0;2;3.67297906741039;105.633650421914;-0.00170104780201596
1913;383125.55;0;54;0;2;3.70904601446266;105.526485136493;0.00102167119380442
1913;383125.6;0;54;0;2;3.74757758379675;105.177226512599;0.00452506090242211
1913;383125.65;0;54;0;2;3.77939737230694;105.135514041717;0.00986313421796575
1913;383125.7;0;54;0;2;3.82622276026842;105.02089145942;-0.003793154355823
1913;383125.75;0;54;0;2;3.86471860744835;104.890592952377;-0.00682803142784039
1913;383125.8;0;54;0;2;3.90268889082038;104.703053546874;-0.0241634593551625
1913;383125.85;0;54;0;2;3.94369723990575;104.698208280437;-0.0378238678883405
1913;383125.9;0;54;0;2;3.96370924097518;104.769533907792;-0.0332211270835588
1913;383125.95;0;54;0;2;4.00816638498472;104.795668393576;-0.0188258937131075
1913;383126;0;54;0;2;4.05027467386443;104.733190602298;-0.0254537288336697
1913;383126.05;0;54;0;2;4.09752978894274;104.688537507509;-0.0221781157019213
1913;383126.1;0;54;0;2;4.15434282412329;105.027280745317;-0.0551109323080391
1913;383126.15;0;54;0;2;4.18468773792712;105.168982159956;-0.0753218960662201
1913;383126.2;0;54;0;2;4.22242209092589;105.263074448292;-0.0707129044508299
1913;383126.25;0;54;0;2;4.25042400507635;105.007966829795;-0.0755374556688996
1913;383126.3;0;54;0;2;4.27729629402056;104.852662273764;-0.0398942989076185
1913;383126.35;0;54;0;2;4.32786850237133;105.089861241635;-0.036605504704588
1913;383126.4;0;54;0;2;4.38348826714657;105.242142041523;-0.0402828343123821
1913;383126.45;0;54;0;2;4.43946910715724;105.242956811048;-0.0429854022873502
1913;383126.5;0;54;0;2;4.43942036260037;104.849746973384;-0.0456775712853629
1913;383126.55;0;54;0;2;4.48476219227353;104.821009305731;-0.0385886691257271
1913;383126.6;0;54;0;2;4.54537006286048;104.890490914128;-0.0390854524492023
1913;383126.65;0;54;0;2;4.60769743314538;104.968128543481;-0.0456478955292936
1913;383126.7;0;54;0;2;4.63747031138167;104.913171625747;-0.0442290264769882
1913;383126.75;0;54;0;2;4.67940054905538;104.862486104402;-0.0242844954721919
1913;383126.8;0;54;0;2;4.73158156972205;104.917480649855;-0.00550504682389596
1913;383126.85;0;54;0;2;4.79438551606827;104.997646130802;0.00189891626259719
1913;383126.9;0;54;0;2;4.8499143586396;105.135294078633;0.0252706626536414
1913;383126.95;0;54;0;2;4.89837976719431;105.191097945722;0.0189007340369559
1913;383127;0;54;0;2;4.94425061946834;105.191784910514;-0.00224469284714057
1913;383127.05;0;54;0;2;4.98779034568761;105.149485378139;-0.0132527896094672
1913;383127.1;0;54;0;2;5.03096633502843;105.053521051986;-0.00566335809063223
1913;383127.15;0;54;0;2;5.09336549903171;105.118215729298;-0.0141445415336698
1913;383127.2;0;54;0;2;5.13217491910096;105.001118733228;-0.012975560895211
1913;383127.25;0;54;0;2;5.17539098397739;105.082304296009;-0.0320049855593871
1913;383127.3;0;54;0;2;5.22413000942107;105.253499979898;-0.0317561957249882
1913;383127.35;0;54;0;2;5.28443545193158;105.142650468393;-0.0350606820297507
1913;383127.4;0;54;0;2;5.33518981351159;105.004211827101;-0.0265700428470368
1913;383127.45;0;54;0;2;5.3820539733467;104.82991844343;-0.037799256161565
1913;383127.5;0;54;0;2;5.42641330350171;104.984146729414;-0.0509932634607576
1913;383127.55;0;54;0;2;5.47891952405761;105.057152474598;-0.0403665340864915
1913;383127.6;0;54;0;2;5.53464773604993;105.053289755116;-0.0401313392806999
1913;383127.65;0;54;0;2;5.58702664292086;105.204944299108;-0.0287414425800575
1913;383127.7;0;54;0;2;5.63615684556823;105.382772287273;-0.0315584392272981
1913;383127.75;0;54;0;2;5.69267110465876;105.508370584865;-0.0182590858967039
1913;383127.8;0;54;0;2;5.75107604351286;105.488802297247;-0.0364705041199375
1913;383127.85;0;54;0;2;5.78026084970834;105.288021653384;-0.0391131160639782
1913;383127.9;0;54;0;2;5.81941088477717;105.189003855469;-0.0214243917204544
1913;383127.95;0;54;0;2;5.85430591263521;105.185427097186;-0.0166387510013429
1913;383128;0;54;0;2;5.91011530420057;105.171161785867;-0.0162794299671117
1913;383128.05;0;55;0;3;5.9530728827968;105.103472000608;-0.003461075755957
1913;383128.1;0;55;0;3;6.00177726718955;105.066005042468;-0.0123498338965634
1913;383128.15;0;55;0;3;6.05315485778904;105.165955138075;-0.0278089186833063
1913;383128.2;0;55;0;3;6.08749824131099;105.263105985968;-0.0260495682661113
1913;383128.25;0;55;0;3;6.1333778418202;105.273112218286;0.00180909994032186
1913;383128.3;0;55;0;3;6.17357447204465;105.321677546491;0.0461777171146378
1913;383128.35;0;55;0;3;6.22573758534716;105.192072782234;0.0739414481919325
1913;383128.4;0;55;0;3;6.27737530138052;105.170218071414;0.0576833989652866
1913;383128.45;0;55;0;3;6.30405215636756;105.18027593112;0.0455452522643897
1913;383128.5;0;55;0;3;6.35007553364056;105.195761839527;0.0424755634469454
1913;383128.55;0;55;0;3;6.38277152994531;105.217777782623;0.0556953708262236
1913;383128.6;0;55;0;3;6.42073415712875;105.399681787665;0.0513595716369204
1913;383128.65;0;55;0;3;6.45160255478408;105.597189934943;0.0573395461129169
1913;383128.7;0;55;0;3;6.49063532399953;105.630112675946;0.0650988184354693
1913;383128.75;0;55;0;3;6.51793237216892;105.430546216996;0.0623156336144561
1913;383128.8;0;55;0;3;6.54142513246606;105.48348477881;0.0294294051795188
1913;383128.85;0;55;0;3;6.55474611191104;105.56330219741;0.0123141803697994
1913;383128.9;0;55;0;3;6.57423501543079;105.596921140843;0.00443475383367309
1913;383128.95;0;55;0;3;6.5915830576716;105.7123385182;-0.00870609027646263
1913;383129;0;55;0;3;6.6126102222275;105.904445259317;-0.0213132842648402
1913;383129.05;0;55;0;4;6.62716164469313;105.942108790724;-0.0433946951489916
1913;383129.1;0;55;0;4;6.64981581864355;105.929072337834;-0.0446337021098241
1913;383129.15;0;55;0;4;6.66701595401156;105.72913728758;-0.0327771298190592
1913;383129.2;0;55;0;4;6.69365812577164;105.863912988228;-0.0224246157679543
1913;383129.25;0;55;0;4;6.71855161576013;105.906916246603;-0.0271111107874061
1913;383129.3;0;55;0;4;6.74603958828768;105.841412763291;-0.0400761958526943
1913;383129.35;0;55;0;4;6.76765153324656;105.914985010116;-0.0464526848317319
1913;383129.4;0;55;0;4;6.78243963063392;106.085318325072;-0.0504764987874453
1913;383129.45;0;55;0;4;6.7978805257951;106.212460409178;-0.0275914773040897
1913;383129.5;0;55;0;4;6.83378265702722;106.370066154595;-0.0210211293993082
1913;383129.55;0;55;0;4;6.84797968316979;106.362203559027;-0.0287576547101812
1913;383129.6;0;55;0;4;6.86634959026745;106.358140525941;-0.0343299836579039
1913;383129.65;0;55;0;4;6.87340524249718;106.375597177069;-0.0445323326387356
1913;383129.7;0;55;0;4;6.89794921262196;106.394207218144;-0.048398867922927
1913;383129.75;0;55;0;4;6.90976345806963;106.446589638604;-0.0407465482257916
1913;383129.8;0;55;0;4;6.91654828442729;106.592291419921;-0.0487163350809449
1913;383129.85;0;55;0;4;6.92568076682018;106.644815219404;-0.0328205334447972
1913;383129.9;0;55;0;4;6.93519507967279;106.665038515801;-0.0569634668137604
1913;383129.95;0;55;0;4;6.94567377350342;106.633975438401;-0.0652299954622235
1913;383130;0;55;0;4;6.94863332828809;106.633752281669;-0.0655943865046202
1913;383130.05;0;55;0;2;6.95132288514284;106.747536400004;-0.0613269439879072
1913;383130.1;0;55;0;2;6.95592778999756;106.85128083245;-0.0407505489865563
1913;383130.15;0;55;0;2;6.96548066636778;106.914372622456;-0.0497273218228743
1913;383130.2;0;55;0;2;6.9781636267547;106.882514290929;-0.0660412673361874
1913;383130.25;0;55;0;2;6.9755956583034;106.929906986942;-0.0818041048999207
1913;383130.3;0;55;0;2;6.97987301330491;107.117317492472;-0.0784777240689094
1913;383130.35;0;55;0;2;6.99678542087895;107.154132135919;-0.0797883744858572
1913;383130.4;0;55;0;2;6.9962276186982;107.157654405249;-0.0670244049357558
1913;383130.45;0;55;0;2;6.99311136046513;107.112285676007;-0.0504385413895797
1913;383130.5;0;55;0;2;6.99873946938357;107.284251520172;-0.0404078205618426
1913;383130.55;0;55;0;2;7.03204805522405;107.599918405016;-0.0483489113042079
1913;383130.6;0;55;0;2;7.05794965891568;107.522097681272;-0.0541496198730618
1913;383130.65;0;55;0;2;7.08193300477292;107.658904181192;-0.048881834155571
1913;383130.7;0;55;0;2;7.07673045097545;107.494833089111;-0.0453599480017617
1913;383130.75;0;55;0;2;7.1063345165975;107.497404340507;-0.033899940232524
1913;383130.8;0;55;0;2;7.1286469630084;107.483043762073;-0.00709975867693857
1913;383130.85;0;55;0;2;7.14723658137713;107.604021996359;0.00974753867855993
