elevation,diff_azimuth,Carrier-to-noise density ratio (cno) [dbHz],Estimated pseudorange measurement standard deviation (prStdev) [m],"NLOS (0 == no, 1 == yes, # == No Information)"
13.69447768,85.66684115480768,39,0.32,1
20.65642944,72.09764059938436,38,10.24,1
52.2342852,85.4765578961011,26,20.48,1
32.63394101,38.98769615937522,30,10.24,1
19.67851122,45.37907483635945,27,5.12,1
50.04073398,68.24454718668966,39,10.24,1
36.84816007,19.88994758829915,31,2.56,1
62.15880967,87.98310492734342,28,10.24,1
60.81318123,86.35009084565468,33,20.48,1
60.13023599,17.299707826247243,25,2.56,1
24.09791243,59.35625639501895,24,20.48,1
34.77549685,49.37462198473514,39,0.64,1
27.57208624,29.948444831136257,31,2.56,1
13.65284261,9.886221613771966,42,10.24,1
23.62004253,19.55453931359952,20,20.48,1
60.53862039,53.33945113986411,26,10.24,1
65.64923178,7.247229856056265,34,10.24,1
13.23051806,86.01323269400115,35,10.24,1
56.08615445,87.76540124595073,28,10.24,1
22.7022347,9.617558477928782,24,10.24,1
33.3915077,26.18812549734904,34,2.56,1
26.83042197,81.81048108554756,26,20.48,1
4.912104779,23.71881475240542,33,1.28,1
26.68253131,19.78404194101481,45,0.32,1
53.6468678,84.96547195875547,24,20.48,1
56.51616567,0.6307942763064744,39,20.48,1
82.95792046,41.927435015337096,26,20.48,1
49.68554311,7.9110917880258995,25,20.48,1
68.97887959,21.800336451431804,16,40.96,1
26.3459564,80.50928507924198,20,20.48,1
34.67332558,60.36121331194573,28,2.56,1
54.45770692,15.820405853139276,26,2.56,1
40.80526341,76.87616853239672,25,20.48,1
3.082918151,11.161961437138416,23,81.92,1
37.30798839,47.98859041938178,30,10.24,1
85.82593825,5.031354040033136,31,20.48,1
59.12250387,88.23551495589584,29,20.48,1
25.9216753,26.447197935145823,27,20.48,1
19.73818968,14.745144404713614,33,5.12,1
69.99371523,80.57291130658817,19,40.96,1
62.62592349,22.525526514710293,46,0.32,1
20.97579493,17.27108898861863,26,10.24,1
47.03527985,71.22965245422938,38,0.32,1
45.98377552,68.69670527807386,17,20.48,1
33.26066277,79.42996624736432,34,10.24,1
6.58774893,36.54502709806712,38,0.64,1
48.09190724,20.032931861583226,45,1.28,1
18.05040358,33.8701274525597,32,10.24,1
39.41372819,89.59935216008046,20,20.48,1
25.92167452,24.73508352559673,38,20.48,1
54.45770683,15.819544762386217,26,5.12,1
24.2082366,25.437871718480324,38,10.24,1
19.45821847,79.8785437648911,45,0.64,1
86.27375376,84.72967422246982,32,20.48,1
33.61156588,44.13470855892933,25,20.48,1
5.427588762,44.50791339333298,33,20.48,1
25.252012,16.07385304996913,42,10.24,1
32.67893908,63.3206308056661,18,20.48,1
38.56672325,42.73363839818856,45,5.12,1
14.11406298,22.88885601781968,43,20.48,1
36.75986225,5.532973679082005,32,2.56,1
57.16190554,1.5205339076339328,36,20.48,1
4.351891381,17.782846116691445,27,1.28,1
33.30511576,19.81541864220067,46,0.32,1
82.18108821,65.2430077628054,46,5.12,1
36.00177927,35.10245436958573,31,10.24,1
4.698095849,17.51283480405175,21,20.48,1
68.28266712,35.14497373584024,28,1.28,1
46.13126823,41.95543183827726,27,10.24,1
28.27035969,43.3793141685162,27,10.24,1
18.0668601,29.87821183542649,28,5.12,1
10.18850178,37.74332107515511,31,5.12,1
70.25586261,22.841736337076533,40,10.24,1
37.69210609,72.78452049005213,26,2.56,1
50.56772768,38.94423257467264,35,10.24,1
19.80063654,76.40401766939166,26,1.28,1
85.14198254,62.27578635960856,33,10.24,1
23.48949127,55.466823007073145,23,20.48,1
69.45228814,47.116560616299125,30,2.56,1
39.32012805,88.63998064482854,30,10.24,1
69.75278082,45.16567675190117,23,20.48,1
52.43095369,42.27219477620443,27,20.48,1
50.56772743,53.60976222982731,22,20.48,1
57.59287334,0.6085886111943921,37,10.24,1
28.0702271,43.17341342569455,31,40.96,1
3.375519105,33.26943831990101,34,1.28,1
58.29757408,61.58499317673471,33,20.48,1
20.97579421,78.76293358275777,25,20.48,1
68.17142766,35.67187654095963,29,2.56,1
85.10453372,55.69896007991605,32,10.24,1
54.40958431,38.590343723870745,28,10.24,1
8.589982223,32.42945766075775,38,10.24,1
69.51940567,49.78624361175525,28,10.24,1
49.34709765,47.61441372232045,32,20.48,1
17.82189124,17.91115803312175,39,5.12,1
59.25313187,53.65345163403964,31,5.12,1
14.13824256,87.16579683742924,29,20.48,1
39.5193335,12.47521732973209,36,20.48,1
13.59389989,79.7043838263927,40,5.12,1
48.48372012,46.51593826220389,42,0.32,1
44.90964067,28.38231858955163,22,20.48,1
4.799183911,63.33096202413923,36,20.48,1
21.57661271,86.722239175086,43,0.32,1
30.46286492,39.37805462049772,32,5.12,1
23.70821242,56.01956733687976,24,20.48,1
22.49472432,88.40145225975573,27,2.56,1
38.06304054,42.581166098886655,36,20.48,1
16.25037658,59.33133540044858,36,20.48,1
27.77196064,29.76399552477088,29,2.56,1
25.39682476,4.586721258046282,30,40.96,1
27.23212778,6.940328880824268,36,10.24,1
25.38825636,10.794995078244426,25,5.12,1
58.28757223,2.726077098545659,15,40.96,1
50.81216746,49.53833357004834,34,20.48,1
30.39132679,1.7174379708499146,32,20.48,1
68.33750912,7.739027632255386,38,0.64,1
18.83748705,82.6820148465138,33,20.48,1
52.46369693,2.828286361095905,15,40.96,1
60.33316291,17.252987677859693,32,5.12,1
30.38408749,24.31508850214037,25,10.24,1
69.99398395,59.99858546621374,38,10.24,1
46.7415532,85.82067628304225,15,40.96,1
19.85137854,72.42256383924135,28,20.48,1
16.13450875,40.91074801266143,33,20.48,1
21.76710853,17.519449812014244,28,10.24,1
33.56607469,21.58112869304972,15,20.48,1
13.73374584,26.912101962741986,32,20.48,1
61.34758891,0.7172328004062081,27,2.56,1
32.82998008,51.335331546732505,35,10.24,1
18.79166434,34.794332361480826,43,0.32,1
85.18135535,35.39981023520721,33,10.24,1
24.80442508,62.02501246312133,18,40.96,1
21.57661301,89.02022618329383,44,0.32,1
13.6202581,4.646105632280467,27,5.12,1
53.01658153,48.336107585558125,31,10.24,1
33.46071726,24.86165359978024,39,0.32,1
12.96114861,24.165967459588728,27,1.28,1
48.04792497,47.275102198982296,44,0.32,1
58.23719096,34.59279271414447,25,5.12,1
85.10453366,20.32178069150308,28,10.24,1
25.92167468,24.7202847068005,26,40.96,1
25.90475197,80.64246301405174,25,1.28,1
35.59981013,56.26380961407011,28,20.48,1
46.6351562,39.92296981578591,38,10.24,1
40.51258458,42.39672606532815,33,1.28,1
48.61601727,49.76151273128201,34,2.56,1
70.91203409,66.58588161122617,26,10.24,1
50.42433181,50.38795874627761,28,2.56,1
27.34493086,35.55368508787265,33,5.12,1
61.55042434,87.67092497031132,22,20.48,1
28.00530384,84.60463144017598,31,20.48,1
70.12244615,32.05903398090541,19,20.48,1
54.25508541,15.892411019111336,27,1.28,1
49.10329371,55.59987988994047,32,10.24,1
16.13450874,53.46077279327466,34,10.24,1
61.55042422,4.590131012970517,30,40.96,1
5.266244071,1.250410085165612,25,20.48,1
33.56057124,74.8408261787084,38,5.12,1
50.07915833,39.1324592709569,36,10.24,1
38.27999688,12.795542778993934,32,5.12,1
34.20262328,13.720300105821885,44,0.32,1
85.13398474,15.364213770198148,29,20.48,1
36.75986224,5.530446419042647,32,2.56,1
13.45202606,74.69314083616587,33,2.56,1
58.0242122,5.988159871953712,29,20.48,1
40.54744093,80.60757309842285,32,20.48,1
56.70660694,49.90120984257027,36,10.24,1
51.80840183,5.437027539976498,37,10.24,1
49.10329392,51.319542980912985,29,1.28,1
47.6122967,5.747933586479093,33,20.48,1
10.29285224,1.2730887507402286,13,40.96,1
29.66768067,46.39745330122702,30,20.48,1
13.68902434,20.18741017919376,31,10.24,1
55.86876271,48.78841048928484,36,20.48,1
44.11424619,40.55184261853029,46,10.24,1
35.6614655,60.73770138120619,42,0.32,1
42.72160359,78.50106199334917,29,5.12,1
39.0204013,14.02313681704416,32,10.24,1
7.347805141,77.09967544184013,30,20.48,1
6.958019676,58.68471294062675,32,1.28,1
33.80628931,43.0649748108446,35,5.12,1
24.14618392,56.18497986415787,36,0.64,1
6.783573076,59.33883561258351,25,5.12,1
26.42198123,82.48418382623834,29,1.28,1
23.46834859,11.221841926774744,25,20.48,1
57.28456234,26.23244207628896,20,20.48,1
18.11427572,76.99490018077685,33,20.48,1
49.39322577,34.64600332507703,28,20.48,1
31.71196063,0.0062222983487174,33,1.28,1
28.13305179,84.01437630288717,29,10.24,1
59.70955416,68.33327163099051,15,40.96,1
56.82680125,51.97273597249514,21,81.92,1
39.85212529,87.95085726601036,32,1.28,1
58.7724127,89.61268568509391,29,2.56,1
61.14473511,80.81279999434463,23,20.48,1
33.23191276,17.3508936757475,41,5.12,1
76.31593252,33.929791991109795,24,20.48,1
32.89478996,2.522524574844794,25,40.96,1
69.75278093,45.47426288016453,20,20.48,1
16.99445308,71.55943242782143,37,10.24,1
56.70660695,47.395981518410224,34,10.24,1
7.831821568,35.77409395183331,40,10.24,1
69.75278087,45.26801286258569,22,20.48,1
5.302213329,22.59224907788104,37,1.28,1
40.95258787,22.751473173006893,28,20.48,1
50.5677276,81.22110838768509,32,81.92,1
30.26432015,15.7790762583179,40,10.24,1
75.00900017,50.07271512318266,41,10.24,1
45.43683537,70.3348814524085,37,10.24,1
38.81861326,42.4748989475427,25,40.96,1
13.68902441,8.996602484115158,28,1.28,1
31.45283332,43.700281723834735,29,40.96,1
25.38825637,10.795480818753276,26,5.12,1
23.92183758,80.37006527978693,26,20.48,1
20.14133167,4.459232262450598,31,5.12,1
50.92809858,44.20434492879319,33,20.48,1
34.87089357,60.11072401354096,41,1.28,1
14.13824253,87.94442722808924,38,10.24,1
43.10524097,50.69762856418777,25,20.48,1
14.8506684,65.73475320437655,23,5.12,1
66.13384312,16.33768838052132,12,81.92,1
13.47802923,3.623685119768993,31,10.24,1
20.49616679,65.24895358296197,30,20.48,1
29.94934195,8.388528006497154,32,20.48,1
49.39322598,35.7202221305389,26,10.24,1
47.88017128,71.08961705523683,25,5.12,1
38.16591798,13.311168954900268,32,10.24,1
33.10898778,68.06055564319348,28,10.24,1
37.83773764,80.73889402110132,41,5.12,1
19.88707669,29.626643733508388,30,2.56,1
6.745727114,27.650112212768704,29,20.48,1
70.12244615,32.1878908048337,19,20.48,1
40.58291258,45.87930704285765,27,2.56,1
38.26949177,6.860384129777032,27,10.24,1
25.10658002,17.85126953862465,38,2.56,1
16.34919193,69.69129664127837,40,10.24,1
29.66768072,46.48066439698505,24,20.48,1
85.18135536,39.60117449293858,43,10.24,1
33.55411021,88.52573478762065,33,81.92,1
48.31631134,76.63070059720161,27,10.24,1
68.97887957,22.39674696455444,16,40.96,1
30.33537541,12.025062204199344,27,20.48,1
76.2275479,4.603590549696889,28,20.48,1
29.94934216,1.9238644020460924,38,10.24,1
37.0121103,5.631059950951027,33,10.24,1
4.871341266,17.41292155116335,26,5.12,1
67.44226652,7.6289105451657235,36,10.24,1
19.74759322,43.40321960737976,29,20.48,1
9.939946076,29.84675848235296,45,10.24,1
13.36553466,0.3361423579752909,38,2.56,1
60.67199046,40.24495371357507,25,10.24,1
40.95258884,79.73153363903867,39,5.12,1
24.35289138,40.64683549808615,45,20.48,1
25.69433393,25.760480184968856,32,10.24,1
31.25522601,42.570585849105726,34,20.48,1
17.97849034,33.0299894786653,31,10.24,1
17.78871158,72.86727288671483,41,10.24,1
35.61568227,38.21531549154133,33,40.96,1
46.30645436,82.62830812581254,48,10.24,1
72.26616067,42.13855229020066,26,10.24,1
18.13427903,0.7679847655476806,32,10.24,1
45.56460321,29.607898415289355,42,0.32,1
39.76825792,13.82131538110653,39,10.24,1
4.351891142,16.2667799959286,27,20.48,1
80.89310279,39.158122139310535,27,20.48,1
69.76633042,81.22856665253559,27,20.48,1
38.56672319,43.21514284068488,32,10.24,1
54.37008559,3.355685329921016,39,20.48,1
43.86201033,45.012858940980976,40,20.48,1
55.62729916,37.513431102884766,29,81.92,1
5.13892714,29.04561048495816,31,20.48,1
34.20262324,13.73628467655744,44,0.32,1
35.59981043,56.373645445885785,29,20.48,1
63.55520565,8.301207216743052,30,10.24,1
39.3099016,20.871619249721675,23,81.92,1
9.059634265,50.60318460494942,27,10.24,1
28.26859536,83.13326014690426,19,40.96,1
54.15603485,4.361912129628252,26,20.48,1
40.58291257,44.94964624146621,33,20.48,1
39.72595255,12.56931229038358,34,10.24,1
50.56772769,39.4391660378584,38,20.48,1
49.68554245,25.94854421785012,32,10.24,1
39.93267772,12.948144494908547,28,10.24,1
33.71790599,7.998647616155893,46,1.28,1
49.59101036,38.95008282353996,34,20.48,1
57.28456234,26.23695907999005,17,20.48,1
32.79050486,8.3438705643741,31,2.56,1
34.58226647,49.88059665966523,29,40.96,1
43.9306579,40.04001917853212,29,20.48,1
34.58226648,49.86386841498154,32,10.24,1
72.94727866,2.510419518429927,31,20.48,1
70.94320992,73.9873778132783,43,2.56,1
19.74759294,75.74045750433756,22,20.48,1
85.1419826,58.71023116369366,25,20.48,1
51.301353,36.94543483944528,36,5.12,1
18.28924376,86.09375015092638,39,10.24,1
72.72027659,82.8229295066781,30,10.24,1
71.81190628,43.58166320437999,29,2.56,1
22.08063797,13.12596299487302,36,20.48,1
59.41112616,15.509031004206436,34,10.24,1
56.82680117,32.877320036514135,28,10.24,1
59.95461031,10.758297030958827,34,40.96,1
56.47923011,27.91953649158184,25,10.24,1
26.83042187,83.15896130130386,36,10.24,1
18.79166432,34.79547705099321,43,0.32,1
30.50472483,0.6096356585820786,24,40.96,1
35.85917944,30.02517292704573,27,20.48,1
75.87330759,76.32883831593375,32,2.56,1
26.12528018,80.5912261166846,24,5.12,1
65.03521011,23.819656376822337,34,1.28,1
66.84490078,81.26107568150681,29,10.24,1
80.03817699,37.81446977691411,35,10.24,1
4.351891172,16.80801250338331,24,20.48,1
44.07356327,88.55369403338469,19,20.48,1
34.73447717,37.99402785027422,20,20.48,1
37.81133067,25.37156379505643,38,10.24,1
76.22754776,18.04686829205505,29,20.48,1
54.45770694,15.82662087004951,26,10.24,1
23.4683488,12.41306411872074,37,5.12,1
30.61278742,6.261212824525501,30,20.48,1
24.09790996,63.99018567009951,17,40.96,1
19.34159628,44.54594730690667,29,10.24,1
33.564028,21.898484828855203,25,20.48,1
15.2332377,30.60209323736805,32,20.48,1
23.01017806,77.09818032196739,41,20.48,1
25.3882564,10.801302594525566,30,1.28,1
33.61156705,40.26580318099184,35,10.24,1
13.50261477,0.1820407326238182,26,10.24,1
17.97849007,71.44723443029602,37,20.48,1
47.83008913,78.98296113245897,30,20.48,1
61.87854552,3.256908720490557,28,10.24,1
46.7415532,85.81659992576022,33,81.92,1
10.91908068,63.06760600521346,37,10.24,1
51.430547,48.22397091921604,31,10.24,1
70.09983035,5.911200782082489,33,1.28,1
50.32339047,51.288621564526096,28,20.48,1
49.57983749,29.55303995801557,31,5.12,1
58.02421191,4.594970822040921,33,20.48,1
48.19665626,76.92466763710297,31,10.24,1
39.82658072,41.305099331237415,37,2.56,1
49.68554267,6.825684835154519,36,10.24,1
27.34493047,58.30330020824138,39,5.12,1
51.54609594,34.74129609894163,32,20.48,1
71.81190628,43.58234954000784,29,1.28,1
55.86876279,51.22653046431628,34,20.48,1
28.07022691,38.87430561685858,42,2.56,1
85.10453371,55.99576210998521,31,10.24,1
55.87383857,27.163786032539875,31,2.56,1
44.07356327,87.49633312864063,22,20.48,1
85.57344736,22.010189706879714,27,10.24,1
17.78871054,17.516705622348468,24,10.24,1
33.79200968,77.66499706324396,37,0.64,1
52.52604179,39.36078334144659,35,0.64,1
22.85645039,85.13260211652644,34,2.56,1
20.09669288,30.81005649923992,29,10.24,1
58.2371906,44.608319224967936,25,10.24,1
9.789556231,70.82717239791484,32,10.24,1
4.919076871,23.6067111069184,38,0.32,1
37.7673583,7.32263288135394,30,10.24,1
20.33552664,73.03420534529215,30,10.24,1
38.56672356,42.6457346064532,29,1.28,1
68.05738874,28.76271151447497,28,20.48,1
45.37511604,49.58825961607738,26,20.48,1
39.22458836,88.73666887549683,33,163.84,1
21.92409495,12.815083791083282,25,20.48,1
34.278282,59.68560708461962,34,1.28,1
54.66026017,20.122579025807937,29,10.24,1
57.53631878,54.80821062693667,32,20.48,1
26.28437637,6.195737603208897,25,10.24,1
39.32252097,43.74632150338573,27,2.56,1
76.62358472,40.0791590270237,30,20.48,1
41.10845361,84.93456389432748,34,5.12,1
62.56457559,31.19270620628265,33,2.56,1
4.9442724,1.456250019711291,41,5.12,1
31.80631616,4.947826643763108,35,20.48,1
56.10947238,52.24629292344008,29,10.24,1
18.57479412,79.42517117882545,27,10.24,1
85.43469878,74.93422190838481,23,10.24,1
24.58484386,56.63857602939152,38,0.32,1
69.69977212,46.33050061319983,26,5.12,1
20.44734201,18.01485373552569,51,5.12,1
35.61568051,39.2072524096281,33,20.48,1
39.32252099,43.74740228243809,27,2.56,1
50.67637221,39.16471529087795,30,10.24,1
54.05240164,15.900231870999676,27,1.28,1
27.09898902,6.3265865196393065,26,20.48,1
26.28437577,8.058271575736285,25,20.48,1
5.138926989,16.930203467978117,38,10.24,1
33.39150776,26.337138096960054,42,1.28,1
13.69447768,85.66914205810906,39,0.32,1
24.81389062,9.59970932817697,30,81.92,1
62.09850813,67.18166407406764,28,20.48,1
66.24719734,85.78895616736949,29,10.24,1
30.66123414,38.40382099446839,24,20.48,1
60.53862016,10.595364185136276,21,20.48,1
40.95258761,21.93901767558156,35,10.24,1
24.36542864,56.51537441671445,13,40.96,1
44.56803349,4.739343346078243,30,10.24,1
54.49035741,51.38559107767298,29,10.24,1
30.50472483,0.0352988117060135,33,20.48,1
37.01211112,5.948775535842145,28,1.28,1
23.86923132,77.28118029338988,47,0.64,1
40.57543984,42.03023812823693,33,1.28,1
39.72595266,13.432498844445831,34,20.48,1
33.56618035,21.2918681201808,33,10.24,1
37.81132862,47.53378233262026,33,40.96,1
41.63463582,89.53128323460828,38,5.12,1
53.84966095,15.97346543344139,26,5.12,1
47.88017132,70.98258507110353,31,2.56,1
29.13123918,1.6429427845568512,38,10.24,1
35.58242946,53.39808161734376,30,10.24,1
62.625923,76.27263759964734,20,40.96,1
42.72160458,75.45838582206991,24,10.24,1
62.95682749,51.00289065298429,34,10.24,1
45.0453077,27.50291932037996,34,20.48,1
9.303597808,6.583496539656039,31,10.24,1
1.644715059,5.494275431941546,22,20.48,1
67.69895888,9.430315578022087,23,20.48,1
13.68647274,81.82751897924459,35,20.48,1
59.08640897,78.37851721472165,41,0.32,1
49.89733206,8.061303608206927,28,10.24,1
69.73395416,28.59775955393524,29,2.56,1
79.82272606,31.34310720666633,22,10.24,1
50.74559834,84.57359028461629,40,5.12,1
30.01716183,63.25991967825354,30,10.24,1
23.27094987,55.64595061508811,27,1.28,1
56.70660572,50.14592991685476,42,10.24,1
58.92851648,45.346603402455685,25,20.48,1
70.32679687,75.25294223671064,33,2.56,1
31.20527871,4.321715735364421,34,20.48,1
21.29356811,74.79546255025193,51,5.12,1
42.44662956,1.729415873436153,32,20.48,1
48.37254696,61.83337809868314,38,1.28,1
2.564414894,40.002638335133184,39,0.32,1
13.68213872,10.565907774109576,46,10.24,1
40.44759195,42.73975919455995,31,2.56,1
53.50748802,42.41342330378441,33,10.24,1
37.81133048,57.34900733352282,35,10.24,1
51.68123603,49.862563382628565,27,10.24,1
31.45283326,41.45696763768507,34,20.48,1
60.40019225,7.237225433555025,29,1.28,1
24.4043764,76.9263522559375,33,40.96,1
13.64805679,85.50639260236039,35,20.48,1
55.87383797,26.91017514141312,26,5.12,1
85.10453373,56.51551232347097,36,10.24,1
32.79065844,0.7534132221401251,39,10.24,1
33.61156603,47.35892359663524,23,20.48,1
18.22788375,39.86539986423605,39,10.24,1
52.23428534,83.76655290943586,26,20.48,1
35.44660773,0.1096508190976806,34,10.24,1
49.79322342,38.38249111826559,33,1.28,1
4.91907574,57.58443745490986,22,40.96,1
8.182084134,26.961555779732493,41,0.32,1
76.03755801,38.71955530161867,48,2.56,1
12.77010658,58.2842682500102,39,1.28,1
85.43469877,74.93627759355417,28,2.56,1
7.246464084,71.82826480586363,33,1.28,1
39.85212528,87.95037199240898,33,1.28,1
39.51835271,73.55051803091771,42,10.24,1
42.85297355,34.02739296088424,31,20.48,1
34.22645238,73.41611447338803,31,2.56,1
64.76079507,2.468631094588602,28,20.48,1
26.34595634,80.50697676878747,27,5.12,1
49.15368375,29.489245564903,21,20.48,1
19.36387146,50.5204421203031,38,10.24,1
57.48551538,29.33016556051216,45,2.56,1
31.01986314,10.886290166947532,29,20.48,1
46.40376391,70.39144031956488,29,5.12,1
40.7504958,30.4599260004448,37,10.24,1
33.46071726,24.86198873845312,39,0.32,1
14.8506684,65.73540327093463,23,10.24,1
57.87755749,76.11780790009615,31,10.24,1
33.61156655,40.835665595289015,27,10.24,1
22.82740588,66.61442933239076,38,5.12,1
31.51982389,1.1359209016646332,25,20.48,1
8.817868548,41.075156806141365,25,5.12,1
60.94186521,83.7152054550861,37,0.64,1
30.06560383,44.46931250428031,19,40.96,1
35.06849242,60.35112114628117,45,0.32,1
33.56057071,24.85512739716444,32,5.12,1
29.98577719,80.41376560756774,41,81.92,1
85.13398467,46.314985869819566,27,40.96,1
19.96027273,5.456769830720873,35,20.48,1
30.50472482,0.2064998161116591,25,40.96,1
10.91908124,69.0727875393423,31,2.56,1
22.08063793,14.43254901321859,26,10.24,1
33.39150769,26.123033143389627,31,10.24,1
82.1479745,40.96859259818717,21,40.96,1
83.35179229,50.38726054094644,30,5.12,1
69.76633058,89.5686704297091,32,10.24,1
13.26637487,73.76408238177288,34,10.24,1
66.24719731,85.38170218611006,30,20.48,1
20.44734203,18.3424539273282,33,10.24,1
29.42912074,58.28407544960237,37,10.24,1
34.73695994,12.261334402047105,44,0.32,1
37.01211042,5.646789432213751,35,5.12,1
35.44660889,87.97577498457531,23,40.96,1
